DemosAU,@TPP,1.1247250553906998
DemosAU,ALP FP,0.954888849098739
DemosAU,GRN FP,1.3338897383993433
DemosAU,LNP FP,0.8329470615190204
DemosAU,ONP FP,1.2486736827716847
DemosAU,OTH FP,0.7431961718395387
Freshwater,@TPP,1.1406878554507192
Freshwater,ALP FP,1.381353005324467
Freshwater,GRN FP,1.5539922872977385
Freshwater,LNP FP,0.6078938629026156
Freshwater,ONP FP,0.8927177396691066
Freshwater,OTH FP,0.44221765156276066
Redbridge,@TPP,1.1734222633986253
Redbridge,ALP FP,0.6737965066047888
Redbridge,GRN FP,0.960020760737198
Redbridge,LNP FP,1.4236489916268429
Redbridge,ONP FP,0.5777819810700566
Redbridge,OTH FP,1.2148258442461224
ResolvePM,@TPP,0.8895667132372413
ResolvePM,ALP FP,0.5747869504192552
ResolvePM,GRN FP,1.4523330149935627
ResolvePM,LNP FP,1.1238874213823915
ResolvePM,ONP FP,1.2363519638227376
ResolvePM,OTH FP,0.4616585636747484
SMS Morgan,@TPP,1.2554621037544154
SMS Morgan,ALP FP,0.7815923272871059
SMS Morgan,GRN FP,0.9235080887670768
SMS Morgan,LNP FP,0.7848007603852194
SMS Morgan,ONP FP,0.49879004683012673
SMS Morgan,OTH FP,0.9993073355064399
Wolf&Smith,@TPP,0.4
Wolf&Smith,ALP FP,0.4
Wolf&Smith,GRN FP,0.4
Wolf&Smith,LNP FP,0.4
Wolf&Smith,OTH FP,0.4
YouGov2,@TPP,1.211445459379626
YouGov2,ALP FP,1.2314957664517925
YouGov2,GRN FP,1.174187841992861
YouGov2,LNP FP,0.7638131398902386
YouGov2,ONP FP,0.8588758205826607
YouGov2,OTH FP,0.9117105841685392
Newspoll3,@TPP,1.310272856804943
Newspoll3,ALP FP,0.6838047168973589
Newspoll3,GRN FP,1.1252258791214436
Newspoll3,LNP FP,1.0663919584935433
Newspoll3,ONP FP,1.3537864375515196
Newspoll3,OTH FP,0.8078767152238262
