Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,60.949,59.05,61.0
F2F Morgan,60,56.271,54.372,57.5
F2F Morgan,115,57.363,55.464,58.0
F2F Morgan,185,56.04,54.141,57.5
Newspoll,197,54.253,56.134,nan
F2F Morgan,242,57.927,56.028,58.5
Newspoll,286,53.198,55.079,nan
F2F Morgan,301,59.27,57.371,59.0
F2F Morgan,364,57.043,55.144,58.5
Newspoll,378,53.748,55.628,nan
F2F Morgan,425,56.854,54.955,57.0
Newspoll,470,50.109,51.989,nan
F2F Morgan,486,57.656,55.757,59.0
F2F Morgan,548,59.8,57.901,60.5
Newspoll,562,53.703,55.584,nan
F2F Morgan,608,56.056,54.157,57.0
Newspoll,652,56.363,58.243,nan
F2F Morgan,669,62.247,60.348,62.5
F2F Morgan,730,57.391,55.797,58.0
Newspoll,744,55.308,56.907,nan
F2F Morgan,791,58.733,57.59,60.5
Newspoll,836,51.457,52.735,nan
F2F Morgan,852,59.534,58.507,61.0
F2F Morgan,906,59.527,58.501,61.5
Newspoll,913,59.0,60.278,nan
Newspoll,928,61.778,63.056,nan
