Firm,Day,@TPP,@TPP adj,@TPP reported
ResolvePM,1,57.994,57.821,nan
ResolvePM,60,57.691,57.518,nan
SMS Morgan,109,59.143,59.139,61.5
ResolvePM,121,60.69,60.517,nan
SMS Morgan,170,51.115,51.11,53.0
ResolvePM,182,58.006,57.833,nan
Redbridge,227,54.031,54.334,56.5
ResolvePM,243,55.732,55.559,nan
ResolvePM,304,54.931,54.758,nan
Redbridge,318,53.063,53.366,55.8
Redbridge,411,50.549,50.853,54.0
ResolvePM,402,51.489,51.316,nan
ResolvePM,458,48.454,48.281,nan
Redbridge,426,51.333,51.636,55.0
ResolvePM,514,48.062,47.889,nan
Redbridge,544,47.625,47.928,50.0
Wolf&Smith,565,46.752,46.874,48.0
ResolvePM,567,47.727,47.554,nan
Redbridge,608,47.07,47.374,49.0
Redbridge,663,46.202,46.506,49.0
ResolvePM,715,42.275,42.102,nan
DemosAU,778,45.787,46.59,48.0
ResolvePM,760,44.006,43.833,nan
Redbridge,791,46.131,46.434,49.0
Newspoll3,878,51.418,50.903,53.0
Redbridge,876,49.589,49.892,51.5
ResolvePM,913,50.633,50.46,nan
Redbridge,953,48.64,48.944,52.0
DemosAU,949,45.786,46.589,49.0
ResolvePM,944,49.355,49.182,nan
DemosAU,997,45.774,46.578,49.0
Newspoll3,1023,46.728,46.212,49.0
Freshwater,1027,47.544,47.061,50.0
ResolvePM,1005,44.739,44.566,nan
Redbridge,1035,45.516,45.819,50.0
DemosAU,1102,46.556,47.41,47.0
ResolvePM,1093,50.003,49.781,nan
SMS Morgan,1111,49.722,49.42,52.0
Freshwater,1117,48.95,48.681,50.0
Redbridge,1119,46.697,46.921,48.0
Freshwater,1145,48.004,47.824,48.0
ResolvePM,1155,46.952,46.661,nan
SMS Morgan,1178,48.966,48.386,51.0
Freshwater,1223,46.264,46.16,47.0
DemosAU,1225,44.573,45.494,45.0
ResolvePM,1217,47.863,47.557,nan
Redbridge,1239,47.477,47.644,46.0
ResolvePM,1252,48.353,48.047,nan
Newspoll3,1271,47.93,47.576,nan
Redbridge,1276,45.499,45.665,43.0
Freshwater,1279,46.486,46.382,48.0
SMS Morgan,1283,48.145,47.566,49.0
YouGov2,1244,46.667,46.705,46.2
DemosAU,1285,44.187,45.107,45.0
ResolvePM,1289,47.1,46.795,nan
