Firm,Day,@TPP,@TPP adj,@TPP reported
AGB McNair,1,57.336,55.824,nan
Newspoll,3,54.336,54.325,nan
F2F Morgan,7,55.637,54.847,nan
Newspoll,17,54.13,54.119,nan
AGB McNair,19,55.733,54.221,nan
F2F Morgan,21,54.336,53.545,nan
AGB McNair,29,56.733,55.221,nan
Newspoll,31,55.733,55.722,nan
F2F Morgan,35,54.497,53.706,54.5
AGB McNair,42,55.542,54.03,nan
Newspoll,45,55.527,55.516,nan
F2F Morgan,49,51.67,50.879,51.5
AGB McNair,56,54.733,53.221,nan
Newspoll,59,50.527,50.516,nan
F2F Morgan,63,52.207,51.416,51.0
AGB McNair,70,53.939,52.427,nan
Newspoll,73,51.733,51.722,nan
F2F Morgan,77,52.107,51.316,51.5
AGB McNair,84,54.939,53.427,nan
Newspoll,87,51.13,51.119,nan
F2F Morgan,91,53.705,52.914,52.5
AGB McNair,98,54.939,53.427,nan
Newspoll,101,50.733,50.722,nan
F2F Morgan,105,52.107,51.316,51.5
AGB McNair,112,53.939,52.427,nan
Newspoll,115,46.527,46.516,nan
F2F Morgan,119,50.024,49.233,49.5
AGB McNair,126,53.542,52.03,nan
Newspoll,129,50.336,50.325,nan
F2F Morgan,133,49.288,48.497,49.0
AGB McNair,139,50.145,48.633,nan
Newspoll,143,48.939,48.928,nan
F2F Morgan,147,47.983,47.192,47.5
AGB McNair,153,48.145,46.633,nan
Newspoll,157,40.145,40.134,nan
F2F Morgan,157,44.382,43.592,43.0
AGB McNair,168,46.954,45.442,nan
F2F Morgan,168,44.089,43.298,42.5
Newspoll,171,43.351,43.34,nan
AGB McNair,182,48.16,46.648,nan
F2F Morgan,182,43.05,42.259,42.0
Newspoll,185,45.145,45.134,nan
Newspoll,192,43.336,43.325,nan
AGB McNair,196,48.557,47.045,nan
F2F Morgan,196,44.729,43.939,44.0
Newspoll,206,46.145,46.134,nan
AGB McNair,210,46.351,44.839,nan
F2F Morgan,210,44.592,43.801,44.0
Newspoll,220,44.939,44.928,nan
AGB McNair,224,48.748,47.236,nan
F2F Morgan,224,46.748,45.957,45.0
Newspoll,234,44.336,44.325,nan
AGB McNair,238,49.748,48.236,nan
F2F Morgan,238,45.077,44.286,44.0
Newspoll,248,46.939,46.928,nan
AGB McNair,252,50.145,48.633,nan
F2F Morgan,252,47.36,46.569,46.5
Newspoll,262,47.542,47.531,nan
F2F Morgan,266,48.056,47.265,46.5
AGB McNair,269,48.351,46.839,nan
Newspoll,276,47.542,47.531,nan
AGB McNair,294,47.145,45.633,nan
F2F Morgan,301,48.542,47.751,46.5
Newspoll,304,45.336,45.325,nan
AGB McNair,304,50.939,49.427,nan
F2F Morgan,315,49.336,48.545,48.0
Newspoll,318,48.336,48.325,nan
AGB McNair,322,49.542,48.03,nan
F2F Morgan,329,49.24,48.45,48.0
Newspoll,332,48.13,48.119,nan
AGB McNair,336,50.145,48.633,nan
F2F Morgan,343,48.344,47.553,46.5
Newspoll,346,49.336,49.325,nan
AGB McNair,350,51.351,49.839,nan
F2F Morgan,357,47.844,47.053,46.5
Newspoll,360,52.939,52.928,nan
AGB McNair,364,52.145,50.633,nan
F2F Morgan,371,50.446,49.656,49.5
Newspoll,374,49.13,49.119,nan
AGB McNair,378,52.542,51.03,nan
F2F Morgan,385,49.645,48.854,48.0
AGB McNair,392,54.145,52.633,nan
Newspoll,395,48.336,48.325,nan
F2F Morgan,399,51.344,50.553,50.5
AGB McNair,406,52.748,51.236,nan
Newspoll,409,50.939,50.928,nan
F2F Morgan,413,52.645,51.854,52.0
AGB McNair,420,53.542,52.03,nan
Newspoll,423,52.13,52.119,nan
F2F Morgan,427,52.741,51.95,51.0
AGB McNair,434,51.939,50.427,nan
Newspoll,437,46.321,46.31,nan
F2F Morgan,438,50.534,49.744,50.0
AGB McNair,448,48.939,47.427,nan
F2F Morgan,448,48.336,47.545,47.0
Newspoll,451,47.13,47.119,nan
AGB McNair,462,47.336,45.824,nan
F2F Morgan,462,49.034,48.244,48.0
