Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,58.986,57.746,nan
Newspoll,90,61.965,60.724,nan
Newspoll,182,55.711,54.47,nan
Newspoll,274,53.635,52.395,nan
Newspoll,366,55.711,54.47,nan
Newspoll,455,58.822,57.582,nan
Newspoll,547,56.392,55.152,nan
Newspoll,639,57.755,56.515,nan
Newspoll,731,53.715,52.475,nan
Newspoll,821,51.971,50.73,nan
Newspoll,913,54.312,53.072,nan
Newspoll,1005,50.14,48.899,nan
Newspoll,1097,51.266,50.026,nan
Newspoll,1186,54.834,53.594,nan
Newspoll,1278,55.141,53.901,nan
Newspoll,1377,47.168,45.928,nan
