Firm,Day,ALP TPP,ALP TPP adj
F2F Morgan,1,53.181309787095245,51.70874035639873
Newspoll,4,50.692,50.76936179355394
Nielsen,11,51.05613996504419,50.97877876801093
F2F Morgan,15,52.117790798540675,50.64522136784416
Newspoll,18,50.856,50.93336179355394
Newspoll,32,52.400000000000006,52.477361793553946
Nielsen,39,52.97542131797615,52.898060120942894
F2F Morgan,43,53.887420155307545,52.41485072461103
Newspoll,46,46.148,46.225361793553944
F2F Morgan,57,50.68871695524124,49.21614752454472
Newspoll,67,50.944,51.02136179355394
Nielsen,67,50.641630264036095,50.56426906700284
Newspoll,81,50.148,50.225361793553944
F2F Morgan,81,51.80454808361411,50.33197865291759
F2F Morgan,88,53.68493344309947,52.21236401240295
Nielsen,95,49.48307035667166,49.405709159638405
Newspoll,95,49.896,49.97336179355394
F2F Morgan,99,51.57157170618654,50.09900227549002
Galaxy,102,48.40010187279024,48.8416416427361
Morgan Phone,105,51.16071833528768,50.90840521308122
Newspoll,109,48.692,48.76936179355394
F2F Morgan,113,53.188,51.715430569303486
Galaxy,116,45.863600119911084,46.305139889856946
Newspoll,123,52.06,52.13736179355394
Nielsen,123,53.392,53.31463880296675
F2F Morgan,127,54.208,52.73543056930348
Galaxy,130,49.34893186862536,49.79047163857122
Galaxy,136,47.981930501091405,48.42347027103727
Newspoll,137,49.604,49.68136179355394
F2F Morgan,141,53.68336262658245,52.210793195885934
Newspoll,144,49.276,49.353361793553944
Nielsen,144,49.112,49.03463880296675
Newspoll,151,48.236000000000004,48.313361793553945
Nielsen,155,47.6243270505176,47.546965853484345
Morgan Phone,156,51.25919584198511,51.006882719778645
Newspoll,158,50.44,50.51736179355394
Galaxy,158,48.536704445460025,48.97824421540589
F2F Morgan,160,50.52303858248987,49.05046915179335
Morgan Phone,162,48.28706381686091,48.03475069465444
Newspoll,165,49.896,49.97336179355394
F2F Morgan,165,49.05036446344716,47.57779503275064
Morgan Phone,169,47.77324159483566,47.520928472629194
Nielsen,172,48.04289809392263,47.965536896889375
Newspoll,172,47.984,48.06136179355394
F2F Morgan,172,49.79289809392263,48.320328663226114
Galaxy,172,48.04289809392263,48.48443786386849
Newspoll,178,48.44,48.51736179355394
Nielsen,178,47.03573849907715,46.95837730204389
Galaxy,178,48.03573849907715,48.47727826902301
