Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll2,37,47.465,46.861,47.0
Newspoll2,58,48.808,48.204,49.0
Newspoll2,78,48.958,48.354,49.0
Newspoll2,100,48.643,48.039,49.0
Newspoll2,121,48.65,48.045,49.0
Newspoll2,142,50.184,49.579,50.0
Newspoll2,155,49.026,48.421,49.0
Newspoll2,169,48.214,47.61,48.0
Newspoll2,204,51.207,50.603,51.0
Newspoll2,225,52.05,51.446,52.0
ANU,220,53.506,52.476,51.5
Essential,204,52.077,51.397,52.128
Essential,218,51.033,50.353,52.128
Essential,232,53.511,52.831,53.261
Essential,246,51.691,51.012,51.613
Newspoll2,246,51.557,50.953,51.0
Morgan multi-mode,258,52.676,52.402,53.0
Essential,261,50.323,49.643,50.538
Newspoll2,267,51.214,50.61,51.0
Essential,275,51.363,50.683,52.174
Essential,282,50.639,49.96,50.549
Newspoll2,287,49.363,48.759,49.0
Essential,289,52.468,51.789,51.087
Essential,296,50.998,50.318,50.538
Essential,303,48.319,47.64,47.312
Morgan multi-mode,307,47.942,47.668,48.5
Newspoll2,309,50.683,50.078,50.0
Essential,310,49.564,48.884,48.387
Essential,317,50.637,49.958,51.087
Essential,324,46.996,46.316,46.237
Newspoll2,330,48.632,48.028,49.0
Essential,331,50.488,49.808,50.0
Morgan multi-mode,335,47.131,46.857,47.5
Essential,338,49.733,49.054,50.538
Essential,345,48.717,48.037,48.936
Newspoll2,351,49.138,48.534,49.0
Essential,354,48.659,47.979,48.913
Essential,361,50.495,49.815,50.0
Morgan multi-mode,363,48.667,48.393,49.5
Essential,368,49.192,48.513,48.936
Newspoll2,371,49.508,48.904,49.0
Essential,375,49.137,48.458,48.913
Essential,387,51.195,50.515,50.549
Newspoll2,393,47.567,46.962,47.0
Morgan multi-mode,391,48.124,47.85,48.5
Essential,401,50.833,50.153,51.087
Newspoll2,414,47.933,47.328,48.0
Essential,415,50.461,49.782,48.9
Morgan multi-mode,419,46.306,46.032,46.0
Essential,429,50.287,49.607,48.9
Newspoll2,435,50.47,49.865,50.0
Essential,443,49.397,48.717,51.1
Newspoll2,456,48.769,48.165,49.0
Essential,457,47.341,46.661,46.2
Essential,471,49.416,48.737,49.5
Newspoll2,477,47.959,47.355,48.0
Essential,478,48.788,48.108,48.4
Essential,485,50.288,49.609,48.4
Morgan multi-mode,489,48.884,48.61,49.5
Newspoll2,505,49.017,48.413,49.0
Morgan multi-mode,517,49.177,48.903,49.5
Newspoll2,526,49.66,49.056,49.0
Essential,499,50.451,49.771,51.1
Essential,513,50.765,50.086,51.0
Essential,527,50.833,50.153,46.7
Essential,541,51.044,50.364,50.5
Essential,576,49.022,48.342,48.4
Newspoll2,589,49.574,48.969,50.0
Essential,590,51.727,51.048,51.6
Morgan multi-mode,601,50.712,50.438,50.5
Newspoll2,610,50.066,49.462,50.0
Newspoll2,631,52.596,51.992,52.0
Morgan multi-mode,629,50.227,49.953,50.5
Newspoll2,645,52.126,51.521,52.0
ResolvePM,667,50.37,51.014,nan
Newspoll2,673,51.186,50.582,51.0
Newspoll2,695,51.009,50.405,51.0
ResolvePM,694,51.529,52.173,nan
Newspoll2,715,50.541,49.937,50.0
Morgan multi-mode,713,50.956,50.682,51.0
ResolvePM,722,50.729,51.373,nan
Morgan multi-mode,727,49.78,49.506,50.5
Newspoll2,736,51.023,50.419,51.0
Newspoll2,757,52.654,52.05,53.0
ResolvePM,756,51.658,52.302,nan
Essential,603,49.778,49.099,50.0
Essential,617,50.676,49.996,51.613
Essential,631,50.298,49.618,50.0
Essential,645,50.649,49.97,50.538
Essential,659,52.247,51.568,51.613
Essential,673,50.096,49.416,50.0
Essential,687,51.549,50.87,52.174
Essential,701,51.911,51.231,52.174
Essential,715,51.171,50.491,52.174
Essential,729,51.701,51.021,51.087
Essential,743,51.586,50.906,52.174
Essential,757,52.076,51.397,51.087
Morgan multi-mode,755,52.147,51.873,52.5
Morgan multi-mode,769,53.493,53.219,53.5
Newspoll2,778,52.994,52.39,53.0
Morgan multi-mode,783,53.406,53.132,54.0
ResolvePM,791,49.471,50.116,nan
Newspoll2,799,54.648,54.043,54.0
Morgan multi-mode,797,53.627,53.353,54.5
Morgan multi-mode,811,51.758,51.484,52.5
Newspoll2,820,53.034,52.429,53.0
ResolvePM,819,48.35,48.994,nan
Morgan multi-mode,825,53.267,52.963,54.0
Newspoll2,834,53.012,52.396,53.0
Morgan multi-mode,839,52.253,51.846,53.0
Newspoll2,855,54.283,53.647,54.0
ResolvePM,856,51.322,51.823,nan
Morgan multi-mode,853,52.759,52.25,54.0
Essential,771,50.833,50.153,51.087
Essential,785,52.107,51.427,51.087
Essential,799,51.691,51.012,51.613
Essential,813,49.611,48.931,50.0
Essential,827,51.37,50.79,51.064
Essential,841,53.459,53.112,50.549
Essential,855,51.896,51.782,52.688
Morgan multi-mode,867,52.264,51.653,53.5
Newspoll2,876,53.514,52.859,53.0
ResolvePM,884,49.302,49.684,nan
Essential,869,51.398,51.517,51.111
Essential,883,52.063,52.415,51.613
Morgan multi-mode,881,53.131,52.417,55.5
Newspoll2,897,53.592,52.917,53.0
Morgan multi-mode,895,54.279,53.462,56.5
Morgan multi-mode,909,54.439,53.519,55.5
ResolvePM,940,53.331,53.476,nan
Morgan multi-mode,935,54.774,53.663,56.0
Newspoll2,952,56.258,55.541,56.0
Morgan multi-mode,949,55.307,54.152,56.5
Essential,895,51.172,51.725,51.087
Essential,902,52.315,52.968,52.174
Essential,944,52.475,53.794,53.763
Essential,958,51.212,52.53,50.538
Newspoll2,967,55.312,54.596,55.0
Morgan multi-mode,963,55.799,54.644,57.0
Essential,972,53.518,54.837,52.128
ResolvePM,976,53.365,53.502,nan
Newspoll2,981,54.994,54.278,55.0
Morgan multi-mode,975,55.954,54.799,56.5
Morgan multi-mode,983,54.958,53.803,56.5
Essential,986,52.121,53.439,52.688
Newspoll2,995,54.837,54.121,55.0
Morgan multi-mode,992,54.944,53.789,56.0
Morgan multi-mode,1001,56.716,55.561,58.0
Essential,1000,52.457,53.775,52.174
ANU,576,50.759,49.728,nan
ANU,972,56.625,55.656,nan
Morgan multi-mode,1008,54.793,53.639,55.5
Newspoll2,1016,53.481,52.765,54.0
Ipsos,1016,54.951,53.794,54.839
Morgan multi-mode,1015,56.293,55.138,57.0
Essential,1014,51.883,53.202,52.632
ResolvePM,1016,54.969,55.106,nan
Newspoll2,1023,52.83,52.114,53.0
Morgan multi-mode,1022,54.976,53.821,57.0
ResolvePM,1029,52.002,52.139,nan
Newspoll2,1031,53.315,52.599,53.0
Morgan multi-mode,1029,53.514,52.359,55.0
Essential,1028,51.039,52.357,50.538
Ipsos,1037,54.249,53.092,54.348
Newspoll2,1037,53.145,52.429,53.0
Morgan multi-mode,1036,52.884,51.729,54.5
ResolvePM2,1043,53.971,53.62,54.0
Newspoll2,1044,53.32,52.604,53.0
Morgan multi-mode,1043,53.77,52.615,55.5
Essential,1042,51.923,53.241,52.128
Ipsos,1051,56.415,55.258,56.522
Newspoll2,1051,54.32,53.604,54.0
Morgan multi-mode,1050,54.364,53.21,54.5
Newspoll2,1057,53.826,53.11,54.0
Morgan multi-mode,1057,53.625,52.47,53.0
ResolvePM2,1060,51.678,51.327,52.0
Essential,1059,51.583,52.901,51.064
Ipsos,1062,53.629,52.471,53.0
Newspoll2,1061,53.314,52.598,53.0
