Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,47.417,45.785,47.5
F2F Morgan,23,49.783,48.151,49.5
F2F Morgan,36,49.725,48.093,49.5
Newspoll,39,47.368,47.999,47.0
F2F Morgan,50,47.129,45.497,47.0
Newspoll,53,44.868,45.499,45.0
F2F Morgan,64,48.033,46.401,47.5
Newspoll,67,47.926,48.557,48.0
F2F Morgan,92,46.917,45.285,47.0
Nielsen,102,43.227,42.593,43.0
Newspoll,102,47.176,47.807,47.0
F2F Morgan,106,48.542,46.91,48.5
Newspoll,116,45.926,46.557,46.0
F2F Morgan,120,48.629,46.997,48.0
Nielsen,123,46.934,46.301,48.0
Newspoll,130,46.926,47.557,47.0
F2F Morgan,134,48.216,46.584,48.0
Newspoll,144,47.343,47.974,48.0
F2F Morgan,145,51.187,49.555,52.0
Nielsen,151,51.966,51.332,52.0
F2F Morgan,152,48.937,47.305,48.0
Newspoll,158,45.81,46.441,46.0
F2F Morgan,162,49.542,47.91,49.5
Newspoll,172,50.002,50.633,51.0
F2F Morgan,176,53.321,51.689,53.0
Nielsen,179,50.652,50.019,52.0
Newspoll,186,48.002,48.633,49.0
F2F Morgan,190,51.167,49.535,51.0
Newspoll,200,47.368,47.999,48.0
F2F Morgan,204,52.379,50.747,52.0
Nielsen,207,50.652,50.019,51.0
Newspoll,214,48.926,49.557,49.0
F2F Morgan,215,51.1,49.468,50.5
F2F Morgan,225,48.917,47.285,48.5
Newspoll,228,46.002,46.633,47.0
Nielsen,235,49.3,48.666,49.0
F2F Morgan,239,49.859,48.227,50.0
Newspoll,249,48.06,48.691,49.0
F2F Morgan,253,51.071,49.439,50.5
Nielsen,263,53.247,52.614,54.0
Newspoll,263,48.81,49.441,50.0
F2F Morgan,267,50.859,49.227,51.0
Newspoll,277,48.002,48.633,49.0
Nielsen,291,50.462,49.829,52.0
Newspoll,291,51.176,51.807,51.0
F2F Morgan,295,52.138,50.506,48.5
Newspoll,305,47.282,47.913,48.0
F2F Morgan,309,53.147,51.515,53.5
Nielsen,319,48.6,47.966,50.0
Newspoll,319,50.252,50.883,51.0
F2F Morgan,323,48.609,46.977,48.5
Newspoll,333,50.502,51.133,51.0
F2F Morgan,334,52.56,50.928,53.0
F2F Morgan,341,47.763,46.131,47.5
Nielsen,347,48.443,47.809,49.0
Newspoll,347,46.752,47.383,47.0
F2F Morgan,351,50.513,48.881,50.5
Newspoll,361,48.502,49.133,49.0
F2F Morgan,365,53.292,51.66,53.0
Nielsen,375,49.09,48.456,52.0
Newspoll,375,53.56,54.191,54.0
F2F Morgan,379,53.417,51.785,53.0
Newspoll,389,50.868,51.499,51.0
F2F Morgan,390,54.754,53.122,54.0
F2F Morgan,396,49.571,47.939,49.0
Nielsen,403,55.488,54.855,58.0
