Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,48.539,47.872,51.0
Newspoll,4,46.562,47.367,nan
F2F Morgan,15,51.408,50.741,54.5
Newspoll,18,52.161,52.966,nan
F2F Morgan,29,49.422,48.755,52.5
Newspoll,32,48.095,48.9,nan
F2F Morgan,43,51.857,51.19,55.0
Newspoll,46,48.562,49.367,nan
Quadrant,52,55.963,54.726,nan
F2F Morgan,57,48.739,48.072,52.0
Newspoll,60,46.628,47.433,nan
F2F Morgan,92,50.398,49.731,54.0
Newspoll,95,46.095,46.9,nan
F2F Morgan,106,50.143,49.476,53.5
Newspoll,109,47.562,48.367,nan
F2F Morgan,120,48.685,48.018,52.0
Newspoll,123,48.496,49.301,nan
F2F Morgan,134,48.005,47.338,51.0
Nielsen,136,47.694,47.679,49.0
Newspoll,137,47.496,48.301,nan
F2F Morgan,148,51.173,50.506,55.5
Newspoll,151,50.562,51.367,nan
F2F Morgan,162,50.398,49.731,54.0
Newspoll,165,50.562,51.367,nan
F2F Morgan,176,50.939,50.272,55.0
Newspoll,179,49.562,50.367,nan
Nielsen,179,49.796,49.781,51.0
F2F Morgan,190,51.833,51.166,55.0
Newspoll,200,51.628,52.433,nan
F2F Morgan,204,52.563,51.896,56.5
Newspoll,214,50.496,51.301,nan
Nielsen,214,51.249,51.234,53.0
F2F Morgan,218,51.664,50.998,54.0
Newspoll,228,52.095,52.9,nan
F2F Morgan,232,49.472,48.805,52.0
Nielsen,234,51.227,51.212,52.0
F2F Morgan,246,51.85,51.183,54.5
Newspoll,249,51.095,51.9,nan
F2F Morgan,260,48.733,48.066,53.5
Newspoll,263,46.562,47.367,nan
F2F Morgan,274,48.515,47.848,51.5
Newspoll,277,51.562,52.367,nan
Nielsen,277,48.76,48.745,50.0
F2F Morgan,288,50.159,49.492,53.5
Newspoll,291,49.562,50.367,nan
F2F Morgan,302,47.782,47.115,50.5
F2F Morgan,302,47.547,46.88,50.0
Newspoll,305,49.562,50.367,nan
Nielsen,305,50.721,50.706,51.0
F2F Morgan,316,50.832,50.165,54.5
Newspoll,319,45.628,46.433,nan
F2F Morgan,330,49.261,48.594,51.5
Newspoll,333,47.562,48.367,nan
F2F Morgan,344,49.756,49.089,52.5
Newspoll,347,48.562,49.367,nan
F2F Morgan,358,49.981,49.314,51.5
Newspoll,361,48.562,49.367,nan
Nielsen,361,49.161,49.146,51.0
F2F Morgan,372,50.191,49.524,53.0
Newspoll,375,51.562,52.367,nan
F2F Morgan,386,49.692,49.025,51.0
Newspoll,389,48.496,49.301,nan
F2F Morgan,400,50.432,49.765,53.5
Newspoll,403,49.029,49.834,nan
F2F Morgan,414,50.322,49.655,52.5
Newspoll,417,48.43,49.235,nan
Nielsen,417,49.694,49.679,51.0
F2F Morgan,428,52.365,51.698,55.5
Newspoll,431,49.43,50.235,nan
F2F Morgan,456,52.527,51.86,56.0
Newspoll,466,51.496,52.301,nan
F2F Morgan,470,53.236,52.569,56.5
Newspoll,480,52.562,53.367,nan
F2F Morgan,484,53.814,53.147,57.5
Nielsen,487,53.697,53.682,55.0
Newspoll,494,50.496,51.301,nan
F2F Morgan,495,53.782,53.115,56.5
F2F Morgan,502,51.587,50.92,55.0
Newspoll,508,47.963,48.768,nan
F2F Morgan,512,52.79,52.123,56.5
Newspoll,522,51.095,51.9,nan
F2F Morgan,526,51.688,51.021,54.5
Nielsen,529,51.694,51.679,54.0
Newspoll,536,52.029,52.834,nan
F2F Morgan,540,54.075,53.408,57.0
Newspoll,550,50.029,50.834,nan
F2F Morgan,554,53.105,52.438,56.5
Newspoll,564,52.628,53.433,nan
F2F Morgan,507,54.329,53.662,57.5
Newspoll,578,49.496,50.301,nan
F2F Morgan,582,54.366,53.699,57.5
Nielsen,585,51.628,51.613,53.0
Newspoll,592,52.161,52.966,nan
F2F Morgan,596,55.078,54.411,58.5
F2F Morgan,610,56.229,55.563,60.0
Newspoll,613,54.562,55.367,nan
F2F Morgan,624,54.908,54.241,58.5
Newspoll,627,52.496,53.301,nan
F2F Morgan,635,53.363,52.696,55.5
F2F Morgan,641,49.919,49.252,nan
Newspoll,641,50.496,51.301,nan
Nielsen,641,50.161,50.146,51.0
F2F Morgan,642,49.919,49.252,54.0
F2F Morgan,652,52.088,51.421,55.5
Newspoll,655,50.496,51.301,nan
F2F Morgan,655,52.088,51.421,nan
F2F Morgan,666,48.951,48.284,52.0
Newspoll,669,49.562,50.367,nan
Nielsen,669,52.76,52.745,53.0
F2F Morgan,680,52.197,51.53,55.0
Newspoll,683,50.496,51.301,nan
F2F Morgan,694,53.782,53.115,56.5
Newspoll,697,53.029,53.834,nan
Newspoll,711,50.496,51.301,nan
Nielsen,711,53.229,53.214,54.0
F2F Morgan,750,54.366,53.699,57.5
F2F Morgan,722,53.525,52.858,56.5
Newspoll,725,52.095,52.9,nan
F2F Morgan,764,52.622,51.955,55.5
F2F Morgan,737,53.137,52.47,57.0
Newspoll,739,50.095,50.9,nan
F2F Morgan,708,51.624,50.957,56.0
Newspoll,753,53.095,53.9,nan
Nielsen,753,51.776,51.761,51.0
Newspoll,767,48.095,48.9,nan
F2F Morgan,778,52.133,51.466,55.0
Newspoll,781,49.161,49.966,nan
F2F Morgan,792,52.845,52.178,56.0
Newspoll,795,51.562,52.367,nan
F2F Morgan,820,54.491,53.824,57.5
Newspoll,830,49.562,50.367,nan
F2F Morgan,834,50.432,49.765,54.0
F2F Morgan,848,52.689,52.023,57.0
Newspoll,851,54.562,55.367,nan
Nielsen,851,54.826,54.811,56.0
F2F Morgan,862,58.313,57.646,63.0
Newspoll,865,53.76,54.565,nan
F2F Morgan,876,57.665,56.998,61.5
Newspoll,879,57.161,57.966,nan
Nielsen,879,52.091,52.076,59.0
F2F Morgan,890,57.101,56.367,60.0
Newspoll,893,55.161,55.989,nan
F2F Morgan,904,55.982,55.129,59.5
Newspoll,907,53.293,54.148,nan
Nielsen,907,58.359,58.4,60.0
F2F Morgan,918,55.735,54.763,59.5
Newspoll,921,52.76,53.641,nan
F2F Morgan,932,55.27,54.18,59.5
Newspoll,935,55.76,56.668,nan
Nielsen,935,54.446,54.548,56.0
F2F Morgan,946,57.148,55.939,61.0
Newspoll,949,51.227,52.162,nan
Newspoll,956,50.227,51.173,nan
Nielsen,956,55.359,55.505,57.0
F2F Morgan,957,54.987,53.677,57.0
Newspoll,963,54.227,55.189,nan
F2F Morgan,964,56.97,55.61,60.0
F2F Morgan,974,54.171,52.726,57.0
Newspoll,977,49.161,50.15,nan
