Firm,Day,@TPP,@TPP adj,@TPP reported
Advertiser,1,46.829,47.774,46.0
Advertiser,122,47.321,48.267,46.0
Newspoll,141,47.2,46.647,44.0
Advertiser,188,40.179,41.124,40.0
Newspoll,215,48.67,48.117,46.0
Advertiser,255,39.376,40.321,40.0
Advertiser,307,47.158,48.103,46.0
Advertiser,400,50.192,51.137,49.0
Newspoll,415,48.518,47.966,48.0
Newspoll,491,50.179,49.626,48.0
Newspoll,673,45.118,44.566,43.0
Advertiser,686,45.699,46.644,47.0
Newspoll,765,50.69,50.138,49.0
Advertiser,882,39.679,40.624,41.0
Newspoll,885,47.409,46.856,46.0
Newspoll,946,46.409,45.856,44.0
Galaxy,1127,48.279,48.208,46.0
Newspoll,1130,49.288,48.93,47.0
Galaxy,1219,46.448,46.378,45.0
Newspoll,1231,46.858,46.499,46.0
Newspoll,1247,48.988,48.63,47.7
