Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan Phone,1,44.118,43.37,44.5
Morgan Phone,31,42.494,41.746,43.0
Morgan Phone,62,49.241,48.493,50.0
AGB McNair,69,42.039,42.526,43.0
Newspoll,109,43.49,43.744,nan
Newspoll,170,39.49,39.744,nan
Newspoll,231,41.039,41.293,nan
Newspoll,293,43.588,43.842,nan
Newspoll,352,41.588,41.842,nan
Newspoll,413,45.49,45.744,nan
Newspoll,474,44.941,45.195,nan
Quadrant,514,48.49,48.098,nan
Newspoll,535,41.588,41.842,nan
Newspoll,596,49.039,49.293,nan
Taverner,613,56.392,54.989,nan
Newspoll,658,50.039,50.293,nan
Newspoll,717,53.137,53.391,nan
Newspoll,778,51.686,51.94,nan
Nielsen,797,48.359,50.127,50.0
F2F Morgan,822,52.259,52.222,54.0
Newspoll,839,51.686,51.94,nan
Nielsen,839,46.288,48.055,48.0
F2F Morgan,854,50.588,50.551,52.5
F2F Morgan,885,48.665,48.628,49.5
Newspoll,900,48.941,49.195,nan
F2F Morgan,913,46.297,46.26,47.5
F2F Morgan,945,50.854,50.817,52.0
Newspoll,961,48.588,48.842,nan
F2F Morgan,973,44.054,44.017,45.5
F2F Morgan,1011,47.885,47.848,49.5
Newspoll,1023,44.941,45.195,nan
F2F Morgan,1039,46.01,45.837,47.5
Nielsen,1050,45.137,46.925,46.0
F2F Morgan,1060,46.068,45.797,48.0
F2F Morgan,1078,43.942,43.584,47.0
Newspoll,1082,45.392,45.647,nan
F2F Morgan,1099,47.08,46.614,48.5
Nielsen,1101,44.588,46.405,46.0
F2F Morgan,1126,46.881,46.289,48.5
Newspoll,1143,43.941,44.197,nan
F2F Morgan,1158,48.632,48.01,50.0
Nielsen,1167,44.168,46.001,45.0
F2F Morgan,1186,47.401,46.78,49.0
Newspoll,1204,45.49,45.746,nan
F2F Morgan,1214,48.256,47.635,50.0
Nielsen,1217,45.588,47.421,47.0
Quadrant,1228,45.843,45.897,46.0
Nielsen,1230,42.392,44.225,42.0
Morgan Phone,1239,48.292,47.984,50.0
Nielsen,1249,45.49,47.323,46.0
Newspoll,1250,50.392,50.648,51.0
Morgan Phone,1250,48.843,48.535,49.5
Morgan Phone,1252,48.843,48.535,49.5
