Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,43.84,44.965,nan
Newspoll,93,44.32,45.445,nan
Newspoll,185,44.4,45.525,nan
Newspoll,277,48.36,49.485,nan
Newspoll,366,47.8,48.925,nan
F2F Morgan,446,51.101,50.093,53.5
Newspoll,458,49.8,50.925,nan
F2F Morgan,505,51.005,49.997,52.0
Newspoll,550,47.92,49.045,nan
F2F Morgan,560,51.75,50.742,54.5
F2F Morgan,630,50.363,49.354,53.0
Newspoll,642,46.44,47.565,nan
F2F Morgan,687,50.438,49.429,52.5
Newspoll,731,48.4,49.525,nan
F2F Morgan,746,50.333,49.325,52.0
F2F Morgan,809,49.604,48.596,51.0
Newspoll,823,49.36,50.485,nan
F2F Morgan,870,50.611,49.602,51.0
Newspoll,915,51.429,52.554,nan
F2F Morgan,931,52.153,51.145,54.5
F2F Morgan,993,55.188,54.179,58.0
Westpoll,997,58.99,58.341,nan
Newspoll,1007,50.04,51.166,nan
Westpoll,1026,53.434,52.786,nan
F2F Morgan,1053,52.366,51.358,52.5
Westpoll,1057,53.34,52.691,nan
Westpoll,1091,49.838,49.19,nan
Newspoll,1097,48.469,49.595,nan
F2F Morgan,1114,54.964,53.955,57.5
Westpoll,1120,56.592,55.943,nan
Westpoll,1148,50.294,49.699,nan
F2F Morgan,1175,52.938,52.157,56.0
Newspoll,1189,51.072,51.974,nan
F2F Morgan,1236,49.541,49.034,52.0
Westpoll,1240,53.5,53.131,nan
Westpoll,1274,55.888,55.534,55.0
Newspoll,1281,49.642,50.348,nan
F2F Morgan,1297,55.161,54.7,56.0
Westpoll,1343,46.763,46.409,48.0
Westpoll,1359,52.881,52.527,nan
Newspoll,1366,50.355,51.06,49.5
