Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,52.11,50.763,nan
F2F Morgan,15,54.509,53.162,nan
Newspoll,22,55.11,53.653,nan
F2F Morgan,29,52.11,50.763,nan
F2F Morgan,43,51.11,49.763,nan
F2F Morgan,57,51.11,49.763,nan
Newspoll,60,54.312,52.855,nan
F2F Morgan,71,53.11,51.763,nan
Newspoll,81,52.312,50.855,nan
F2F Morgan,85,51.711,50.364,nan
F2F Morgan,99,52.11,50.763,nan
Newspoll,106,52.512,51.054,nan
F2F Morgan,113,51.711,50.364,nan
Newspoll,127,51.711,50.254,nan
F2F Morgan,127,52.11,50.763,nan
Newspoll,141,52.312,50.855,nan
F2F Morgan,141,54.11,52.763,nan
F2F Morgan,176,53.711,52.364,nan
F2F Morgan,190,50.711,49.364,nan
F2F Morgan,204,50.509,49.162,nan
Newspoll,214,50.711,49.254,nan
F2F Morgan,218,47.711,46.364,nan
F2F Morgan,232,50.312,48.965,nan
Newspoll,242,46.514,45.057,nan
F2F Morgan,246,47.711,46.364,nan
F2F Morgan,260,47.913,46.566,nan
Newspoll,274,49.312,47.855,nan
F2F Morgan,274,48.312,46.965,nan
F2F Morgan,288,49.711,48.364,nan
F2F Morgan,302,50.711,49.364,nan
Newspoll,312,49.312,47.855,nan
F2F Morgan,316,51.711,50.364,nan
F2F Morgan,330,49.711,48.364,nan
Newspoll,333,51.312,49.855,nan
F2F Morgan,344,52.711,51.364,nan
Saulwick,348,54.317,52.021,nan
F2F Morgan,358,51.711,50.364,nan
Newspoll,361,51.514,50.057,nan
F2F Morgan,372,51.211,49.864,nan
Saulwick,379,52.514,50.218,nan
Newspoll,386,51.11,49.653,nan
F2F Morgan,386,53.711,52.364,nan
F2F Morgan,400,53.81,52.462,nan
Saulwick,410,55.755,53.46,nan
F2F Morgan,414,51.711,50.364,nan
Newspoll,424,51.312,49.855,nan
F2F Morgan,428,53.91,52.563,nan
Saulwick,441,52.716,50.42,nan
F2F Morgan,442,50.408,49.061,nan
Newspoll,452,52.11,50.653,nan
F2F Morgan,456,49.908,48.561,nan
F2F Morgan,470,50.11,48.763,nan
Newspoll,480,51.312,49.855,nan
F2F Morgan,484,53.11,51.763,nan
F2F Morgan,498,53.708,52.361,nan
Newspoll,505,51.711,50.254,nan
F2F Morgan,512,51.11,49.763,nan
F2F Morgan,540,51.11,49.763,nan
F2F Morgan,554,52.11,50.763,nan
F2F Morgan,568,51.711,50.364,nan
Newspoll,571,52.913,51.456,nan
F2F Morgan,582,50.711,49.364,nan
F2F Morgan,596,49.913,48.566,nan
Newspoll,599,50.913,49.456,nan
F2F Morgan,610,49.312,47.965,nan
F2F Morgan,624,50.413,49.066,nan
Newspoll,635,51.115,49.658,nan
F2F Morgan,638,50.913,49.566,nan
F2F Morgan,652,49.913,48.566,nan
Newspoll,655,55.11,53.653,nan
F2F Morgan,661,49.913,48.566,nan
F2F Morgan,663,51.312,49.965,nan
Newspoll,669,49.115,47.658,nan
F2F Morgan,670,52.115,50.768,nan
F2F Morgan,680,50.317,48.97,nan
Newspoll,690,48.716,47.259,nan
F2F Morgan,694,50.716,49.369,nan
Newspoll,704,49.716,48.259,nan
F2F Morgan,708,50.615,49.268,nan
F2F Morgan,722,50.266,48.919,nan
Newspoll,725,52.317,50.86,nan
F2F Morgan,736,51.913,50.566,nan
F2F Morgan,747,50.312,48.959,nan
F2F Morgan,754,50.913,49.558,nan
Newspoll,760,49.913,48.442,nan
F2F Morgan,765,51.211,49.851,nan
F2F Morgan,778,50.312,48.947,nan
Newspoll,788,51.615,50.128,nan
F2F Morgan,792,52.014,50.642,nan
F2F Morgan,806,50.916,49.538,nan
Newspoll,816,50.615,49.112,nan
F2F Morgan,820,48.913,47.529,nan
Quadrant,825,47.115,46.22,nan
F2F Morgan,834,52.115,50.725,nan
F2F Morgan,848,50.312,48.916,nan
Newspoll,851,51.115,49.592,nan
F2F Morgan,862,50.214,48.814,nan
Newspoll,869,53.916,52.39,nan
F2F Morgan,876,51.514,50.115,nan
F2F Morgan,904,51.913,50.514,nan
F2F Morgan,918,52.913,51.514,nan
F2F Morgan,932,53.115,51.716,nan
Newspoll,935,52.317,50.792,nan
Saulwick,935,53.923,52.125,nan
F2F Morgan,943,53.716,52.317,nan
F2F Morgan,950,52.918,51.519,nan
Newspoll,956,53.519,51.994,nan
F2F Morgan,957,53.519,52.12,nan
F2F Morgan,964,54.519,53.12,nan
Newspoll,970,51.721,50.196,nan
F2F Morgan,971,53.918,52.519,nan
F2F Morgan,973,51.62,50.221,nan
Newspoll,974,53.019,51.494,nan
F2F Morgan,975,50.719,49.319,nan
