Firm,Day,@TPP,@TPP adj,@TPP reported
SMS Morgan,1,43.694,46.016,45.5
SMS Morgan,42,39.708,42.03,41.5
SMS Morgan,70,40.932,43.254,43.0
SMS Morgan,112,41.813,44.134,44.0
SMS Morgan,141,40.919,43.241,43.0
Newspoll2,143,44.739,44.039,44.0
Essential,187,44.292,43.7,44.0
SMS Morgan,184,36.701,39.023,39.5
Essential,218,43.671,43.078,44.0
Newspoll2,234,43.937,43.237,44.0
SMS Morgan,239,36.731,39.053,39.5
Essential,248,44.722,44.129,44.0
Essential,279,45.016,44.423,45.0
SMS Morgan,295,37.875,40.197,40.5
Essential,310,45.25,44.657,45.0
Essential,339,43.406,42.813,43.0
SMS Morgan,351,42.716,45.038,45.0
Essential,401,47.996,47.404,48.0
SMS Morgan,406,44.33,46.651,46.5
Essential,461,46.842,46.249,47.0
SMS Morgan,498,47.875,50.197,49.5
Essential,492,46.818,46.225,47.0
ReachTEL,502,48.994,49.85,50.0
Newspoll2,509,48.931,48.23,49.0
Essential,523,50.1,49.507,50.0
SMS Morgan,539,49.954,52.276,51.5
Essential,553,49.289,48.696,50.0
Essential,584,47.278,46.685,47.0
Newspoll2,589,49.428,48.728,49.0
ReachTEL,600,46.68,47.536,47.0
Essential,614,50.05,49.457,50.0
ReachTEL,650,42.698,43.554,45.0
Essential,676,47.398,46.805,48.0
Newspoll2,690,48.624,47.924,49.0
Essential,766,48.885,48.293,49.0
Essential,827,48.093,47.5,48.0
Essential,858,48.668,48.075,49.0
Essential,889,48.404,47.811,49.0
ReachTEL,908,47.96,48.816,48.0
Essential,919,52.253,51.66,53.0
Essential,950,48.1,47.507,49.0
Essential,980,51.448,50.855,52.0
Newspoll2,1043,49.7,48.999,50.0
ReachTEL,1069,46.384,47.24,48.0
ReachTEL,1258,50.089,50.681,50.0
Galaxy,1328,52.789,52.487,52.0
uComms,1329,50.818,50.927,51.0
Newspoll2,1387,50.234,50.555,50.0
Essential,1404,50.165,50.252,51.0
uComms,1426,51.163,51.272,51.0
Newspoll2,1429,49.646,49.967,50.0
Galaxy,1435,50.357,50.055,50.0
Newspoll2,1439,48.394,48.715,49.0
