Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,52.11,50.757,nan
F2F Morgan,15,54.509,53.156,nan
Newspoll,22,55.11,53.663,nan
F2F Morgan,29,52.11,50.757,nan
F2F Morgan,43,51.11,49.757,nan
F2F Morgan,57,51.11,49.757,nan
Newspoll,60,54.312,52.865,nan
F2F Morgan,71,53.11,51.757,nan
Newspoll,81,52.312,50.865,nan
F2F Morgan,85,51.711,50.358,nan
F2F Morgan,99,52.11,50.757,nan
Newspoll,106,52.512,51.065,nan
F2F Morgan,113,51.711,50.358,nan
Newspoll,127,51.711,50.264,nan
F2F Morgan,127,52.11,50.757,nan
Newspoll,141,52.312,50.865,nan
F2F Morgan,141,54.11,52.757,nan
F2F Morgan,176,53.711,52.358,nan
F2F Morgan,190,50.711,49.358,nan
F2F Morgan,204,50.509,49.156,nan
Newspoll,214,50.711,49.264,nan
F2F Morgan,218,47.711,46.358,nan
F2F Morgan,232,50.312,48.959,nan
Newspoll,242,46.514,45.067,nan
F2F Morgan,246,47.711,46.358,nan
F2F Morgan,260,47.913,46.56,nan
Newspoll,274,49.312,47.865,nan
F2F Morgan,274,48.312,46.959,nan
F2F Morgan,288,49.711,48.358,nan
F2F Morgan,302,50.711,49.358,nan
Newspoll,312,49.312,47.865,nan
F2F Morgan,316,51.711,50.358,nan
F2F Morgan,330,49.711,48.358,nan
Newspoll,333,51.312,49.865,nan
F2F Morgan,344,52.711,51.358,nan
Saulwick,348,54.317,52.048,nan
F2F Morgan,358,51.711,50.358,nan
Newspoll,361,51.514,50.067,nan
F2F Morgan,372,51.211,49.858,nan
Saulwick,379,52.514,50.245,nan
Newspoll,386,51.11,49.663,nan
F2F Morgan,386,53.711,52.358,nan
F2F Morgan,400,53.81,52.456,nan
Saulwick,410,55.755,53.486,nan
F2F Morgan,414,51.711,50.358,nan
Newspoll,424,51.312,49.865,nan
F2F Morgan,428,53.91,52.557,nan
Saulwick,441,52.716,50.447,nan
F2F Morgan,442,50.408,49.055,nan
Newspoll,452,52.11,50.663,nan
F2F Morgan,456,49.908,48.555,nan
F2F Morgan,470,50.11,48.757,nan
Newspoll,480,51.312,49.865,nan
F2F Morgan,484,53.11,51.757,nan
F2F Morgan,498,53.708,52.355,nan
Newspoll,505,51.711,50.264,nan
F2F Morgan,512,51.11,49.757,nan
F2F Morgan,540,51.11,49.757,nan
F2F Morgan,554,52.11,50.757,nan
F2F Morgan,568,51.711,50.358,nan
Newspoll,571,52.913,51.466,nan
F2F Morgan,582,50.711,49.358,nan
F2F Morgan,596,49.913,48.56,nan
Newspoll,599,50.913,49.466,nan
F2F Morgan,610,49.312,47.959,nan
F2F Morgan,624,50.413,49.06,nan
Newspoll,635,51.115,49.668,nan
F2F Morgan,638,50.913,49.56,nan
F2F Morgan,652,49.913,48.56,nan
Newspoll,655,55.11,53.663,nan
F2F Morgan,661,49.913,48.56,nan
F2F Morgan,663,51.312,49.959,nan
Newspoll,669,49.115,47.668,nan
F2F Morgan,670,52.115,50.762,nan
F2F Morgan,680,50.317,48.964,nan
Newspoll,690,48.716,47.269,nan
F2F Morgan,694,50.716,49.363,nan
Newspoll,704,49.716,48.269,nan
F2F Morgan,708,50.615,49.262,nan
F2F Morgan,722,50.266,48.913,nan
Newspoll,725,52.317,50.87,nan
F2F Morgan,736,51.913,50.56,nan
F2F Morgan,747,50.312,48.956,nan
F2F Morgan,754,50.913,49.556,nan
Newspoll,760,49.913,48.448,nan
F2F Morgan,765,51.211,49.852,nan
F2F Morgan,778,50.312,48.95,nan
Newspoll,788,51.615,50.128,nan
F2F Morgan,792,52.014,50.649,nan
F2F Morgan,806,50.916,49.548,nan
Newspoll,816,50.615,49.107,nan
F2F Morgan,820,48.913,47.542,nan
Quadrant,825,47.115,46.16,nan
F2F Morgan,834,52.115,50.741,nan
F2F Morgan,848,50.312,48.935,nan
Newspoll,851,51.115,49.579,nan
F2F Morgan,862,50.214,48.835,nan
Newspoll,869,53.916,52.377,nan
F2F Morgan,876,51.514,50.136,nan
F2F Morgan,904,51.913,50.535,nan
F2F Morgan,918,52.913,51.535,nan
F2F Morgan,932,53.115,51.737,nan
Newspoll,935,52.317,50.778,nan
Saulwick,935,53.923,52.105,nan
F2F Morgan,943,53.716,52.338,nan
F2F Morgan,950,52.918,51.54,nan
Newspoll,956,53.519,51.98,nan
F2F Morgan,957,53.519,52.141,nan
F2F Morgan,964,54.519,53.141,nan
Newspoll,970,51.721,50.182,nan
F2F Morgan,971,53.918,52.54,nan
F2F Morgan,973,51.62,50.242,nan
Newspoll,974,53.019,51.48,nan
F2F Morgan,975,50.719,49.34,nan
