Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,41.716,41.839,nan
F2F Morgan,5,44.216,41.806,44.0
Newspoll,15,41.084,41.207,nan
F2F Morgan,18,44.444,42.034,43.5
Newspoll,29,39.628,39.751,nan
F2F Morgan,33,45.716,43.306,45.5
Newspoll,43,41.628,41.751,nan
F2F Morgan,47,41.76,39.35,41.5
Nielsen,50,39.656,39.263,40.0
Newspoll,57,40.996,41.119,nan
F2F Morgan,61,43.76,41.35,42.5
Newspoll,71,40.996,41.119,nan
Nielsen,78,43.804,43.411,45.0
Morgan Phone,78,43.032,44.002,43.0
F2F Morgan,79,49.128,46.718,nan
Newspoll,92,46.628,46.751,nan
Nielsen,92,43.716,43.323,43.0
Morgan Phone,99,44.356,45.326,45.5
F2F Morgan,100,44.804,42.394,nan
Newspoll,106,47.172,47.295,nan
Nielsen,106,45.892,45.499,46.0
Morgan Phone,108,42.532,43.502,42.0
F2F Morgan,110,46.348,43.938,nan
Newspoll,120,43.628,43.751,nan
Nielsen,120,44.716,44.323,44.0
Morgan Phone,121,42.26,43.23,42.5
F2F Morgan,124,45.62,43.21,nan
Newspoll,134,45.172,45.295,nan
Morgan Phone,135,42.032,43.002,41.5
F2F Morgan,138,48.62,46.21,nan
Newspoll,148,46.26,46.383,nan
Nielsen,148,47.804,47.411,49.0
Morgan Phone,149,42.804,43.774,43.5
F2F Morgan,152,48.164,45.754,nan
Newspoll,162,44.628,44.751,nan
Nielsen,162,46.355,45.962,48.0
Morgan Phone,164,42.848,43.818,43.5
F2F Morgan,166,47.848,45.438,nan
Newspoll,176,45.628,45.751,nan
Morgan Phone,177,46.576,47.546,46.5
F2F Morgan,180,47.892,45.482,nan
Newspoll,190,45.084,45.207,nan
Morgan Phone,191,43.26,44.23,44.0
F2F Morgan,191,47.12,44.71,nan
Nielsen,204,44.449,44.056,45.0
Morgan Phone,205,43.348,44.318,45.5
F2F Morgan,208,49.12,46.71,nan
Newspoll,211,44.172,44.295,nan
Morgan Phone,223,42.62,43.59,42.0
Newspoll,225,42.26,42.383,nan
F2F Morgan,226,49.892,47.482,nan
Nielsen,232,43.997,43.604,44.0
Morgan Phone,233,43.348,44.318,43.5
F2F Morgan,236,48.164,45.754,nan
Newspoll,239,42.26,42.383,nan
Morgan Phone,247,44.348,45.318,44.0
F2F Morgan,250,48.392,45.982,nan
Newspoll,253,44.26,44.383,nan
Nielsen,260,45.804,45.411,46.0
Morgan Phone,261,44.348,45.318,44.5
F2F Morgan,264,47.892,45.482,nan
Newspoll,267,46.172,46.295,nan
Newspoll,274,44.804,44.927,nan
Morgan Phone,275,45.032,46.002,45.5
F2F Morgan,278,48.164,45.754,nan
Morgan Phone,303,43.304,44.274,43.0
F2F Morgan,306,46.708,44.298,nan
Newspoll,309,45.172,45.295,nan
Nielsen,309,46.524,46.131,47.0
Morgan Phone,317,42.664,43.634,43.5
F2F Morgan,320,47.392,44.982,nan
Newspoll,323,48.26,48.383,nan
Morgan Phone,331,45.892,46.862,46.5
F2F Morgan,334,47.436,45.026,nan
Newspoll,337,47.348,47.471,nan
Nielsen,337,45.892,45.499,46.0
Morgan Phone,345,45.348,46.318,45.5
F2F Morgan,348,48.076,45.666,nan
Newspoll,351,44.26,44.383,nan
Morgan Phone,359,43.032,44.002,42.5
F2F Morgan,362,48.936,46.526,nan
Newspoll,365,44.716,44.839,nan
Morgan Phone,370,43.76,44.73,44.5
F2F Morgan,373,48.892,46.482,nan
Morgan Phone,376,46.796,47.766,47.0
F2F Morgan,380,48.436,46.026,nan
Newspoll,386,45.804,45.927,nan
Morgan Phone,387,44.576,45.546,44.5
F2F Morgan,390,49.98,47.57,nan
Nielsen,393,47.068,46.675,47.0
Newspoll,400,46.892,47.015,nan
Morgan Phone,401,48.472,49.442,48.0
F2F Morgan,404,48.34,45.93,nan
Nielsen,407,47.054,46.662,48.0
Newspoll,414,49.98,50.103,nan
Nielsen,414,49.28,48.887,50.0
Morgan Phone,415,45.332,46.302,44.5
F2F Morgan,415,49.288,46.878,nan
Newspoll,421,50.524,50.647,nan
Morgan Phone,424,49.744,50.714,48.5
F2F Morgan,425,52.604,50.194,nan
Newspoll,428,49.068,49.191,nan
Morgan Phone,433,46.744,47.714,45.0
Nielsen,435,49.191,48.798,50.0
F2F Morgan,436,52.244,49.834,nan
Newspoll,442,47.98,48.103,nan
Morgan Phone,443,47.428,48.398,45.0
F2F Morgan,446,50.472,48.062,nan
Newspoll,456,46.98,47.103,nan
Morgan Phone,457,47.156,48.126,45.5
F2F Morgan,460,49.7,47.29,nan
Newspoll,470,48.524,48.647,nan
Morgan Phone,471,47.972,48.942,48.0
F2F Morgan,474,51.744,49.334,nan
Newspoll,484,49.892,50.015,nan
Morgan Phone,485,47.84,48.81,48.0
F2F Morgan,488,50.7,48.29,nan
Newspoll,498,48.068,48.191,nan
Morgan Phone,499,48.884,49.854,49.0
F2F Morgan,502,51.972,49.562,nan
Morgan Phone,510,53.928,54.898,54.5
Newspoll,512,47.98,48.103,nan
F2F Morgan,513,53.288,50.878,nan
Morgan Phone,518,46.156,47.126,46.5
Nielsen,519,50.65,50.258,51.0
F2F Morgan,520,50.428,48.018,nan
Newspoll,526,49.436,49.559,nan
Morgan Phone,527,49.112,50.082,49.0
F2F Morgan,530,51.2,48.79,nan
Newspoll,540,50.436,50.559,nan
Morgan Phone,541,48.34,49.31,48.5
F2F Morgan,544,52.884,50.474,nan
Morgan Phone,552,49.068,50.038,48.0
Newspoll,554,47.98,48.103,nan
F2F Morgan,555,51.656,49.246,nan
Morgan Phone,559,50.164,51.134,50.0
Newspoll,561,48.524,48.647,nan
F2F Morgan,562,52.568,50.158,nan
Morgan Phone,569,43.796,44.766,42.5
F2F Morgan,572,51.384,48.974,nan
Newspoll,575,48.892,49.015,nan
Nielsen,575,49.102,48.709,50.0
Morgan Phone,580,53.208,54.178,53.0
Quadrant,581,59.041,56.821,nan
Newspoll,582,53.804,53.927,nan
Nielsen,582,52.98,52.587,53.0
F2F Morgan,583,55.252,52.842,nan
Newspoll,589,53.804,53.927,nan
Morgan Phone,590,53.392,54.362,53.5
F2F Morgan,593,57.024,54.614,nan
Newspoll,603,52.892,53.015,nan
Morgan Phone,604,53.392,54.362,53.5
F2F Morgan,607,54.84,52.43,nan
Newspoll,617,54.892,55.015,nan
Nielsen,617,54.068,53.675,54.0
Morgan Phone,618,55.076,56.046,54.5
F2F Morgan,621,55.752,53.342,nan
Newspoll,631,52.804,52.927,nan
Morgan Phone,632,49.804,50.774,48.5
F2F Morgan,635,56.524,54.114,nan
Newspoll,638,50.892,51.015,nan
Morgan Phone,667,50.848,51.818,52.0
F2F Morgan,670,54.024,51.614,nan
Newspoll,673,51.26,51.383,nan
Morgan Phone,681,53.304,54.274,52.5
F2F Morgan,684,54.524,52.114,nan
Newspoll,322,48.804,48.927,nan
Nielsen,687,54.896,54.503,56.0
Morgan Phone,695,52.62,53.561,52.5
F2F Morgan,698,55.48,53.085,nan
Quadrant,700,54.628,52.481,nan
Newspoll,701,52.348,52.457,nan
Morgan Phone,709,52.76,53.6,51.0
F2F Morgan,712,53.752,51.391,nan
Newspoll,715,53.26,53.349,nan
Nielsen,716,52.043,51.646,52.0
Morgan Phone,723,50.848,51.587,50.0
F2F Morgan,727,53.024,50.701,50.0
Newspoll,729,52.804,52.872,nan
Morgan Phone,737,49.892,50.53,50.5
F2F Morgan,740,54.568,52.275,50.5
Newspoll,743,50.892,50.94,nan
Nielsen,743,51.466,51.063,52.0
Morgan Phone,751,50.164,50.701,50.0
F2F Morgan,754,55.84,53.581,50.0
Quadrant,756,56.716,55.084,nan
Morgan Phone,762,47.524,47.989,47.0
Newspoll,764,50.892,50.911,nan
Nielsen,764,52.524,52.117,52.0
F2F Morgan,765,54.112,51.882,nan
Morgan Phone,769,52.708,53.115,53.5
F2F Morgan,772,52.796,50.58,nan
Morgan Phone,776,51.12,51.484,50.5
Newspoll,778,49.804,49.803,nan
F2F Morgan,779,53.112,50.916,nan
Morgan Phone,786,50.804,51.096,51.5
F2F Morgan,789,54.068,51.896,51.5
Newspoll,792,47.26,47.239,nan
Nielsen,799,51.98,51.566,52.0
Morgan Phone,800,52.848,53.039,53.0
F2F Morgan,803,52.84,50.702,53.0
Newspoll,806,49.348,49.307,nan
Morgan Phone,814,51.48,51.584,51.5
F2F Morgan,817,53.612,51.493,51.5
Newspoll,820,52.612,52.562,nan
Morgan Phone,825,53.472,53.576,53.0
Nielsen,827,55.163,54.746,56.0
F2F Morgan,828,53.56,51.441,53.0
Newspoll,834,56.524,56.474,nan
Morgan Phone,835,54.612,54.716,53.5
F2F Morgan,845,56.472,54.353,57.5
Newspoll,848,52.612,52.562,nan
Nielsen,855,53.788,53.372,56.0
F2F Morgan,859,55.244,53.125,56.0
Newspoll,862,54.156,54.106,nan
F2F Morgan,873,56.56,54.442,58.0
Newspoll,876,51.068,51.018,nan
Quadrant,882,51.348,50.232,nan
Newspoll,883,48.348,48.298,nan
Nielsen,883,51.436,51.02,52.0
F2F Morgan,884,52.127,50.008,54.5
F2F Morgan,891,54.796,52.677,54.5
Quadrant,896,51.804,50.688,51.0
Newspoll,897,50.98,50.93,nan
F2F Morgan,898,52.476,50.358,55.5
Nielsen,900,50.26,49.844,51.0
Newspoll,904,50.848,50.798,51.5
F2F Morgan,905,52.147,50.028,54.5
Nielsen,908,48.835,48.419,49.0
Newspoll,911,51.716,51.666,53.0
F2F Morgan,912,52.283,50.164,55.0
Nielsen,915,51.292,50.876,52.0
