Firm,Day,@TPP,@TPP adj,@TPP reported
SMS Morgan,1,50.564,50.25,50.5
Morgan Phone,4,50.934,50.717,51.0
F2F Morgan,10,54.506,51.336,54.5
Essential,14,49.98,49.229,50.0
SMS Morgan,18,49.958,49.644,50.0
Newspoll,20,49.722,49.132,50.0
Morgan Phone,25,50.341,50.124,50.5
F2F Morgan,28,53.138,49.968,53.5
Essential,28,51.693,50.942,51.0
F2F Morgan,42,55.85,52.68,55.5
Essential,42,50.322,49.571,50.0
Newspoll,48,49.887,49.297,50.0
F2F Morgan,52,53.876,50.706,54.0
Essential,56,50.322,49.571,50.0
Nielsen,61,48.959,49.245,49.0
Newspoll,62,48.305,47.715,48.0
F2F Morgan,66,53.476,50.306,54.0
Essential,70,48.322,47.571,49.0
F2F Morgan,97,53.876,50.706,54.0
Newspoll,76,48.516,47.926,48.0
F2F Morgan,80,53.476,50.306,54.0
Essential,84,48.829,48.078,49.0
Nielsen,89,49.172,49.459,49.0
Newspoll,90,51.722,51.132,52.0
F2F Morgan,94,52.35,49.18,52.5
Essential,98,49.27,48.519,49.0
Newspoll,104,49.722,49.132,50.0
F2F Morgan,105,53.533,50.363,53.0
Morgan Phone,110,45.702,45.485,45.5
F2F Morgan,112,51.033,47.863,50.0
Essential,112,48.416,47.665,48.0
F2F Morgan,140,50.721,47.551,50.5
Essential,149,56.687,55.936,49.0
F2F Morgan,150,52.373,49.203,52.5
Essential,163,48.416,47.665,49.0
Morgan Phone,164,48.937,48.72,49.0
F2F Morgan,166,51.244,48.074,51.5
Newspoll,167,47.305,46.715,48.0
Nielsen,173,45.767,46.054,46.0
Essential,177,50.687,49.936,49.0
F2F Morgan,178,51.164,47.994,51.0
Newspoll,181,50.516,49.926,50.0
Morgan Phone,184,47.34,47.123,47.0
F2F Morgan,189,52.873,49.703,53.5
Essential,191,46.899,46.148,47.0
Newspoll,195,46.093,45.503,46.0
F2F Morgan,196,47.504,44.335,48.0
Morgan Phone,199,44.068,43.851,44.0
Nielsen,201,46.728,47.014,46.0
F2F Morgan,203,49.664,46.494,49.5
Essential,205,47.316,46.565,47.0
Morgan Phone,207,49.228,49.011,49.0
Newspoll,209,50.563,49.973,51.0
F2F Morgan,210,52.787,49.618,52.5
Morgan Phone,213,46.025,45.808,46.0
F2F Morgan,217,47.164,43.995,47.0
Essential,219,47.317,46.566,47.0
Newspoll,223,46.103,45.513,45.0
F2F Morgan,224,46.587,43.418,46.5
Essential,233,46.639,45.888,46.0
Nielsen,236,44.699,44.986,44.0
F2F Morgan,234,47.29,44.12,47.0
Essential,247,45.945,45.194,46.0
F2F Morgan,248,48.084,44.915,48.0
Newspoll,251,47.146,46.556,47.0
Morgan Phone,255,46.522,46.305,46.5
F2F Morgan,259,45.687,42.518,45.5
Essential,261,47.687,46.936,48.0
Nielsen,264,43.965,44.252,44.0
Newspoll,265,45.569,44.979,46.0
F2F Morgan,266,49.055,45.886,48.5
Essential,275,46.43,45.679,46.0
F2F Morgan,276,48.267,45.098,48.5
Newspoll,279,48.47,47.88,48.0
Morgan Phone,283,41.966,41.749,42.0
F2F Morgan,287,46.394,43.224,46.0
Essential,290,46.894,46.143,46.0
Newspoll,293,44.775,44.185,45.0
Nielsen,297,41.563,41.85,41.0
F2F Morgan,297,47.082,43.912,46.5
Essential,303,44.522,43.771,45.0
Newspoll,307,44.192,43.602,45.0
F2F Morgan,301,43.999,40.83,43.5
Essential,317,42.522,41.771,43.0
Newspoll,321,41.563,40.973,42.0
F2F Morgan,322,45.582,42.412,45.5
Morgan Phone,326,39.837,39.62,40.0
Nielsen,327,39.835,40.122,39.0
Essential,331,44.522,43.771,45.0
F2F Morgan,332,46.767,43.598,47.0
Newspoll,335,43.934,43.344,44.0
Essential,345,42.734,41.983,43.0
Galaxy,346,44.682,44.384,44.0
F2F Morgan,346,46.558,43.389,46.5
Newspoll,349,43.563,42.973,44.0
Morgan Phone,353,43.019,42.802,43.0
Nielsen,355,42.57,42.857,42.0
Essential,359,43.316,42.565,44.0
F2F Morgan,360,44.187,41.018,44.5
Newspoll,363,43.14,42.55,43.0
Essential,373,42.94,42.189,43.0
F2F Morgan,374,45.996,42.827,45.5
Newspoll,377,41.145,40.555,41.0
Nielsen,383,42.351,42.638,42.0
Essential,387,43.734,42.983,44.0
F2F Morgan,388,46.817,43.647,44.5
Newspoll,391,41.769,41.179,42.0
Essential,401,45.073,44.322,45.0
F2F Morgan,402,46.816,43.647,46.5
Newspoll,412,42.728,42.138,43.0
F2F Morgan,413,50.188,47.018,50.0
Essential,415,45.105,44.354,45.0
Nielsen,418,43.728,44.015,43.0
Galaxy,419,41.893,41.596,42.0
F2F Morgan,420,48.443,45.273,48.5
Newspoll,426,45.511,44.921,46.0
F2F Morgan,427,45.459,42.289,45.5
Essential,429,45.734,44.983,45.0
Morgan Phone,430,44.911,44.694,45.0
F2F Morgan,434,47.242,44.072,47.0
Morgan Phone,438,47.497,47.28,47.5
Newspoll,440,46.563,45.973,47.0
Essential,443,46.317,45.566,46.0
Nielsen,446,45.684,45.971,45.0
F2F Morgan,444,46.582,43.412,46.5
Newspoll,454,42.987,42.397,43.0
F2F Morgan,455,48.559,45.389,48.5
Essential,457,46.106,45.355,46.0
F2F Morgan,465,49.974,46.804,47.0
Newspoll,468,46.352,45.762,46.0
Nielsen,474,42.358,42.644,43.0
Essential,476,45.988,45.237,46.0
F2F Morgan,479,49.974,46.804,50.0
F2F Morgan,504,48.503,45.333,48.5
Essential,512,45.9,45.149,46.0
Morgan Phone,514,46.446,46.23,46.5
F2F Morgan,514,50.977,47.807,51.0
Galaxy,524,46.059,45.762,46.0
Newspoll,524,44.981,44.391,46.0
F2F Morgan,525,51.334,48.164,51.0
Essential,526,45.523,44.772,46.0
Nielsen,530,47.1,47.387,47.0
F2F Morgan,532,48.797,45.627,48.5
Morgan Phone,535,51.448,51.231,44.5
Newspoll,538,45.358,44.768,45.0
Essential,540,45.073,44.322,45.0
F2F Morgan,542,51.447,48.278,51.5
Nielsen,550,47.67,47.957,47.0
Galaxy,551,46.477,46.179,46.0
Newspoll,552,47.523,46.933,47.0
F2F Morgan,553,50.023,46.853,50.0
Essential,554,43.734,42.983,44.0
F2F Morgan,560,50.108,46.939,50.0
Newspoll,566,46.398,45.808,47.0
Essential,569,44.523,43.772,44.0
F2F Morgan,570,48.294,45.124,48.0
Newspoll,580,42.61,42.02,43.0
F2F Morgan,581,48.953,45.784,48.5
Essential,583,45.105,44.354,45.0
Nielsen,586,42.778,43.065,43.0
F2F Morgan,588,46.264,43.094,46.5
Essential,597,61.133,60.382,44.0
F2F Morgan,598,45.123,41.953,45.0
Newspoll,601,43.146,42.556,44.0
Morgan Phone,605,43.742,43.526,44.0
F2F Morgan,609,43.937,40.768,44.0
Essential,611,43.093,42.342,43.0
Galaxy,615,43.682,43.385,44.0
Newspoll,615,40.358,39.768,41.0
F2F Morgan,623,44.481,41.311,44.5
Essential,625,42.523,41.772,43.0
Morgan Phone,627,41.361,41.144,42.0
Nielsen,627,42.143,42.43,42.0
Newspoll,629,44.981,44.391,45.0
F2F Morgan,630,44.855,41.685,44.5
F2F Morgan,637,45.381,42.211,45.0
Essential,639,43.9,43.149,43.0
Newspoll,643,45.729,45.139,46.0
F2F Morgan,644,42.226,39.056,42.0
Nielsen,649,42.14,42.427,43.0
F2F Morgan,651,45.881,42.711,44.5
Essential,653,43.734,42.983,44.0
Newspoll,657,46.723,46.133,46.0
F2F Morgan,658,47.958,44.788,48.0
Galaxy,664,43.894,43.596,44.0
Essential,667,44.317,43.566,44.0
F2F Morgan,668,46.452,43.282,46.0
Newspoll,671,44.563,43.973,45.0
Nielsen,677,42.571,42.857,42.0
Essential,681,43.523,42.772,44.0
F2F Morgan,682,46.452,43.282,46.0
Newspoll,685,43.94,43.35,44.0
Essential,695,44.293,43.542,44.0
F2F Morgan,696,46.69,43.52,46.0
Newspoll,699,43.027,42.437,44.0
Nielsen,705,44.146,44.433,44.0
Essential,709,44.317,43.566,44.0
F2F Morgan,710,46.586,43.417,46.5
Newspoll,713,45.987,45.397,46.0
Essential,723,43.735,42.984,43.0
F2F Morgan,724,47.278,44.108,47.0
Newspoll,727,47.523,46.933,47.0
Nielsen,733,45.736,46.023,46.0
Essential,737,44.946,44.195,45.0
F2F Morgan,742,48.878,45.708,48.5
Newspoll,741,44.827,44.237,45.0
Essential,751,44.946,44.195,45.0
Nielsen,754,46.57,46.856,47.0
F2F Morgan,752,49.772,46.603,49.5
Newspoll,755,50.146,49.556,50.0
Morgan Phone,759,48.197,47.98,47.5
F2F Morgan,763,50.07,46.9,50.0
Essential,765,46.576,45.825,47.0
F2F Morgan,773,49.338,46.168,49.0
Newspoll,776,45.987,45.397,46.0
Essential,779,46.529,45.778,47.0
Nielsen,789,47.775,48.062,48.0
F2F Morgan,787,52.249,49.08,47.5
Essential,793,46.112,45.361,46.0
Newspoll,797,49.404,48.814,50.0
F2F Morgan,801,48.278,45.109,48.0
Galaxy,804,46.688,46.391,47.0
Essential,807,48.008,47.257,48.0
Newspoll,811,48.57,47.98,49.0
Nielsen,817,47.258,47.544,47.0
F2F Morgan,815,51.296,48.126,51.0
Essential,821,46.85,46.099,47.0
Newspoll,825,48.941,48.351,49.0
Morgan Phone,829,47.678,47.461,47.5
Galaxy,831,45.688,45.391,46.0
F2F Morgan,829,49.798,46.629,49.5
Newspoll,839,45.358,44.768,46.0
