Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan multi-mode,19,52.67,52.398,54.0
Morgan multi-mode,26,52.986,52.714,53.0
Newspoll2,69,55.409,54.95,56.0
Morgan multi-mode,82,52.275,52.003,nan
Morgan multi-mode,89,53.474,53.202,nan
ResolvePM,90,60.788,58.552,nan
Morgan multi-mode,96,51.305,51.033,nan
Morgan multi-mode,103,53.427,53.155,nan
Newspoll2,105,56.551,56.092,57.0
Morgan multi-mode,110,53.319,53.047,nan
Morgan multi-mode,117,54.17,53.898,nan
ResolvePM,120,56.244,54.008,nan
Morgan multi-mode,124,53.898,53.626,nan
Morgan multi-mode,131,53.034,52.762,nan
Morgan multi-mode,138,53.242,52.97,nan
ResolvePM,141,58.321,56.085,nan
Morgan multi-mode,145,54.082,53.81,nan
Morgan multi-mode,152,53.051,52.779,54.5
Morgan multi-mode,159,54.39,54.118,nan
Newspoll2,161,54.455,53.996,55.0
ResolvePM,160,57.747,55.51,nan
Morgan multi-mode,162,54.517,54.244,55.5
Morgan multi-mode,166,52.322,52.05,nan
Morgan multi-mode,173,53.833,53.56,nan
Morgan multi-mode,180,53.011,52.739,nan
Morgan multi-mode,187,53.278,53.006,nan
Essential,189,55.404,54.535,54.3
Morgan multi-mode,194,56.101,55.828,nan
Newspoll2,195,54.911,54.452,55.0
ResolvePM,195,59.646,57.41,nan
Essential,202,56.842,55.974,53.684
Morgan multi-mode,203,56.78,56.507,58.5
Freshwater,210,53.857,55.074,54.0
Morgan multi-mode,233,57.685,57.413,59.5
Essential,244,55.937,55.069,55.8
ResolvePM,246,60.33,58.094,nan
Morgan multi-mode,247,55.214,54.942,57.0
Newspoll2,259,54.994,54.535,55.0
Essential,259,56.932,56.064,57.895
Morgan multi-mode,257,56.053,55.78,58.5
Morgan multi-mode,264,55.546,55.274,nan
Morgan multi-mode,271,55.601,55.329,nan
ResolvePM,272,57.584,55.348,nan
Essential,272,55.979,55.11,54.839
Morgan multi-mode,278,55.466,55.194,56.5
Morgan multi-mode,285,55.524,55.252,54.5
Essential,286,53.283,52.415,52.688
Newspoll2,287,53.384,52.925,54.0
Morgan multi-mode,292,55.337,55.064,56.5
Morgan multi-mode,299,56.786,56.514,58.0
Essential,300,56.145,55.276,54.737
ResolvePM,300,58.602,56.366,nan
Morgan multi-mode,306,55.809,55.537,57.0
Newspoll2,314,54.646,54.187,55.0
Morgan multi-mode,313,54.143,53.871,54.5
Essential,314,55.925,55.057,55.789
Morgan multi-mode,320,54.973,54.701,56.0
Morgan multi-mode,327,55.807,55.535,56.0
Essential,328,55.827,54.959,54.737
ResolvePM,328,60.44,58.204,nan
Newspoll2,335,55.241,54.782,56.0
Morgan multi-mode,334,55.253,54.981,56.5
Essential,342,55.087,54.218,56.383
Morgan multi-mode,341,53.939,53.667,53.5
Morgan multi-mode,348,53.665,53.393,54.5
Newspoll2,356,54.707,54.248,55.0
Essential,356,56.646,55.777,55.789
ResolvePM,356,59.636,57.4,nan
Morgan multi-mode,355,56.979,56.707,57.0
Freshwater,360,51.879,53.096,52.0
Morgan multi-mode,362,54.649,54.377,55.5
Essential,370,56.2,55.332,54.737
Morgan multi-mode,369,55.22,54.948,55.5
Newspoll2,377,55.303,54.844,55.0
Morgan multi-mode,376,54.166,53.894,55.5
Essential,384,55.246,54.377,55.319
ResolvePM,384,58.47,56.234,nan
Morgan multi-mode,383,54.549,54.277,56.0
Morgan multi-mode,390,54.941,54.669,57.0
Newspoll2,398,54.445,53.986,54.0
Essential,398,55.168,54.299,55.319
Morgan multi-mode,397,56.41,56.137,57.0
Essential,412,53.689,52.82,55.319
Morgan multi-mode,411,53.106,52.833,54.5
Newspoll2,419,54.099,53.64,55.0
ResolvePM,419,57.707,55.471,nan
Morgan multi-mode,418,53.587,53.314,53.0
Essential,426,53.482,52.614,52.632
Morgan multi-mode,425,51.322,51.05,52.0
Morgan multi-mode,432,53.387,53.115,53.0
Essential,440,54.67,53.801,55.319
Morgan multi-mode,439,52.805,52.533,53.5
ResolvePM,447,55.356,53.12,nan
Morgan multi-mode,446,53.768,53.496,54.5
Redbridge,448,55.629,54.988,55.6
Essential,454,54.506,53.638,54.255
Morgan multi-mode,453,52.401,52.129,53.0
Morgan multi-mode,460,54.098,53.826,53.5
Newspoll,468,52.354,51.971,53.0
Essential,468,53.834,52.965,54.255
Morgan multi-mode,467,51.538,51.266,53.0
Redbridge,469,53.981,53.34,54.1
ResolvePM,475,54.666,52.43,nan
Morgan multi-mode,474,51.29,51.018,52.5
Essential,482,52.835,51.966,52.128
Newspoll,490,52.979,52.596,54.0
Freshwater,490,51.635,52.852,51.0
Morgan multi-mode,482,53.235,52.963,54.0
Morgan multi-mode,489,52.794,52.522,54.0
Essential,496,54.791,53.922,52.632
Morgan multi-mode,495,51.164,50.892,52.0
YouGov2,494,52.721,52.756,53.0
Newspoll2,503,52.643,52.184,53.0
ResolvePM,495,56.221,53.985,nan
Morgan multi-mode,502,53.501,53.229,53.0
YouGov2,505,52.552,52.587,53.0
Newspoll,505,53.837,53.454,54.0
Morgan multi-mode,509,54.824,54.552,54.0
Morgan multi-mode,516,52.494,52.222,49.5
Essential,524,51.421,50.553,51.064
Morgan multi-mode,523,53.097,52.825,53.0
Redbridge,527,53.449,52.808,53.5
Newspoll,529,52.303,51.92,52.0
Morgan multi-mode,530,52.11,51.838,52.0
ResolvePM,531,56.145,53.909,nan
Essential,538,52.139,51.271,51.042
Morgan multi-mode,537,50.401,50.129,50.0
YouGov2,540,51.024,51.059,51.0
Morgan multi-mode,544,49.822,49.55,49.5
Newspoll,550,50.228,49.845,50.0
Essential,552,51.986,51.118,50.526
Morgan multi-mode,551,52.73,52.458,52.5
ResolvePM,559,54.19,51.954,nan
Morgan multi-mode,558,51.304,51.032,51.0
YouGov2,561,50.205,50.24,51.0
Morgan multi-mode,565,51.125,50.853,51.0
Essential,566,52.279,51.41,51.579
Newspoll,571,51.956,51.573,52.0
Freshwater,571,49.619,50.836,50.0
Redbridge,567,52.744,52.103,52.8
Morgan multi-mode,572,50.617,50.345,50.0
Morgan multi-mode,594,49.034,48.762,49.0
Freshwater,599,49.953,51.17,50.0
Morgan multi-mode,601,51.08,50.807,51.5
YouGov2,604,50.956,50.991,52.0
Morgan multi-mode,608,52.091,51.819,52.5
Morgan multi-mode,615,50.631,50.359,50.5
Essential,615,52.487,51.619,51.064
Newspoll,622,52.099,51.716,52.0
Morgan multi-mode,622,51.643,51.37,53.0
YouGov2,625,51.542,51.577,52.0
Redbridge,623,51.058,50.416,51.2
Morgan multi-mode,629,52.478,52.205,52.0
Essential,629,52.359,51.49,52.083
Freshwater,637,50.519,51.737,51.0
