Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,60.645,58.304,60.5
Morgan Phone,2,57.893,57.771,58.5
F2F Morgan,36,61.322,58.981,61.5
Newspoll,46,58.786,59.112,58.0
F2F Morgan,50,58.774,56.434,59.0
Morgan Phone,51,63.3,63.178,63.0
Morgan Phone,58,59.822,59.7,60.0
F2F Morgan,64,62.531,60.19,62.5
Newspoll,74,57.639,57.964,57.0
F2F Morgan,78,64.234,61.894,64.5
Newspoll,88,62.639,62.964,63.0
F2F Morgan,92,65.003,62.663,65.0
Morgan Phone,99,62.671,62.549,61.0
Newspoll,102,58.989,59.315,59.0
F2F Morgan,106,63.802,61.461,63.5
Morgan Phone,117,61.654,61.533,60.5
Newspoll,123,59.192,59.518,59.0
Morgan Phone,128,63.328,63.206,63.5
F2F Morgan,131,61.957,59.617,62.0
Morgan Phone,135,62.559,62.437,62.5
Newspoll,137,60.949,61.275,61.0
F2F Morgan,141,61.883,59.543,61.5
Newspoll,151,57.396,57.721,57.0
F2F Morgan,152,62.099,59.758,62.0
Morgan Phone,157,57.396,57.274,58.0
Nielsen,164,56.159,56.935,57.0
Newspoll,165,57.396,57.721,57.0
F2F Morgan,166,59.627,57.287,60.5
F2F Morgan,173,60.829,58.489,61.0
Newspoll,179,57.192,57.518,57.0
F2F Morgan,180,62.896,60.555,63.0
Morgan Phone,186,55.72,55.598,56.0
F2F Morgan,187,60.303,57.963,58.5
Nielsen,192,57.953,58.728,55.0
Newspoll,193,59.679,60.004,59.0
Essential,195,59.345,57.268,59.0
F2F Morgan,197,61.152,58.812,61.0
Newspoll,207,55.192,55.518,55.0
F2F Morgan,211,58.768,56.428,59.0
Essential,226,58.796,56.719,59.0
Newspoll,221,55.436,55.761,55.0
F2F Morgan,222,59.942,57.601,60.0
Nielsen,227,54.192,54.968,54.0
F2F Morgan,229,54.923,52.583,55.0
Newspoll,235,57.746,58.072,57.0
Essential,237,57.712,55.635,58.0
F2F Morgan,239,55.099,52.758,55.0
Newspoll,249,56.949,57.275,57.0
F2F Morgan,253,56.997,54.657,57.0
Essential,253,57.66,55.583,58.0
Nielsen,255,54.288,55.064,55.0
Newspoll,263,55.491,55.816,56.0
Essential,264,58.586,56.509,59.0
F2F Morgan,267,58.18,55.84,58.0
Newspoll,277,56.436,56.761,56.0
Essential,278,58.562,56.485,58.0
F2F Morgan,281,55.491,53.151,55.5
Nielsen,290,51.914,52.689,51.0
Newspoll,291,54.531,54.856,55.0
Essential,292,58.425,56.348,58.0
F2F Morgan,295,57.692,55.352,57.5
Morgan Phone,296,57.883,57.762,57.0
F2F Morgan,309,57.463,55.123,57.5
Newspoll,312,55.029,55.355,55.0
Essential,313,59.23,57.153,59.0
Morgan Phone,317,57.152,57.031,57.5
Nielsen,318,55.838,56.614,56.0
F2F Morgan,323,56.72,54.38,56.5
Newspoll,326,54.842,55.167,54.0
Essential,327,61.045,58.968,61.0
F2F Morgan,337,58.774,56.434,58.5
Newspoll,340,55.288,55.613,55.0
Essential,341,54.741,52.664,55.0
Nielsen,346,55.746,56.522,55.0
Galaxy,347,54.543,54.465,55.0
F2F Morgan,351,59.477,57.137,59.5
Newspoll,354,54.882,55.207,55.0
Essential,355,58.491,56.414,58.0
F2F Morgan,365,59.868,57.527,59.5
Newspoll,368,59.192,59.518,59.0
Essential,369,58.045,55.968,58.0
F2F Morgan,379,60.059,57.718,60.0
F2F Morgan,400,60.429,58.089,60.0
Essential,404,59.451,57.374,59.0
Newspoll,410,54.639,54.964,54.0
F2F Morgan,414,59.254,56.914,59.5
Essential,418,59.893,57.816,61.0
F2F Morgan,425,56.322,53.981,56.0
Newspoll,431,58.045,58.37,58.0
F2F Morgan,432,60.206,57.866,60.0
Essential,432,60.759,58.682,61.0
F2F Morgan,439,58.2,55.86,59.5
Newspoll,445,57.842,58.167,58.0
Essential,446,62.396,60.318,62.0
F2F Morgan,449,61.497,59.157,61.5
Newspoll,459,56.531,56.856,56.0
F2F Morgan,460,60.099,57.758,60.5
Essential,460,58.343,56.266,58.0
F2F Morgan,467,56.282,53.941,57.0
Newspoll,473,55.937,56.263,56.0
Essential,474,63.396,61.318,63.0
F2F Morgan,477,61.929,59.589,61.0
Nielsen,479,57.746,58.522,58.0
Newspoll,487,57.842,58.167,58.0
Essential,489,60.441,58.364,61.0
