Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,60.46,58.144,62.0
F2F Morgan,32,62.305,59.989,63.5
Newspoll,49,56.616,57.535,nan
F2F Morgan,63,62.257,59.941,64.0
F2F Morgan,91,59.421,57.105,59.5
Newspoll,108,57.87,58.789,nan
F2F Morgan,122,60.87,58.554,62.0
F2F Morgan,152,57.686,55.37,58.5
Newspoll,169,53.528,54.447,nan
F2F Morgan,183,56.704,54.388,57.5
F2F Morgan,213,56.168,53.852,57.0
Newspoll,230,52.984,53.903,nan
F2F Morgan,244,57.015,54.699,57.0
F2F Morgan,275,58.471,56.155,59.0
Newspoll,291,54.238,55.157,56.0
F2F Morgan,305,57.826,55.51,59.5
F2F Morgan,336,56.673,54.357,57.5
Nielsen,347,52.077,52.209,54.0
Newspoll,352,53.694,54.613,58.0
F2F Morgan,366,55.085,52.769,56.5
F2F Morgan,397,57.678,55.362,59.0
Newspoll,414,54.782,55.701,56.0
F2F Morgan,428,61.041,58.725,62.5
F2F Morgan,457,56.831,54.515,58.0
Newspoll,474,55.492,56.411,58.0
F2F Morgan,488,60.186,57.87,61.5
F2F Morgan,518,57.331,55.015,58.5
Newspoll,535,55.036,55.955,54.0
F2F Morgan,549,56.471,54.155,58.5
Nielsen,550,54.462,54.594,56.0
F2F Morgan,579,58.541,56.225,60.0
Newspoll,596,55.326,56.245,58.0
F2F Morgan,610,56.906,54.59,51.5
F2F Morgan,641,58.797,56.481,60.0
Newspoll,657,51.818,52.737,54.0
F2F Morgan,671,50.603,48.287,51.5
F2F Morgan,702,51.323,49.007,52.5
Newspoll,718,47.036,47.955,49.0
F2F Morgan,732,55.134,52.818,56.5
F2F Morgan,763,51.686,49.37,53.0
Newspoll,780,46.782,47.701,49.0
F2F Morgan,794,56.831,54.515,58.0
F2F Morgan,822,54.888,52.572,56.5
Newspoll,839,52.492,53.411,54.0
F2F Morgan,853,54.173,51.857,56.5
F2F Morgan,883,55.37,53.054,57.0
Newspoll,900,54.818,55.737,56.0
F2F Morgan,914,54.463,52.147,56.5
F2F Morgan,944,54.225,51.909,56.0
Newspoll,961,51.492,52.411,54.0
F2F Morgan,975,55.642,53.326,57.5
F2F Morgan,1006,55.028,52.712,57.5
Newspoll,1022,51.972,52.891,55.0
F2F Morgan,1036,58.87,56.554,60.5
F2F Morgan,1067,57.945,55.629,60.0
Nielsen,1075,54.398,54.53,56.0
Newspoll,1083,51.694,52.613,54.0
F2F Morgan,1097,56.1,53.784,57.5
F2F Morgan,1128,57.471,55.155,59.0
Newspoll,1145,52.746,53.665,56.0
F2F Morgan,1159,58.155,55.839,60.5
F2F Morgan,1187,56.072,53.756,59.5
Newspoll,1204,54.238,55.112,56.0
F2F Morgan,1218,59.028,56.96,61.5
F2F Morgan,1236,57.595,55.775,58.5
F2F Morgan,1250,51.699,50.072,53.5
Nielsen,1256,54.398,54.49,55.0
Newspoll,1265,55.114,55.298,57.0
F2F Morgan,1279,55.598,54.384,57.5
F2F Morgan,1309,55.497,54.697,57.5
Newspoll,1326,54.124,53.707,55.0
F2F Morgan,1340,53.523,52.86,55.0
Nielsen,1344,53.486,53.533,55.0
Morgan Phone,1346,50.23,50.31,50.0
Morgan Phone,1377,50.16,50.24,52.0
Newspoll,1387,53.238,52.821,54.0
Galaxy,1407,51.502,51.637,52.0
Nielsen,1408,53.978,54.025,56.0
Morgan Phone,1411,54.056,54.136,55.0
Newspoll,1426,53.616,53.199,55.0
McNair,1433,49.021,49.801,50.5
Nielsen,1435,53.144,53.191,54.0
Morgan Phone,1436,56.123,56.203,55.0
Morgan Phone,1439,53.877,53.957,53.0
Galaxy,1439,54.144,54.279,55.0
Newspoll,1440,55.818,55.401,56.0
Nielsen,1440,51.854,51.901,53.0
