Firm,Day,@TPP,@TPP adj,@TPP reported
Saulwick,1,43.362,45.273,nan
Newspoll,4,44.612,43.99,nan
F2F Morgan,18,51.612,50.438,nan
Saulwick,35,49.758,51.669,nan
F2F Morgan,45,48.163,46.989,nan
Saulwick,92,48.367,50.278,nan
Newspoll,96,42.51,41.888,nan
Saulwick,154,50.061,51.972,nan
Newspoll,155,53.857,53.235,nan
Newspoll,216,49.959,49.337,nan
Newspoll,277,43.408,42.786,nan
Saulwick,273,45.714,47.625,nan
Saulwick,335,38.533,40.444,nan
Newspoll,338,43.612,42.99,nan
Saulwick,364,37.163,39.074,nan
Newspoll,399,44.51,43.888,nan
Saulwick,401,39.967,41.879,nan
Newspoll,461,48.51,47.888,nan
Saulwick,463,40.714,42.625,nan
Saulwick,490,41.163,43.074,nan
Newspoll,520,45.51,44.888,nan
Saulwick,524,38.612,40.523,nan
Saulwick,546,40.061,41.972,nan
Newspoll,581,44.408,43.786,nan
Saulwick,590,39.612,41.523,41.0
Saulwick,609,36.612,38.523,37.0
Newspoll,642,42.959,42.337,nan
Saulwick,636,41.061,42.972,43.0
Saulwick,671,42.347,44.258,45.0
Saulwick,686,46.816,48.727,48.0
Newspoll,703,46.857,46.235,nan
Saulwick,707,42.061,43.972,42.0
AGB McNair,712,51.51,51.438,nan
Newspoll,764,48.959,48.337,nan
Newspoll,826,44.959,44.337,nan
AGB McNair,829,44.788,44.717,nan
AGB McNair,857,42.921,42.849,nan
Newspoll,885,46.51,45.888,nan
AGB McNair,886,44.069,43.997,nan
AGB McNair,924,42.478,42.407,nan
AGB McNair,941,43.845,43.774,nan
Newspoll,946,45.061,44.439,nan
AGB McNair,965,44.857,44.785,nan
AGB McNair,997,38.959,38.887,nan
Newspoll,1007,47.061,46.439,nan
AGB McNair,1022,45.959,45.909,nan
Quadrant,1047,46.51,45.677,nan
AGB McNair,1053,44.51,44.51,nan
Newspoll,1068,44.959,44.505,nan
AGB McNair,1081,44.51,44.553,nan
F2F Morgan,1106,47.737,46.555,48.5
AGB McNair,1109,45.959,46.045,nan
Newspoll,1129,47.061,46.774,nan
F2F Morgan,1134,49.079,47.896,50.0
AGB McNair,1143,45.959,46.073,nan
Newspoll,1191,44.061,43.774,nan
AGB McNair,1179,43.959,44.073,45.0
AGB McNair,1207,43.12,43.235,45.0
AGB McNair,1225,44.898,45.012,49.0
AGB McNair,1239,43.845,43.959,45.0
Quadrant,1246,44.755,43.901,45.0
AGB McNair,1246,41.959,42.073,42.0
Newspoll,1247,43.306,43.019,nan
