Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,50.84,46.58,52.5
F2F Morgan,62,55.081,50.821,56.5
Newspoll,76,52.158,53.369,nan
Advertiser,107,52.787,54.251,54.5
F2F Morgan,154,59.617,55.357,59.5
Newspoll,168,51.156,52.367,nan
F2F Morgan,215,59.358,55.098,60.0
Newspoll,260,56.315,57.527,nan
Advertiser,265,50.531,51.995,53.5
F2F Morgan,276,56.088,51.828,56.5
F2F Morgan,338,60.858,56.598,60.5
Advertiser,349,53.86,55.324,54.5
Newspoll,352,52.668,53.879,nan
F2F Morgan,397,60.237,55.977,60.5
Newspoll,441,53.044,54.255,nan
F2F Morgan,458,61.165,56.905,60.0
Advertiser,496,53.444,54.908,55.5
F2F Morgan,519,60.742,56.482,60.0
Newspoll,533,51.299,52.51,nan
F2F Morgan,580,58.039,53.779,58.0
Advertiser,594,51.601,53.065,51.9
Newspoll,625,52.612,53.824,nan
F2F Morgan,641,57.404,53.144,56.0
F2F Morgan,703,61.142,56.882,61.0
Newspoll,717,57.232,58.444,59.0
Advertiser,748,56.159,57.623,55.5
F2F Morgan,763,60.47,56.21,59.0
Newspoll,807,56.318,57.529,56.0
F2F Morgan,824,60.438,56.178,60.0
F2F Morgan,885,61.724,57.464,60.5
Newspoll,899,53.768,54.979,55.0
F2F Morgan,946,60.654,56.394,61.0
Newspoll,991,49.526,50.737,49.0
F2F Morgan,1007,57.679,53.419,58.0
Advertiser,1016,46.131,47.594,48.0
F2F Morgan,1069,54.37,50.11,54.0
Advertiser,1083,50.281,51.745,51.0
Newspoll,1083,53.034,54.245,53.0
Advertiser,1112,52.426,53.89,54.0
F2F Morgan,1128,53.58,49.32,54.0
Newspoll,1172,53.968,55.179,55.0
F2F Morgan,1189,60.8,56.54,61.0
F2F Morgan,1250,60.817,56.643,62.0
Newspoll,1264,53.022,54.196,54.0
F2F Morgan,1311,59.217,55.486,62.5
Advertiser,1315,53.736,54.832,55.0
Advertiser,1341,50.47,51.443,52.0
Newspoll,1356,54.852,55.893,56.0
F2F Morgan,1372,58.713,55.311,60.5
Advertiser,1376,53.136,54.033,55.0
Advertiser,1413,57.127,58.024,57.0
F2F Morgan,1417,59.417,56.015,60.5
Newspoll,1434,52.42,53.458,54.0
F2F Morgan,1448,60.213,56.811,61.5
Advertiser,1449,56.595,57.492,57.0
F2F Morgan,1462,60.649,57.246,61.5
Advertiser,1469,53.574,54.471,55.0
Advertiser,1476,55.239,56.137,56.0
Newspoll,1477,55.894,56.932,57.0
