Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,54.575,52.735,54.5
F2F Morgan,33,50.911,49.072,51.5
Newspoll,47,52.375,54.109,nan
Nielsen,50,53.255,51.489,53.0
F2F Morgan,58,56.959,55.119,57.0
F2F Morgan,96,59.375,57.535,59.0
Newspoll,109,52.75,54.484,nan
F2F Morgan,124,54.96,53.121,55.0
Nielsen,141,60.587,58.82,61.0
F2F Morgan,152,56.736,54.896,56.0
Newspoll,169,56.25,57.984,nan
F2F Morgan,184,58.816,56.976,60.0
F2F Morgan,215,61.852,60.013,62.0
Newspoll,230,60.375,62.109,nan
Nielsen,232,59.505,57.739,60.0
F2F Morgan,243,59.472,57.632,59.5
F2F Morgan,275,62.887,61.047,62.0
Nielsen,288,64.342,62.576,63.0
Newspoll,291,60.0,61.734,nan
F2F Morgan,305,59.343,57.503,59.0
F2F Morgan,336,62.821,60.981,63.0
Newspoll,352,57.0,58.734,nan
F2F Morgan,366,65.299,63.46,65.5
F2F Morgan,397,60.807,58.968,60.0
Newspoll,413,54.625,56.359,nan
F2F Morgan,427,60.406,58.566,61.0
F2F Morgan,458,58.634,56.794,59.0
Newspoll,475,57.625,59.359,nan
F2F Morgan,489,62.302,60.462,62.0
Nielsen,498,63.411,61.645,64.0
F2F Morgan,517,64.539,62.7,64.0
Newspoll,534,60.25,61.984,nan
F2F Morgan,548,62.698,60.859,63.0
Nielsen,554,64.495,62.728,65.0
F2F Morgan,578,65.445,63.605,66.5
Quadrant,587,58.119,59.119,nan
Newspoll,595,58.75,60.484,nan
F2F Morgan,609,61.25,59.41,62.5
F2F Morgan,639,63.441,61.601,63.5
Newspoll,656,54.125,55.859,nan
F2F Morgan,670,62.703,60.863,62.5
F2F Morgan,701,64.013,62.174,63.0
Newspoll,717,52.865,54.598,nan
F2F Morgan,731,57.984,56.145,58.5
F2F Morgan,762,62.961,61.121,63.0
Newspoll,778,52.632,54.365,nan
F2F Morgan,792,56.316,54.477,56.5
F2F Morgan,823,54.818,52.978,56.0
Newspoll,840,54.768,56.502,nan
F2F Morgan,854,55.339,53.499,56.0
F2F Morgan,882,56.282,54.443,57.0
Newspoll,899,56.443,58.177,nan
F2F Morgan,913,57.552,55.762,58.0
F2F Morgan,943,61.486,59.821,61.5
Newspoll,960,56.057,57.469,nan
F2F Morgan,974,56.383,54.842,57.5
F2F Morgan,1004,56.215,54.799,57.5
Newspoll,1021,55.485,56.553,nan
F2F Morgan,1035,59.031,57.689,59.0
Nielsen,1057,56.313,56.049,57.0
F2F Morgan,1066,57.925,56.583,59.5
Newspoll,1082,52.577,53.645,nan
F2F Morgan,1096,56.477,55.134,55.5
F2F Morgan,1127,61.683,60.341,62.0
Saulwick,1128,59.722,60.015,61.0
Newspoll,1125,57.702,58.77,60.0
Morgan Phone,1134,56.688,57.283,59.0
Newspoll,1140,56.75,57.818,57.5
Morgan Phone,1140,58.188,58.783,59.0
Saulwick,1141,57.102,57.395,60.0
Morgan Phone,1142,56.938,57.533,57.0
