Firm,Day,ALP TPP,ALP TPP adj
SMS Morgan,1,47.558309629380204,47.94602205318117
SMS Morgan,28,48.218389734839135,48.6061021586401
Galaxy,54,50.83913848773133,51.03652883083858
SMS Morgan,57,52.451789336199006,52.83950175999997
Galaxy,96,53.058892572208606,53.25628291531585
ReachTEL,97,48.70556719847917,49.244826006834515
SMS Morgan,98,48.12459013653971,48.51230256034067
SMS Morgan,126,51.48722890965614,51.8749413334571
SMS Morgan,168,51.29640109044341,51.68411351424437
Galaxy,187,53.451087495126785,53.64847783823403
SMS Morgan,197,51.96235316466917,52.35006558847013
Newspoll2,198,54.10164122919523,53.57123051655724
SMS Morgan,240,49.6154303994078,50.00314282320876
Essential,243,51.8298390486144,51.62374862518925
Newspoll2,274,53.310860433669625,52.78044972103164
Essential,274,51.53920188514831,51.333111461723156
Galaxy,281,50.09383457963975,50.29122492274699
SMS Morgan,294,51.91462745310979,52.30233987691075
Essential,304,48.6085747811735,48.40248435774835
Essential,335,53.23717859388615,53.031088170461
SMS Morgan,351,48.12331869401429,48.51103111781525
Galaxy,362,49.67318913623252,49.87057947933977
Essential,366,51.30677887508987,51.100688451664716
Galaxy,390,50.5891245252973,50.786514868404545
Essential,396,52.24759625298351,52.04150582955836
SMS Morgan,410,52.357481953198,52.74519437699896
Galaxy,426,50.88914321838215,51.0865335614894
Essential,426,54.62887780099003,54.42278737756488
ReachTEL,437,50.187926097072314,50.727184905427656
Galaxy,454,48.08756404263168,48.28495438573893
Newspoll2,456,50.91092518830861,50.38051447567062
Essential,456,50.521649587961846,50.315559164536694
SMS Morgan,466,50.10428917794232,50.49200160174328
Essential,487,49.28510506119648,49.07901463777133
Essential,517,49.440229879245685,49.23413945582053
Galaxy,537,56.89445283893462,57.09184318204186
Essential,548,54.437206559800785,54.23111613637563
SMS Morgan,553,51.337250000000004,51.72496242380097
Essential,579,50.7185,50.512409576574846
SMS Morgan,595,53.9905,54.37821242380096
Essential,609,52.566,52.35990957657485
Galaxy,636,50.52132971770131,50.71872006080856
Essential,640,54.7515,54.54540957657485
Essential,670,50.6395,50.433409576574846
Galaxy,726,50.13508512820587,50.33247547131312
ReachTEL,726,49.73008512820587,50.269343936561214
Essential,732,54.032,53.825909576574844
Galaxy,803,52.17728847132809,52.374678814435335
Essential,821,53.466,53.25990957657485
ReachTEL,839,50.15156644841645,50.690825256771795
Essential,882,53.3075,53.101409576574845
Galaxy,902,50.77628289046902,50.973673233576264
Newspoll2,913,53.059006598049436,52.52859588541145
Essential,913,54.0955,53.88940957657485
Essential,944,52.2165,52.01040957657485
ReachTEL,957,52.15340774380855,52.69266655216389
Newspoll2,970,52.993534571674836,52.46312385903685
Essential,974,49.6545,49.448409576574846
Galaxy,992,53.159716465783774,53.35710680889102
Essential,1001,54.047,53.840909576574845
ReachTEL,1008,55.5485,56.08775880835534
Newspoll2,1012,53.24638903094043,52.71597831830244
Galaxy,1014,53.012601849614995,53.20999219272224
