Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan Phone,1,44.118,43.445,44.5
Morgan Phone,31,42.494,41.822,43.0
Morgan Phone,62,49.241,48.569,50.0
AGB McNair,69,42.039,42.58,43.0
Newspoll,109,43.49,43.739,nan
Newspoll,170,39.49,39.739,nan
Newspoll,231,41.039,41.288,nan
Newspoll,293,43.588,43.837,nan
Newspoll,352,41.588,41.837,nan
Newspoll,413,45.49,45.739,nan
Newspoll,474,44.941,45.19,nan
Quadrant,514,48.49,48.115,nan
Newspoll,535,41.588,41.837,nan
Newspoll,596,49.039,49.288,nan
Taverner,613,56.392,54.94,nan
Newspoll,658,50.039,50.288,nan
Newspoll,717,53.137,53.386,nan
Newspoll,778,51.686,51.935,nan
Nielsen,797,48.359,50.064,50.0
F2F Morgan,822,52.259,52.18,54.0
Newspoll,839,51.686,51.935,nan
Nielsen,839,46.288,47.993,48.0
F2F Morgan,854,50.588,50.51,52.5
F2F Morgan,885,48.665,48.587,49.5
Newspoll,900,48.941,49.19,nan
F2F Morgan,913,46.297,46.219,47.5
F2F Morgan,945,50.854,50.775,52.0
Newspoll,961,48.588,48.837,nan
F2F Morgan,973,44.054,43.976,45.5
F2F Morgan,1011,47.885,47.807,49.5
Newspoll,1023,44.941,45.19,nan
F2F Morgan,1039,46.01,45.804,47.5
Nielsen,1050,45.137,46.884,46.0
F2F Morgan,1060,46.068,45.77,48.0
F2F Morgan,1078,43.942,43.563,47.0
Newspoll,1082,45.392,45.639,nan
F2F Morgan,1099,47.08,46.6,48.5
Nielsen,1101,44.588,46.392,46.0
F2F Morgan,1126,46.881,46.283,48.5
Newspoll,1143,43.941,44.187,nan
F2F Morgan,1158,48.632,48.006,50.0
Nielsen,1167,44.168,46.005,45.0
F2F Morgan,1186,47.401,46.775,49.0
Newspoll,1204,45.49,45.736,nan
F2F Morgan,1214,48.256,47.63,50.0
Nielsen,1217,45.588,47.425,47.0
Quadrant,1228,45.843,45.879,46.0
Nielsen,1230,42.392,44.229,42.0
Morgan Phone,1239,48.292,48.008,50.0
Nielsen,1249,45.49,47.327,46.0
Newspoll,1250,50.392,50.638,51.0
Morgan Phone,1250,48.843,48.559,49.5
Morgan Phone,1252,48.843,48.559,49.5
