Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,50.41,49.998,nan
Newspoll,63,50.969,50.557,nan
Newspoll,122,54.205,53.793,nan
Newspoll,183,48.528,48.116,nan
Newspoll,244,48.41,47.998,nan
Newspoll,305,45.851,45.439,nan
Newspoll,366,44.969,44.557,nan
Newspoll,428,49.969,49.557,nan
Newspoll,487,53.528,53.116,nan
Newspoll,578,52.41,51.998,nan
Newspoll,670,46.292,45.88,nan
Newspoll,701,44.733,44.321,nan
Newspoll,731,47.733,47.321,nan
Newspoll,812,41.733,41.321,nan
Newspoll,837,42.615,42.203,nan
Newspoll,838,45.615,45.203,nan
