Firm,Day,@TPP,@TPP adj,@TPP reported
Galaxy,1,33.237,33.227,33.0
Morgan Phone,19,36.049,36.53,38.0
ReachTEL,42,31.217,31.143,nan
Morgan Phone,55,36.049,36.53,38.0
Morgan Phone,82,37.374,37.854,41.0
Newspoll,86,40.637,40.567,40.0
ReachTEL,85,43.433,43.359,43.5
Galaxy,95,40.523,40.513,40.0
ReachTEL,116,44.817,44.744,45.0
ReachTEL,146,42.356,42.282,nan
Newspoll,178,44.227,44.157,44.0
ReachTEL,186,46.203,46.129,46.0
Galaxy,186,44.928,44.919,44.0
Essential,194,47.111,46.351,47.0
ReachTEL,207,44.811,44.737,45.0
ReachTEL,242,46.206,46.132,46.0
Newspoll,270,38.084,38.013,38.0
ReachTEL,277,40.04,39.967,40.0
Galaxy,277,45.959,45.95,45.0
Essential,298,41.521,40.762,42.0
ReachTEL,305,40.578,40.505,nan
ReachTEL,333,41.256,41.182,nan
Newspoll,359,42.106,42.036,41.0
Galaxy,366,43.66,43.651,43.0
ReachTEL,366,41.247,41.173,nan
ReachTEL,415,46.741,46.667,47.0
Galaxy,445,43.203,43.194,43.0
Galaxy,542,43.699,43.689,43.0
Newspoll,543,45.833,45.763,45.0
Essential,543,42.586,41.827,43.0
Essential,573,44.626,43.867,45.0
Essential,604,49.217,48.457,50.0
Galaxy,629,47.545,47.536,47.0
Newspoll,635,48.201,48.13,48.0
Essential,635,50.54,49.781,50.0
Essential,663,46.411,45.652,47.0
ReachTEL,681,48.065,47.992,nan
Essential,694,52.649,51.889,52.0
Newspoll,724,51.566,51.495,51.0
Essential,724,47.268,46.508,47.0
Galaxy,732,45.409,45.399,45.0
ReachTEL,745,46.165,46.093,46.4
Essential,756,49.534,48.79,50.0
ReachTEL,773,47.694,47.641,49.0
Essential,786,50.523,49.817,50.0
ReachTEL,792,48.489,48.448,nan
ReachTEL,808,53.94,53.909,48.0
Galaxy,814,48.638,48.514,48.0
Newspoll,816,46.508,46.617,46.0
Essential,817,49.275,48.609,50.0
ReachTEL,836,47.314,47.302,49.0
Essential,848,50.127,49.5,51.0
SMS Morgan,860,46.908,46.511,49.0
ReachTEL,872,47.975,47.982,49.0
Essential,878,49.782,49.175,50.0
SMS Morgan,888,51.017,50.614,50.5
Newspoll,908,50.108,50.337,50.0
Galaxy,912,51.121,50.916,50.0
SMS Morgan,916,52.104,51.701,49.5
ReachTEL,921,49.379,49.386,51.0
Essential,930,50.158,49.552,51.0
ReachTEL,960,49.209,49.216,50.0
Newspoll,962,47.636,47.865,47.0
Galaxy,962,48.76,48.555,48.0
SMS Morgan,971,49.319,48.916,49.5
Essential,972,49.828,49.221,50.0
ReachTEL,974,47.559,47.566,48.0
Newspoll,982,48.083,48.312,48.0
Galaxy,982,48.33,48.125,48.0
ReachTEL,983,48.062,48.069,48.0
