Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,51.492,52.335,nan
Newspoll,62,51.657,52.5,nan
Newspoll,123,50.822,51.664,nan
Newspoll,185,52.492,53.335,54.0
F2F Morgan,199,57.835,54.943,58.0
F2F Morgan,228,54.552,51.66,55.0
Newspoll,245,50.441,51.284,53.0
Taverner,253,49.943,50.266,nan
F2F Morgan,259,54.564,51.671,55.0
F2F Morgan,289,53.926,51.033,54.5
Newspoll,306,50.822,51.664,54.0
F2F Morgan,320,50.932,48.039,51.5
F2F Morgan,350,54.526,51.633,55.0
Newspoll,367,50.956,51.799,51.0
F2F Morgan,381,51.957,49.065,52.5
F2F Morgan,412,50.74,47.848,51.5
Newspoll,428,46.15,46.993,48.0
F2F Morgan,442,50.227,47.335,50.5
F2F Morgan,473,52.218,49.325,52.5
Newspoll,489,45.531,46.374,46.0
F2F Morgan,503,46.89,43.997,47.5
F2F Morgan,534,51.402,48.509,52.0
Newspoll,551,46.501,47.344,48.0
F2F Morgan,565,50.866,47.973,51.5
F2F Morgan,593,49.233,46.34,49.5
Newspoll,610,49.501,50.344,51.0
F2F Morgan,624,51.821,48.928,52.5
F2F Morgan,654,50.529,47.637,51.0
Newspoll,671,47.687,48.53,49.0
F2F Morgan,685,52.608,49.715,53.0
F2F Morgan,715,52.445,49.553,53.5
Newspoll,732,48.552,49.395,50.0
F2F Morgan,746,56.793,53.9,58.0
F2F Morgan,777,54.422,51.529,55.0
Newspoll,793,50.956,51.799,53.0
F2F Morgan,807,54.839,51.947,55.5
F2F Morgan,838,54.102,51.209,55.0
Newspoll,854,46.306,47.149,48.0
F2F Morgan,868,55.271,52.379,55.5
F2F Morgan,900,54.491,51.598,55.0
Newspoll,916,46.142,46.985,49.0
F2F Morgan,930,49.893,47.001,51.0
F2F Morgan,958,52.46,49.568,53.0
Newspoll,975,46.687,47.53,48.0
F2F Morgan,989,53.756,50.864,54.5
F2F Morgan,1019,53.002,50.109,54.0
Newspoll,1036,50.306,51.149,52.0
F2F Morgan,1050,56.319,53.427,57.0
F2F Morgan,1080,51.651,48.758,52.5
Nielsen,1097,50.245,50.294,51.0
Newspoll,1097,52.1,52.895,55.0
F2F Morgan,1111,58.693,55.827,59.5
Galaxy,1128,44.4,45.244,46.0
F2F Morgan,1142,57.789,54.957,58.5
Newspoll,1158,52.822,53.26,54.0
F2F Morgan,1172,52.224,49.428,53.0
F2F Morgan,1203,54.696,51.937,55.0
Galaxy,1189,50.901,51.874,52.0
Nielsen,1206,48.979,49.466,51.0
Newspoll,1219,51.792,51.92,53.0
F2F Morgan,1233,58.918,56.166,59.5
F2F Morgan,1264,57.714,54.962,58.0
Newspoll,1281,56.822,56.95,59.0
Taverner,1281,51.636,52.282,54.0
Nielsen,1304,55.562,56.065,57.0
Newspoll,1319,53.515,53.644,56.0
Nielsen,1329,53.854,54.357,56.0
Galaxy,1329,50.823,51.839,53.0
Newspoll,1330,54.501,54.63,56.5
