Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,51.756,52.182,51.0
SMS Morgan,45,50.515,53.282,49.5
SMS Morgan,73,52.773,55.539,52.5
Newspoll,93,54.07,54.495,53.0
SMS Morgan,101,51.938,54.704,51.5
SMS Morgan,156,52.244,55.01,52.0
Newspoll,185,54.583,55.009,54.0
SMS Morgan,185,53.267,56.033,53.0
SMS Morgan,213,53.254,56.02,53.0
SMS Morgan,241,51.319,54.085,51.0
Newspoll,274,54.595,55.02,54.0
SMS Morgan,282,49.898,52.665,49.5
SMS Morgan,310,49.192,51.959,49.0
SMS Morgan,352,51.701,54.467,51.0
SMS Morgan,381,51.455,54.221,50.5
SMS Morgan,424,49.543,52.309,49.0
Essential,458,56.655,53.755,54.0
Newspoll2,458,53.85,53.95,51.0
SMS Morgan,477,47.133,49.899,46.0
SMS Morgan,535,48.234,51.0,47.0
Galaxy,539,49.676,51.867,49.0
Essential,550,56.8,53.9,54.0
SMS Morgan,591,51.386,54.152,50.0
Essential,640,54.168,51.269,51.0
SMS Morgan,646,47.38,50.147,48.0
Essential,732,56.168,53.269,54.0
SMS Morgan,738,46.23,48.997,45.0
Galaxy,761,47.719,49.911,47.0
SMS Morgan,779,47.45,50.216,46.0
Essential,824,53.713,50.814,51.0
Essential,916,55.38,52.481,52.0
Essential,1005,54.63,51.73,52.0
Galaxy,1024,48.834,51.025,50.0
Essential,1097,55.289,52.782,52.0
Newspoll2,1189,50.871,51.094,nan
Essential,1189,53.97,52.755,51.0
SMS Morgan,1247,48.572,49.839,nan
ReachTEL,1264,47.861,48.671,nan
Newspoll2,1294,51.161,51.383,nan
Newspoll2,1308,50.98,51.202,nan
ReachTEL,1309,50.973,51.783,52.0
