Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll2,1,52.034,52.177,52.0
Newspoll2,126,50.448,50.591,50.0
ResolvePM,233,52.868,52.545,nan
Newspoll2,287,49.931,50.073,50.0
ResolvePM,373,52.988,52.665,nan
Newspoll2,405,49.126,49.268,49.0
Freshwater,495,48.597,48.586,48.0
ResolvePM,495,48.5,48.178,nan
Redbridge,557,44.756,45.472,45.0
YouGov2,606,48.436,48.741,48.0
ResolvePM,618,50.178,49.856,nan
uComms,660,49.978,48.083,48.0
uComms,669,50.907,49.013,49.0
uComms,729,50.666,48.771,50.0
Newspoll,748,46.267,46.212,46.0
uComms,784,47.714,45.977,nan
YouGov2,782,44.195,44.53,44.0
ResolvePM,774,43.603,43.519,nan
Redbridge,770,42.525,43.089,43.0
uComms,813,50.451,48.811,nan
YouGov2,872,43.392,43.776,43.0
Wolf&Smith,909,42.517,42.846,43.0
ResolvePM,880,41.166,41.597,nan
Redbridge,866,44.965,45.146,45.5
Newspoll,937,45.916,45.745,45.0
Freshwater,950,45.466,45.512,44.0
YouGov2,965,46.241,46.626,45.5
ResolvePM,969,47.503,47.348,47.0
Newspoll,973,47.215,47.044,47.5
uComms,976,49.551,48.049,49.0
