Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,54.575,52.875,54.5
F2F Morgan,33,50.911,49.212,51.5
Newspoll,47,52.375,54.217,nan
Nielsen,50,53.255,51.608,53.0
F2F Morgan,58,56.959,55.259,57.0
F2F Morgan,96,59.375,57.675,59.0
Newspoll,109,52.75,54.592,nan
F2F Morgan,124,54.96,53.261,55.0
Nielsen,141,60.587,58.94,61.0
F2F Morgan,152,56.736,55.036,56.0
Newspoll,169,56.25,58.092,nan
F2F Morgan,184,58.816,57.116,60.0
F2F Morgan,215,61.852,60.153,62.0
Newspoll,230,60.375,62.217,nan
Nielsen,232,59.505,57.858,60.0
F2F Morgan,243,59.472,57.772,59.5
F2F Morgan,275,62.887,61.187,62.0
Nielsen,288,64.342,62.695,63.0
Newspoll,291,60.0,61.842,nan
F2F Morgan,305,59.343,57.643,59.0
F2F Morgan,336,62.821,61.121,63.0
Newspoll,352,57.0,58.842,nan
F2F Morgan,366,65.299,63.6,65.5
F2F Morgan,397,60.807,59.108,60.0
Newspoll,413,54.625,56.467,nan
F2F Morgan,427,60.406,58.706,61.0
F2F Morgan,458,58.634,56.934,59.0
Newspoll,475,57.625,59.467,nan
F2F Morgan,489,62.302,60.602,62.0
Nielsen,498,63.411,61.765,64.0
F2F Morgan,517,64.539,62.84,64.0
Newspoll,534,60.25,62.092,nan
F2F Morgan,548,62.698,60.999,63.0
Nielsen,554,64.495,62.848,65.0
F2F Morgan,578,65.445,63.745,66.5
Quadrant,587,58.119,59.037,nan
Newspoll,595,58.75,60.592,nan
F2F Morgan,609,61.25,59.55,62.5
F2F Morgan,639,63.441,61.741,63.5
Newspoll,656,54.125,55.967,nan
F2F Morgan,670,62.703,61.003,62.5
F2F Morgan,701,64.013,62.313,63.0
Newspoll,717,52.865,54.707,nan
F2F Morgan,731,57.984,56.285,58.5
F2F Morgan,762,62.961,61.261,63.0
Newspoll,778,52.632,54.474,nan
F2F Morgan,792,56.316,54.617,56.5
F2F Morgan,823,54.818,53.118,56.0
Newspoll,840,54.768,56.61,nan
F2F Morgan,854,55.339,53.639,56.0
F2F Morgan,882,56.282,54.582,57.0
Newspoll,899,56.443,58.286,nan
F2F Morgan,913,57.552,55.897,58.0
F2F Morgan,943,61.486,59.943,61.5
Newspoll,960,56.057,57.555,nan
F2F Morgan,974,56.383,54.951,57.5
F2F Morgan,1004,56.215,54.896,57.5
Newspoll,1021,55.485,56.616,nan
F2F Morgan,1035,59.031,57.779,59.0
Nielsen,1057,56.313,56.057,57.0
F2F Morgan,1066,57.925,56.672,59.5
Newspoll,1082,52.577,53.708,nan
F2F Morgan,1096,56.477,55.224,55.5
F2F Morgan,1127,61.683,60.431,62.0
Saulwick,1128,59.722,59.959,61.0
Newspoll,1125,57.702,58.833,60.0
Morgan Phone,1134,56.688,57.217,59.0
Newspoll,1140,56.75,57.881,57.5
Morgan Phone,1140,58.188,58.717,59.0
Saulwick,1141,57.102,57.339,60.0
Morgan Phone,1142,56.938,57.467,57.0
