Firm,Day,ALP TPP,ALP TPP adj
Morgan Phone,1,32.9365,33.87645005231968
Newspoll,173,37.307,36.8969142736055
Newspoll,234,39.149,38.7389142736055
Newspoll,296,39.664,39.2539142736055
Morgan Phone,349,39.4065,40.34645005231968
Newspoll,356,39.961,39.5509142736055
Morgan Phone,425,38.7225,39.66245005231968
Morgan Phone,461,33.829,34.76895005231968
Newspoll,478,41.506,41.0959142736055
Morgan Phone,488,38.28,39.21995005231968
Galaxy,522,43.408,43.35122709979568
Newspoll,539,42.833,42.4229142736055
Essential,600,40.994,40.665789131363454
Newspoll,600,43.348,42.9379142736055
Newspoll,662,41.833,41.4229142736055
Essential,704,43.152,42.823789131363455
Nielsen,712,36.705,36.872574252092825
Newspoll,721,41.22,40.8099142736055
Newspoll,782,42.021,41.6109142736055
Newspoll,843,40.735,40.3249142736055
Newspoll,904,44.735,44.3249142736055
Essential,949,43.152,42.823789131363455
Essential,979,47.122,46.793789131363454
Essential,1010,42.994,42.665789131363454
Newspoll,1027,43.735,43.3249142736055
Essential,1041,45.509,45.180789131363454
Nielsen,1053,49.021,49.18857425209283
Essential,1069,46.994,46.665789131363454
Essential,1100,45.994,45.665789131363454
Essential,1130,48.637,48.308789131363454
Galaxy,1142,48.438,48.38122709979568
Newspoll,1147,45.664,45.2539142736055
Newspoll,1208,48.149,47.7389142736055
Galaxy,1229,46.438,46.38122709979568
SMS Morgan,1266,44.8235,45.45958361396402
Newspoll,1269,47.179,46.7689142736055
SMS Morgan,1294,45.359,45.99508361396402
Galaxy,1319,45.438,45.38122709979568
Ipsos,1319,47.438,47.55562511289662
SMS Morgan,1322,45.8725,46.50858361396402
Newspoll,1330,45.893,45.4829142736055
Essential,1339,47.351,47.02278913136345
Galaxy,1368,47.438,47.38122709979568
SMS Morgan,1377,46.6805,47.31658361396402
Galaxy,1382,46.953,46.89622709979568
Ipsos,1397,46.081,46.19862511289662
SMS Morgan,1406,45.686,46.32208361396402
Galaxy,1410,47.765,47.70822709979568
Newspoll,1416,47.923,47.5129142736055
ReachTEL,1417,46.474,46.568681882505835
ReachTEL,1425,46.693599999999996,46.788281882505835
Galaxy,1431,47.28,47.22322709979568
SMS Morgan,1433,45.017,45.65308361396402
Essential,1435,47.122,46.793789131363454
Lonergan,1438,45.28,45.74104548770064
Galaxy,1429,46.795,46.73822709979568
Ipsos,1439,44.239000000000004,44.35662511289662
Lonergan,1440,43.408,43.86904548770064
SMS Morgan,1441,46.521,47.15708361396402
Galaxy,1444,45.923,45.86622709979568
Newspoll,1444,46.408,45.9979142736055
ReachTEL,1445,45.547,45.641681882505836
SMS Morgan,1445,41.645,42.28108361396402
