Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,48.125,47.974,nan
Newspoll,63,50.307,50.156,nan
Newspoll,122,48.085,47.934,nan
Newspoll,183,48.085,47.934,nan
Newspoll,244,48.544,48.393,nan
Newspoll,305,51.34,51.189,nan
Newspoll,366,48.673,48.521,nan
Newspoll,428,44.995,44.844,nan
Newspoll,487,44.014,43.863,nan
Newspoll,548,37.608,37.457,nan
Newspoll,578,36.044,35.893,nan
Saulwick,609,30.792,30.824,nan
Newspoll,640,35.72,35.569,nan
Newspoll,701,30.021,29.87,nan
Newspoll,731,32.782,32.631,nan
F2F Morgan,776,32.67,31.017,nan
Newspoll,793,32.801,32.65,nan
Newspoll,852,30.665,30.514,nan
Saulwick,875,30.887,30.919,nan
Newspoll,876,34.547,34.396,nan
Newspoll,892,29.378,29.226,nan
Newspoll,908,39.3,39.149,nan
Saulwick,897,38.231,38.263,nan
F2F Morgan,906,40.46,38.807,nan
F2F Morgan,988,40.741,39.088,nan
F2F Morgan,1019,42.668,41.015,nan
Saulwick,1058,42.606,42.638,nan
Saulwick,1087,44.314,44.346,nan
Newspoll,1096,42.876,42.725,nan
Saulwick,1156,37.187,37.219,nan
Newspoll,1158,40.303,40.152,nan
Saulwick,1183,36.885,36.958,nan
Newspoll,1218,39.595,39.186,nan
Saulwick,1219,44.033,44.174,nan
Saulwick,1247,44.442,44.636,nan
Saulwick,1275,40.876,41.122,nan
Newspoll,1279,37.741,37.047,nan
Saulwick,1310,34.66,34.917,nan
Saulwick,1338,35.904,36.162,nan
Newspoll,1340,42.741,42.038,nan
Saulwick,1352,38.325,38.582,nan
Saulwick,1371,37.326,37.584,nan
Newspoll,1383,42.73,42.027,nan
Saulwick,1387,42.299,42.556,nan
Newspoll,1400,44.87,44.167,45.0
Morgan Phone,1400,46.022,44.848,nan
Saulwick,1401,41.876,42.133,42.0
