Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan Phone,1,47.564,47.853,43.0
Morgan Phone,133,45.227,45.516,43.0
Newspoll,244,44.887,43.527,43.0
Newspoll,305,46.394,45.034,45.0
Newspoll,366,50.394,49.034,49.0
Newspoll,428,48.564,47.204,47.0
Morgan Phone,480,49.08,49.369,47.0
Newspoll,488,50.548,49.187,49.0
Morgan Phone,557,49.571,49.859,48.0
Newspoll,610,51.211,49.851,50.0
Morgan Phone,620,47.073,47.362,47.0
Newspoll,671,56.226,54.866,55.0
JWS Research,722,47.935,48.558,47.9
Essential,725,51.581,51.217,50.0
Newspoll,732,56.21,54.849,55.0
ReachTEL,787,53.449,54.388,nan
Newspoll,794,54.394,53.034,53.0
ReachTEL,815,49.45,50.388,nan
ReachTEL,827,50.018,50.957,49.0
Nielsen,829,52.226,51.722,52.0
Essential,836,49.411,49.047,48.0
Newspoll,853,50.904,49.543,50.0
ReachTEL,864,46.671,47.609,nan
Essential,898,54.213,53.849,53.0
ReachTEL,914,48.865,49.804,nan
Newspoll,914,49.889,48.528,49.0
Newspoll,975,52.734,51.373,51.0
Newspoll,1036,54.057,52.696,53.0
Essential,1082,52.734,52.37,52.0
ReachTEL,1088,49.759,50.698,51.0
Nielsen,1089,53.226,52.722,52.0
Essential,1111,51.391,51.028,52.0
Essential,1142,53.699,53.336,52.0
Essential,1173,56.617,56.254,55.0
Nielsen,1185,52.226,51.722,53.0
Galaxy,1185,52.411,52.441,51.0
Newspoll,1185,54.719,53.358,53.0
Essential,1201,51.442,51.078,50.0
Essential,1232,52.131,51.805,51.0
Essential,1262,54.42,54.175,53.0
Newspoll,1279,55.717,54.552,54.0
Essential,1293,52.843,52.684,52.0
Nielsen,1299,57.072,56.727,56.0
Essential,1324,54.435,54.357,53.0
Nielsen,1327,52.225,51.935,51.0
Newspoll,1340,56.195,55.211,55.0
Galaxy,1354,52.889,52.885,52.0
Essential,1355,53.217,53.177,52.0
Essential,1385,53.684,53.644,52.0
SMS Morgan,1398,54.117,53.993,54.0
Essential,1412,55.394,55.353,54.0
Essential,1415,53.465,53.425,52.0
Galaxy,1423,53.226,53.223,52.0
ReachTEL,1424,53.763,53.634,53.0
SMS Morgan,1426,54.286,54.162,52.5
Ipsos,1427,54.458,54.35,53.0
Newspoll,1429,55.241,54.258,54.0
Ipsos,1439,55.24,55.132,53.0
SMS Morgan,1442,55.054,54.931,53.5
Essential,1444,53.734,53.694,53.0
SMS Morgan,1445,56.616,56.492,55.0
Galaxy,1450,53.734,53.73,52.0
SMS Morgan,1454,52.709,52.585,52.0
Galaxy,1456,53.734,53.73,52.0
Newspoll,1457,53.396,52.412,52.0
Ipsos,1457,51.394,51.286,50.0
SMS Morgan,1458,50.164,50.041,50.0
ReachTEL,1458,53.695,53.566,52.0
