Firm,Day,@TPP,@TPP adj,@TPP reported
Essential,1,51.237,51.5,51.0
Essential,15,51.724,51.987,52.0
Essential,31,51.7,51.963,52.0
Newspoll2,47,49.871,49.763,50.0
Essential,45,51.21,51.473,51.0
Newspoll2,61,49.862,49.755,50.0
Essential,58,52.072,52.335,52.0
Essential,73,50.782,51.045,52.0
Newspoll2,75,52.156,52.048,52.0
Essential,86,51.604,51.867,52.0
Newspoll2,89,51.088,50.981,52.0
Essential,102,52.111,52.374,52.0
Newspoll2,103,51.689,51.582,52.0
Essential,116,52.112,52.375,53.0
Newspoll2,117,52.154,52.047,53.0
Essential,129,52.11,52.373,52.0
Newspoll2,131,52.78,52.672,53.0
Ipsos,137,51.428,51.239,51.0
Essential,143,51.089,51.352,52.0
Newspoll2,145,51.179,51.072,52.0
Essential,157,52.387,52.65,53.0
ReachTEL,185,51.024,50.994,54.0
Essential,187,51.605,51.868,53.0
Essential,198,51.403,51.666,54.0
Newspoll2,208,52.871,52.764,54.0
Essential,212,51.403,51.666,52.0
Essential,226,51.97,52.233,53.0
Newspoll2,229,53.686,53.578,55.0
Essential,240,52.288,52.551,53.0
Newspoll2,250,50.865,50.757,52.0
Ipsos,256,55.355,55.166,55.0
Essential,254,53.366,53.629,54.0
Newspoll2,264,52.192,52.084,53.0
Essential,266,51.908,52.171,53.0
Essential,280,51.91,52.173,53.0
Newspoll2,285,51.36,51.253,52.0
Essential,294,53.109,53.372,54.0
Ipsos,305,52.916,52.727,53.0
ReachTEL,304,50.447,50.417,53.0
Newspoll2,306,52.288,52.181,53.0
Essential,308,52.635,52.898,54.0
Newspoll2,321,52.286,52.179,53.0
Essential,322,51.594,51.857,52.0
Essential,336,50.48,50.743,52.0
Newspoll2,341,52.283,52.176,53.0
YouGov,349,53.59,53.795,51.0
Essential,350,51.838,52.101,53.0
ReachTEL,353,51.8,51.77,52.0
Newspoll2,362,52.597,52.49,53.0
YouGov,363,51.606,51.811,48.0
Essential,364,53.512,53.775,54.0
ReachTEL,373,50.6,50.571,51.0
Newspoll2,376,52.472,52.364,53.0
YouGov,376,50.861,51.066,50.0
Essential,378,51.399,51.662,52.0
Newspoll2,390,52.71,52.602,53.0
YouGov,390,51.572,51.777,50.0
Essential,392,53.084,53.347,54.0
Newspoll2,404,53.47,53.362,54.0
YouGov,404,51.659,51.864,49.0
Essential,406,51.941,52.204,53.0
ReachTEL,408,53.348,53.318,52.0
Essential,414,52.889,53.152,53.0
Newspoll2,418,52.578,52.471,53.0
YouGov,418,51.899,52.104,50.0
Ipsos,424,51.671,51.482,53.0
Essential,428,51.42,51.683,52.0
YouGov,432,53.094,53.299,50.0
Essential,435,51.396,51.659,52.0
Newspoll2,439,53.07,52.963,54.0
Essential,442,53.471,53.734,54.0
ReachTEL,447,53.07,53.04,53.0
Essential,453,51.584,51.847,52.0
Newspoll2,460,52.795,52.688,54.0
Essential,470,53.041,53.304,54.0
Newspoll2,474,53.289,53.182,54.0
Essential,488,53.069,53.332,54.0
Newspoll2,487,53.869,53.762,55.0
YouGov,488,53.833,54.038,52.0
Essential,498,53.086,53.349,54.0
YouGov,502,52.018,52.223,53.0
ReachTEL,506,53.767,53.737,53.0
Ipsos,509,52.916,52.726,53.0
Newspoll2,509,52.888,52.78,53.0
YouGov,516,53.148,53.353,50.0
Essential,516,52.685,52.948,54.0
Newspoll2,523,52.981,52.874,53.0
Essential,551,52.785,53.048,53.0
ReachTEL,563,53.369,53.339,52.0
Essential,565,52.899,53.162,54.0
Newspoll2,571,52.184,52.076,52.0
Essential,579,53.105,53.368,54.0
Newspoll2,586,52.891,52.783,53.0
ReachTEL,593,54.788,54.758,54.0
Essential,593,52.384,52.646,53.0
Newspoll2,600,52.672,52.565,53.0
Morgan multi-mode,604,53.991,53.807,54.0
Essential,607,53.057,53.32,54.0
Morgan multi-mode,618,50.977,50.792,51.0
Newspoll2,621,53.18,53.073,53.0
Essential,621,51.088,51.351,52.0
ReachTEL,625,53.462,53.432,54.0
Morgan multi-mode,625,52.704,52.52,51.0
Ipsos,632,52.024,51.835,52.0
Newspoll2,635,52.001,51.893,52.0
Essential,635,51.989,52.252,53.0
Newspoll2,649,51.673,51.566,51.0
Essential,649,52.219,52.482,53.0
ReachTEL,658,52.389,52.359,52.0
Essential,663,52.135,52.398,53.0
Ipsos,669,53.495,53.306,54.0
Newspoll2,670,51.779,51.672,51.0
Essential,670,51.528,51.791,52.0
Essential,677,50.401,50.664,51.0
Newspoll2,684,52.085,51.978,52.0
ReachTEL,689,52.094,52.064,52.0
Essential,691,52.906,53.169,54.0
Essential,705,51.325,51.588,52.0
Newspoll2,705,52.598,52.491,52.0
Ipsos,712,53.205,53.016,53.0
Newspoll2,719,51.27,51.163,51.0
Essential,719,51.439,51.702,52.0
Newspoll2,733,51.49,51.383,51.0
Essential,733,50.618,50.881,51.0
Ipsos,739,50.727,50.538,51.0
Newspoll2,747,50.997,50.89,51.0
Essential,747,50.112,50.375,51.0
Newspoll2,761,51.291,51.184,51.0
Essential,761,51.606,51.869,52.0
Ipsos,767,54.333,54.144,55.0
Morgan multi-mode,769,55.86,55.676,50.5
Newspoll2,775,56.382,56.275,56.0
Essential,775,54.397,54.66,55.0
Morgan multi-mode,776,53.518,53.334,54.0
Newspoll2,789,56.491,56.384,56.0
Essential,789,52.798,53.061,54.0
Ipsos,795,52.453,52.264,53.0
Newspoll2,803,53.985,53.868,54.0
Essential,803,52.724,52.992,53.0
Essential,817,51.823,52.111,53.0
Ipsos,823,54.167,54.035,55.0
