House,Party,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
New house effects
Newspoll,@TPP,-1.351464956865828,-0.253078095855092,-0.044402929046030146,0.11712039353071606,0.25076088614858755,0.39844317874718493,0.534324732964591,0.6912168338823091,0.882133765848807,1.1830542906623944,2.4711911281123506
ReachTEL,@TPP,-2.814733527785998,-1.0094350426658536,-0.6922007113696138,-0.48827442749919947,-0.33496512400032713,-0.2224554894889832,-0.08198813044635135,0.050063249163793885,0.21052963128445157,0.4560990808579023,1.7394430381092671
Galaxy,@TPP,-1.9349762222405849,-0.9748326207402838,-0.6591225896600381,-0.44592838315938954,-0.2775286162322169,-0.15621913439749174,-0.02151779408366339,0.10160783685730188,0.24563228421038397,0.49857979734656666,1.6001283577113548
Essential,@TPP,-3.4604785277755914,-1.330155271186973,-0.9161548104118983,-0.6443015429282183,-0.4404030090494304,-0.2552907913247462,-0.08486652248405825,0.06543854109191362,0.24762436408284755,0.5631301093114742,1.8502050927843146
Nielsen,@TPP,-2.7590529587662016,-0.8193430919111988,-0.46921200434916954,-0.23670613447365862,-0.03996257345423655,0.1181911705614923,0.3104192137631777,0.5249006863530546,0.8298110164943955,1.362224216697288,4.220972119896574
Morgan phone,@TPP,-4.0782084700762695,-1.3269622857608838,-0.8044448707771359,-0.44641864391263125,-0.20937520251804997,-0.048143124732431944,0.12830757393849257,0.36333252538767813,0.6924399389194263,1.1702217603836447,4.639666637533361
SMS Morgan,@TPP,-2.4329533057690242,-1.1219516111665493,-0.8057971824524333,-0.541375276178884,-0.3748092409801451,-0.20645416609793238,-0.06103806322417593,0.08027941890109623,0.2653237880345431,0.5853437857757443,2.259859378281811
Ipsos,@TPP,-2.7070635264216896,-0.991541605392296,-0.6481361662889181,-0.38123288637264297,-0.21158654729964488,-0.05448869241454086,0.06738547970931491,0.245148504698459,0.47233207250809217,0.8145085279148634,2.602814610998583
Old house effects
Newspoll,@TPP,-0.7136585345880659,0.14623631252847596,0.3721508485341713,0.5528143489655026,0.7246840850230465,0.863882978698573,1.03195194295815,1.1999915990181629,1.3972171602214443,1.6701408299814269,2.8844123008215092
ReachTEL,@TPP,-3.290317908845614,-1.6913174039218437,-1.3357110735447926,-1.1002644602200102,-0.92272881132865,-0.7435439879375867,-0.5779967839195179,-0.4346055726332704,-0.2410258414175241,-0.0348964208410386,0.9363802914582995
Galaxy,@TPP,-2.5989068970783626,-0.8885397103387105,-0.6199155391564872,-0.41668305385393,-0.23260573029577902,-0.0925591855276737,0.0537456962876396,0.21036826592925167,0.4196149855974881,0.7380734788545174,2.6536171404418623
Essential,@TPP,-1.723284638088739,-0.6928235919580409,-0.3941611129741238,-0.2101712071769634,-0.06808027355238709,0.03595784596241893,0.16673601937591898,0.3208598424986777,0.5436807309248552,0.842388696795362,2.753064626185799
Nielsen,@TPP,-2.6388612752190745,-0.6003375072799051,-0.2668977943191455,-0.070728516235023,0.11767131410238632,0.3179969095535091,0.5188413361942337,0.7501942318368269,1.073406388995649,1.5443275361626552,3.4960228212546203
Morgan phone,@TPP,-3.592830321403364,-1.4169339418656164,-0.9256159870403577,-0.6348921066346531,-0.3454037348014398,-0.13946345098100693,-0.0004761047753266246,0.1646721413089277,0.391471958585606,0.7870153690114845,2.915209973031977
SMS Morgan,@TPP,-4.882738364014184,-1.19055919716125,-0.7181551063822368,-0.4367272233520758,-0.2391510781061078,-0.06235949942858176,0.11926974230287064,0.3528074231134827,0.6565026166546366,1.1868652494627874,3.927789203765383
Ipsos,@TPP,-4.350719853763218,-1.119609942107345,-0.6634472081048882,-0.41204378104266537,-0.19425068903372833,-0.030926254488131508,0.16967518507716461,0.37306401535873135,0.6766092340698631,1.2026769432183941,5.106028262117798
