Firm,Day,@TPP,@TPP adj,@TPP reported
SMS Morgan,1,43.714,46.013,45.5
SMS Morgan,42,39.721,42.019,41.5
SMS Morgan,70,40.946,43.244,43.0
SMS Morgan,112,41.835,44.133,44.0
SMS Morgan,141,40.933,43.232,43.0
Newspoll2,143,44.755,44.041,44.0
Essential,187,44.314,43.728,44.0
SMS Morgan,184,36.722,39.02,39.5
Essential,218,43.687,43.101,44.0
Newspoll2,234,43.947,43.233,44.0
SMS Morgan,239,36.744,39.043,39.5
Essential,248,44.738,44.152,44.0
Essential,279,45.035,44.449,45.0
SMS Morgan,295,37.896,40.195,40.5
Essential,310,45.267,44.681,45.0
Essential,339,43.417,42.831,43.0
SMS Morgan,351,42.725,45.023,45.0
Essential,401,48.007,47.421,48.0
SMS Morgan,406,44.34,46.639,46.5
Essential,461,46.846,46.259,47.0
SMS Morgan,498,47.885,50.183,49.5
Essential,492,46.828,46.242,47.0
ReachTEL,502,49.002,49.85,50.0
Newspoll2,509,48.942,48.229,49.0
Essential,523,50.112,49.526,50.0
SMS Morgan,539,49.961,52.26,51.5
Essential,553,49.296,48.71,50.0
Essential,584,47.288,46.701,47.0
Newspoll2,589,49.437,48.723,49.0
ReachTEL,600,46.687,47.535,47.0
Essential,614,50.053,49.466,50.0
ReachTEL,650,42.708,43.555,45.0
Essential,676,47.398,46.812,48.0
Newspoll2,690,48.636,47.922,49.0
Essential,766,48.9,48.313,49.0
Essential,827,48.099,47.513,48.0
Essential,858,48.68,48.094,49.0
Essential,889,48.416,47.83,49.0
ReachTEL,908,47.96,48.807,48.0
Essential,919,52.268,51.682,53.0
Essential,950,48.115,47.529,49.0
Essential,980,51.47,50.884,52.0
Newspoll2,1043,49.7,48.987,50.0
ReachTEL,1069,46.385,47.233,48.0
ReachTEL,1258,50.089,50.671,50.0
Galaxy,1328,52.788,52.498,52.0
uComms,1329,50.818,50.917,51.0
Newspoll2,1387,50.227,50.555,50.0
Essential,1404,50.159,50.256,51.0
uComms,1426,51.163,51.262,51.0
Newspoll2,1429,49.648,49.976,50.0
Galaxy,1435,50.357,50.067,50.0
Newspoll2,1439,48.388,48.716,49.0
