Firm,Day,@TPP,@TPP adj,@TPP reported
ResolvePM,1,58.367,57.64,nan
ResolvePM,62,56.455,55.728,nan
ResolvePM,124,52.1,51.373,nan
ResolvePM,277,49.536,48.808,nan
ResolvePM,341,50.101,49.374,nan
Redbridge,337,48.608,48.469,50.5
ResolvePM,397,49.791,49.064,nan
ResolvePM,453,47.096,46.369,nan
Wolf&Smith,476,48.257,48.223,50.0
ResolvePM,509,48.53,47.802,nan
Redbridge,573,48.419,48.28,50.5
ResolvePM,581,49.052,48.325,nan
ResolvePM,643,46.914,46.187,nan
DemosAU,695,51.465,51.04,54.0
ResolvePM,702,49.352,48.625,nan
ResolvePM,793,54.661,53.934,nan
ResolvePM,855,55.804,55.077,nan
DemosAU,904,54.265,53.839,59.0
ResolvePM,916,54.556,53.829,nan
Redbridge,946,57.615,57.476,57.5
Spectre,959,58.909,58.373,56.0
ResolvePM,993,53.358,52.8,nan
SMS Morgan,1025,54.598,55.305,54.0
DemosAU,1035,59.221,58.457,61.0
ResolvePM,1047,53.08,52.937,nan
ResolvePM,1097,54.353,54.548,nan
DemosAU,1144,58.777,57.717,nan
ResolvePM,1158,54.496,54.692,nan
DemosAU,1211,55.798,54.738,57.0
