Firm,Day,ALP TPP,ALP TPP adj
Newspoll,1,51.86571292496406,51.80060556102842
SMS Morgan,45,50.625591809571326,53.15883324896455
SMS Morgan,73,52.88331975190688,55.416561191300104
Newspoll,93,54.18139099582173,54.11628363188609
SMS Morgan,101,52.04943055726246,54.582671996655684
SMS Morgan,156,52.356182099416955,54.88942353881018
Newspoll,185,54.69205164646797,54.62694428253233
SMS Morgan,185,53.37570164646796,55.90894308586118
SMS Morgan,213,53.35550166151884,55.888743100912066
SMS Morgan,241,51.413986732274964,53.947228171668186
Newspoll,274,54.68062481771293,54.615517453777294
SMS Morgan,282,49.98211283646189,52.51535427585511
SMS Morgan,310,49.26877259679175,51.80201403618497
SMS Morgan,352,51.7644162764248,54.29765771581802
SMS Morgan,381,51.5088251102253,54.042066549618525
SMS Morgan,424,49.5817433836573,52.11498482305052
Essential,458,56.68199559880967,54.1582486733096
Newspoll2,458,53.87759559880967,54.21888979637846
SMS Morgan,477,47.132600000000004,49.665841439393226
SMS Morgan,535,48.23415,50.76739143939322
Galaxy,174,49.675799999999995,52.1758103567075
Essential,550,56.7996,54.275853074499935
SMS Morgan,591,51.385850000000005,53.91909143939323
Essential,640,54.168299999999995,51.644553074499925
SMS Morgan,646,44.30075000000001,46.83399143939323
Essential,732,56.168299999999995,53.644553074499925
SMS Morgan,738,46.2304,48.763641439393226
Galaxy,761,47.7193,50.2193103567075
SMS Morgan,779,47.449650000000005,49.98289143939323
Essential,824,53.175799999999995,50.65205307449993
Essential,916,54.82640000000001,52.30265307449994
Essential,1005,55.175799999999995,52.65205307449993
Galaxy,1024,48.8339,51.333910356707506
Essential,1097,55.8414,53.31765307449993
Newspoll2,1189,50.871399999999994,51.21269419756879
Essential,1189,54.5102,51.986453074499934
SMS Morgan,1247,48.5721,51.10534143939322
ReachTEL,1264,43.88845,45.76523123939712
Newspoll2,1294,51.160799999999995,51.50209419756879
Newspoll2,1308,50.980199999999996,51.32149419756879
ReachTEL,1309,50.972699999999996,52.849481239397115
