Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,60.949,59.091,61.0
F2F Morgan,60,56.271,54.413,57.5
F2F Morgan,115,57.363,55.505,58.0
F2F Morgan,185,56.04,54.182,57.5
Newspoll,197,54.253,56.105,nan
F2F Morgan,242,57.927,56.069,58.5
Newspoll,286,53.198,55.051,nan
F2F Morgan,301,59.27,57.412,59.0
F2F Morgan,364,57.043,55.185,58.5
Newspoll,378,53.748,55.6,nan
F2F Morgan,425,56.854,54.996,57.0
Newspoll,470,50.109,51.961,nan
F2F Morgan,486,57.656,55.798,59.0
F2F Morgan,548,59.8,57.942,60.5
Newspoll,562,53.703,55.556,nan
F2F Morgan,608,56.056,54.198,57.0
Newspoll,652,56.363,58.215,nan
F2F Morgan,669,62.247,60.389,62.5
F2F Morgan,730,57.391,55.837,58.0
Newspoll,744,55.308,56.88,nan
F2F Morgan,791,58.733,57.63,60.5
Newspoll,836,51.457,52.707,nan
F2F Morgan,852,59.534,58.547,61.0
F2F Morgan,906,59.527,58.54,61.5
Newspoll,913,59.0,60.251,nan
Newspoll,928,61.778,63.028,nan
