Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,58.94,56.344,63.0
Westpoll,40,62.262,61.819,nan
F2F Morgan,62,58.306,55.71,60.5
Westpoll,94,56.824,56.381,nan
F2F Morgan,123,55.798,53.201,59.0
Westpoll,132,59.118,58.675,nan
Newspoll,137,47.447,48.594,nan
F2F Morgan,184,53.324,50.728,52.0
Newspoll,229,46.263,47.41,nan
F2F Morgan,245,51.797,49.2,51.5
F2F Morgan,307,50.284,47.687,50.5
Newspoll,321,47.806,48.953,nan
Westpoll,335,46.45,46.008,nan
F2F Morgan,366,50.799,48.202,53.5
Westpoll,407,53.283,52.84,nan
Newspoll,410,50.153,51.3,nan
F2F Morgan,427,53.234,50.637,54.0
F2F Morgan,488,51.546,48.95,52.5
Westpoll,499,51.768,51.325,nan
Newspoll,502,49.694,50.841,nan
F2F Morgan,549,53.487,50.891,54.5
Westpoll,591,49.031,48.588,nan
Newspoll,594,47.778,48.924,nan
F2F Morgan,610,50.389,47.792,50.0
Westpoll,643,51.313,50.871,nan
F2F Morgan,672,50.916,48.32,50.0
Westpoll,674,49.444,49.002,nan
Newspoll,686,48.093,49.24,nan
Westpoll,713,49.25,48.808,nan
F2F Morgan,731,54.74,52.143,55.5
Newspoll,775,51.134,52.281,nan
F2F Morgan,792,55.212,52.615,52.0
Westpoll,824,48.182,47.739,nan
F2F Morgan,853,52.897,50.301,52.5
Westpoll,855,48.333,47.891,nan
Newspoll,867,47.143,48.29,nan
Westpoll,892,41.443,41.001,nan
F2F Morgan,914,53.282,50.685,53.0
Westpoll,927,46.289,45.846,nan
Newspoll,959,47.653,48.8,nan
F2F Morgan,975,52.202,49.606,53.0
Westpoll,1020,50.303,49.861,nan
F2F Morgan,1037,54.308,51.711,54.5
Westpoll,1046,50.051,49.608,nan
Newspoll,1051,48.571,49.718,48.0
Westpoll,1068,52.576,52.133,nan
F2F Morgan,1097,53.807,51.211,55.0
Westpoll,1099,53.182,52.739,nan
Westpoll,1129,50.7,50.258,nan
Newspoll,1141,49.15,50.297,50.0
Westpoll,1160,51.061,50.618,nan
Westpoll,1190,52.704,52.265,nan
Westpoll,1221,49.819,49.407,50.5
Westpoll,1313,46.023,45.681,nan
Newspoll,1325,43.838,44.227,44.0
Westpoll,1343,44.253,43.911,nan
Westpoll,1381,49.451,49.109,nan
Newspoll,1400,47.626,48.015,50.0
Westpoll,1403,49.451,49.109,49.6
