Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,55.817,55.082,56.0
Newspoll,62,60.6,59.865,60.0
Newspoll,124,55.8,55.065,56.0
Nielsen,148,57.971,57.478,59.0
Newspoll,184,56.8,56.065,58.0
Newspoll,245,54.959,54.224,55.0
Newspoll,306,54.217,53.482,54.0
Newspoll,367,51.748,51.012,51.0
Nielsen,416,55.177,54.684,55.0
Newspoll,428,57.336,56.601,57.0
Newspoll,490,60.33,59.595,60.0
Newspoll,610,55.959,55.224,56.0
Newspoll,671,56.635,55.899,56.0
Newspoll,732,57.748,57.012,57.0
Saulwick,782,59.554,59.062,58.0
Newspoll,793,56.212,55.476,57.0
Nielsen,854,53.959,53.466,53.0
Newspoll,855,53.377,52.641,54.0
Morgan Phone,877,49.28,49.896,49.5
Newspoll,914,51.377,50.651,52.0
Newspoll,975,53.2,52.779,51.0
Morgan Phone,984,50.026,50.273,49.5
Newspoll,1036,55.159,55.013,55.0
Essential,1097,49.649,50.137,50.0
Galaxy,1102,51.125,51.066,51.0
Morgan Phone,1114,52.128,52.128,52.0
Newspoll,1122,52.484,52.338,52.0
Nielsen,1123,53.954,53.564,53.0
Nielsen,1138,53.119,52.729,52.0
Newspoll,1137,50.125,49.978,51.0
Morgan Phone,1144,52.89,52.89,52.5
Galaxy,1145,51.119,51.06,51.0
JWS Research,1148,52.901,52.406,50.1
Galaxy,1151,49.542,49.483,50.0
Morgan Phone,1151,48.671,48.672,49.0
Nielsen,1151,47.959,47.57,48.0
Newspoll,1151,47.748,47.602,48.0
