Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,46.7,46.367,nan
Newspoll,93,45.658,45.325,nan
F2F Morgan,139,44.011,43.987,44.0
Newspoll,183,43.663,43.33,nan
F2F Morgan,188,43.77,43.746,44.5
Newspoll,275,46.212,45.88,nan
Newspoll,367,47.132,46.8,nan
Newspoll,459,51.328,50.995,nan
Newspoll,548,49.674,49.341,nan
Newspoll,640,49.113,48.781,nan
Newspoll,732,52.36,52.026,nan
Newspoll,824,50.722,50.383,nan
Morgan Phone,864,50.66,50.232,52.0
Newspoll,913,50.722,50.383,nan
Newspoll,928,55.077,54.739,nan
Morgan Phone,936,55.671,55.242,54.0
Morgan Phone,940,53.975,53.546,51.5
Newspoll,940,54.256,53.917,53.0
Nielsen,940,53.386,53.316,nan
