Firm,Day,@TPP,@TPP adj,@TPP reported
Galaxy,1,33.237,33.158,33.0
Morgan Phone,19,36.05,36.413,38.0
ReachTEL,42,31.218,31.047,nan
Morgan Phone,55,36.05,36.413,38.0
Morgan Phone,82,37.375,37.737,41.0
Newspoll,86,40.639,40.536,40.0
ReachTEL,85,43.435,43.264,43.5
Galaxy,95,40.524,40.445,40.0
ReachTEL,116,44.818,44.647,45.0
ReachTEL,146,42.356,42.185,nan
Newspoll,178,44.229,44.126,44.0
ReachTEL,186,46.203,46.032,46.0
Galaxy,186,44.927,44.849,44.0
Essential,194,47.111,46.447,47.0
ReachTEL,207,44.812,44.641,45.0
ReachTEL,242,46.206,46.035,46.0
Newspoll,270,38.083,37.98,38.0
ReachTEL,277,40.04,39.868,40.0
Galaxy,277,45.965,45.886,45.0
Essential,298,41.521,40.857,42.0
ReachTEL,305,40.577,40.406,nan
ReachTEL,333,41.257,41.086,nan
Newspoll,359,42.108,42.005,41.0
Galaxy,366,43.662,43.583,43.0
ReachTEL,366,41.248,41.077,nan
ReachTEL,415,46.741,46.57,47.0
Galaxy,445,43.204,43.125,43.0
Galaxy,542,43.699,43.62,43.0
Newspoll,543,45.835,45.732,45.0
Essential,543,42.586,41.923,43.0
Essential,573,44.626,43.963,45.0
Essential,604,49.217,48.553,50.0
Galaxy,629,47.544,47.465,47.0
Newspoll,635,48.2,48.098,48.0
Essential,635,50.54,49.877,50.0
Essential,663,46.411,45.748,47.0
ReachTEL,681,48.063,47.892,nan
Essential,694,52.649,51.985,52.0
Newspoll,724,51.566,51.464,51.0
Essential,724,47.268,46.605,47.0
Galaxy,732,45.407,45.329,45.0
ReachTEL,745,46.165,45.996,46.4
Essential,756,49.534,48.878,50.0
ReachTEL,773,47.694,47.562,49.0
Essential,786,50.523,49.885,50.0
ReachTEL,792,48.489,48.38,nan
ReachTEL,808,53.939,53.851,48.0
Galaxy,814,48.638,48.485,48.0
Newspoll,816,46.508,46.624,46.0
Essential,817,49.275,48.657,50.0
ReachTEL,836,47.316,47.264,49.0
Essential,848,50.127,49.527,51.0
SMS Morgan,860,46.909,46.586,49.0
ReachTEL,872,47.976,47.961,49.0
Essential,878,49.782,49.192,50.0
SMS Morgan,888,51.017,50.685,50.5
Newspoll,908,50.108,50.37,50.0
Galaxy,912,51.123,50.918,50.0
SMS Morgan,916,52.104,51.772,49.5
ReachTEL,921,49.381,49.366,51.0
Essential,930,50.158,49.568,51.0
ReachTEL,960,49.208,49.194,50.0
Newspoll,962,47.635,47.897,47.0
Galaxy,962,48.761,48.555,48.0
SMS Morgan,971,49.319,48.987,49.5
Essential,972,49.827,49.237,50.0
ReachTEL,974,47.559,47.544,48.0
Newspoll,982,48.083,48.344,48.0
Galaxy,982,48.33,48.125,48.0
ReachTEL,983,48.062,48.047,48.0
