Firm,Day,@TPP,@TPP adj,@TPP reported
SMS Morgan,1,49.019,49.851,48.5
SMS Morgan,28,48.938,49.77,49.0
Galaxy,54,50.923,51.916,50.0
SMS Morgan,57,52.447,53.279,52.5
Galaxy,96,53.066,54.059,52.0
ReachTEL,97,48.711,50.316,48.0
SMS Morgan,98,48.128,48.96,48.0
SMS Morgan,126,51.494,52.326,51.5
SMS Morgan,168,51.273,52.105,51.0
Galaxy,187,53.432,54.425,52.0
SMS Morgan,197,51.94,52.772,52.0
Newspoll2,198,54.088,53.446,53.0
SMS Morgan,240,49.592,50.424,49.0
Essential,243,51.295,51.255,49.0
Newspoll2,274,53.304,52.662,52.0
Essential,274,51.513,51.474,49.0
Galaxy,277,50.081,51.075,49.0
SMS Morgan,294,51.894,52.725,51.5
Essential,304,48.108,48.068,53.0
Essential,335,52.686,52.647,53.0
SMS Morgan,351,48.096,48.928,48.0
Galaxy,362,49.652,50.645,48.0
Essential,366,51.808,51.768,52.0
Galaxy,390,50.651,51.644,49.0
Essential,396,52.765,52.726,53.0
SMS Morgan,410,52.341,53.172,52.0
Galaxy,426,50.888,51.881,49.0
Essential,426,54.075,54.035,52.0
ReachTEL,437,50.179,51.784,48.0
Galaxy,454,48.271,49.264,48.0
Newspoll2,456,51.202,50.56,51.0
Essential,456,51.195,51.156,52.0
SMS Morgan,466,50.262,51.094,50.0
Essential,487,48.947,48.908,50.0
Essential,517,49.592,49.552,51.0
Galaxy,537,49.126,50.12,50.0
Essential,548,54.563,54.524,56.0
SMS Morgan,553,51.337,52.169,50.0
Essential,579,50.718,50.679,52.0
SMS Morgan,595,53.99,54.822,52.0
Essential,609,52.566,52.526,54.0
Galaxy,636,50.542,51.535,51.0
Essential,640,54.752,54.712,56.0
Essential,670,51.151,51.111,53.0
Galaxy,726,50.151,51.144,51.0
ReachTEL,726,49.746,51.351,47.0
Essential,732,54.032,53.992,55.0
Galaxy,803,52.193,53.117,52.0
Essential,821,52.937,53.066,54.0
ReachTEL,839,50.163,51.272,49.0
Essential,882,52.78,53.121,54.0
Galaxy,902,50.787,51.5,51.0
Newspoll2,913,53.072,53.034,53.0
Essential,913,53.56,53.944,55.0
Essential,944,52.216,52.6,53.0
ReachTEL,957,52.164,52.868,48.0
Newspoll2,970,53.0,52.961,52.0
Essential,974,49.654,50.038,48.0
Galaxy,992,53.168,53.881,52.0
Essential,1001,54.047,54.431,53.0
ReachTEL,1008,53.931,54.634,51.0
Newspoll2,1013,53.221,53.182,52.5
Galaxy,1014,52.993,53.706,52.0
