Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan multi-mode,19,52.67,52.435,54.0
Morgan multi-mode,26,52.986,52.751,53.0
Newspoll2,69,55.409,55.031,56.0
Morgan multi-mode,82,52.275,52.039,nan
Morgan multi-mode,89,53.474,53.238,nan
ResolvePM,90,60.788,58.578,nan
Morgan multi-mode,96,51.305,51.069,nan
Morgan multi-mode,103,53.427,53.191,nan
Newspoll2,105,56.551,56.173,57.0
Morgan multi-mode,110,53.319,53.084,nan
Morgan multi-mode,117,54.17,53.935,nan
ResolvePM,120,56.244,54.034,nan
Morgan multi-mode,124,53.898,53.662,nan
Morgan multi-mode,131,53.034,52.799,nan
Morgan multi-mode,138,53.242,53.007,nan
ResolvePM,141,58.321,56.111,nan
Morgan multi-mode,145,54.082,53.847,nan
Morgan multi-mode,152,53.051,52.816,54.5
Morgan multi-mode,159,54.39,54.155,nan
Newspoll2,161,54.455,54.076,55.0
ResolvePM,160,57.747,55.536,nan
Morgan multi-mode,162,54.517,54.281,55.5
Morgan multi-mode,166,52.322,52.087,nan
Morgan multi-mode,173,53.833,53.597,nan
Morgan multi-mode,180,53.011,52.776,nan
Morgan multi-mode,187,53.278,53.043,nan
Essential,189,55.401,54.562,54.3
Morgan multi-mode,194,56.101,55.865,nan
Newspoll2,195,54.911,54.533,55.0
ResolvePM,195,59.646,57.436,nan
Essential,202,56.836,55.997,53.684
Morgan multi-mode,203,56.78,56.544,58.5
Freshwater,210,53.857,55.075,54.0
Morgan multi-mode,233,57.685,57.45,59.5
Essential,244,55.925,55.085,55.8
ResolvePM,246,60.33,58.12,nan
Morgan multi-mode,247,55.214,54.978,57.0
Newspoll2,259,54.994,54.616,55.0
Essential,259,56.932,56.093,57.895
Morgan multi-mode,257,56.053,55.817,58.5
Morgan multi-mode,264,55.546,55.311,nan
Morgan multi-mode,271,55.601,55.365,nan
ResolvePM,272,57.584,55.374,nan
Essential,272,55.979,55.139,54.839
Morgan multi-mode,278,55.466,55.23,56.5
Morgan multi-mode,285,55.524,55.289,54.5
Essential,286,53.283,52.444,52.688
Newspoll2,287,53.384,53.005,54.0
Morgan multi-mode,292,55.337,55.101,56.5
Morgan multi-mode,299,56.786,56.55,58.0
Essential,300,56.145,55.305,54.737
ResolvePM,300,58.602,56.392,nan
Morgan multi-mode,306,55.809,55.574,57.0
Newspoll2,314,54.646,54.267,55.0
Morgan multi-mode,313,54.143,53.908,54.5
Essential,314,55.925,55.086,55.789
Morgan multi-mode,320,54.973,54.737,56.0
Morgan multi-mode,327,55.807,55.572,56.0
Essential,328,55.827,54.988,54.737
ResolvePM,328,60.44,58.23,nan
Newspoll2,335,55.241,54.863,56.0
Morgan multi-mode,334,55.253,55.017,56.5
Essential,342,55.087,54.247,56.383
Morgan multi-mode,341,53.939,53.704,53.5
Morgan multi-mode,348,53.665,53.429,54.5
Newspoll2,356,54.707,54.329,55.0
Essential,356,56.646,55.807,55.789
ResolvePM,356,59.636,57.426,nan
Morgan multi-mode,355,56.979,56.744,57.0
Freshwater,360,51.885,53.103,52.0
Morgan multi-mode,362,54.649,54.413,55.5
Essential,370,56.2,55.361,54.737
Morgan multi-mode,369,55.22,54.985,55.5
Newspoll2,377,55.303,54.924,55.0
Morgan multi-mode,376,54.166,53.931,55.5
Essential,384,55.246,54.406,55.319
ResolvePM,384,58.47,56.26,nan
Morgan multi-mode,383,54.558,54.323,56.0
Morgan multi-mode,390,54.942,54.707,57.0
Newspoll2,398,54.445,54.067,54.0
Essential,398,55.168,54.328,55.319
Morgan multi-mode,397,56.415,56.18,57.0
Essential,412,53.689,52.85,55.319
Morgan multi-mode,411,53.111,52.876,54.5
Newspoll2,419,54.099,53.72,55.0
ResolvePM,419,57.707,55.497,nan
Morgan multi-mode,418,53.595,53.36,53.0
Essential,426,53.482,52.643,52.632
Morgan multi-mode,425,51.331,51.095,52.0
Morgan multi-mode,432,53.39,53.154,53.0
Essential,440,54.67,53.83,55.319
Morgan multi-mode,439,52.81,52.575,53.5
ResolvePM,447,55.356,53.146,nan
Morgan multi-mode,446,53.772,53.537,54.5
Redbridge,448,55.636,54.981,55.6
Essential,454,54.506,53.667,54.255
Morgan multi-mode,453,52.401,52.166,53.0
Morgan multi-mode,460,54.098,53.863,53.5
Newspoll,468,52.354,51.954,53.0
Essential,468,53.834,52.995,54.255
Morgan multi-mode,467,51.54,51.305,53.0
Redbridge,469,53.978,53.323,54.1
ResolvePM,475,54.666,52.456,nan
Morgan multi-mode,474,51.284,51.049,52.5
Essential,482,52.835,51.996,52.128
Newspoll,490,52.979,52.578,54.0
Freshwater,490,51.638,52.855,51.0
Morgan multi-mode,482,53.223,52.988,54.0
Morgan multi-mode,489,52.796,52.561,54.0
Essential,496,54.791,53.952,52.632
Morgan multi-mode,495,51.165,50.929,52.0
YouGov2,494,52.722,52.741,53.0
Newspoll2,503,52.643,52.264,53.0
ResolvePM,495,56.221,54.011,nan
Morgan multi-mode,502,53.506,53.27,53.0
YouGov2,505,52.552,52.57,53.0
Newspoll,505,53.837,53.436,54.0
Morgan multi-mode,509,54.824,54.588,54.0
Morgan multi-mode,516,52.494,52.258,49.5
Essential,524,51.421,50.582,51.064
Morgan multi-mode,523,53.106,52.87,53.0
Redbridge,527,53.454,52.799,53.5
Newspoll,529,52.303,51.902,52.0
Morgan multi-mode,530,52.121,51.886,52.0
ResolvePM,531,56.145,53.935,nan
Essential,538,52.139,51.3,51.042
Morgan multi-mode,537,50.409,50.174,50.0
YouGov2,540,51.024,51.043,51.0
Morgan multi-mode,544,49.822,49.586,49.5
Newspoll,550,50.228,49.828,50.0
Essential,552,51.986,51.147,50.526
Morgan multi-mode,551,52.73,52.494,52.5
ResolvePM,559,54.19,51.98,nan
Morgan multi-mode,558,51.304,51.069,51.0
YouGov2,561,50.205,50.224,51.0
Morgan multi-mode,565,51.125,50.889,51.0
Essential,566,52.279,51.439,51.579
Newspoll,571,51.956,51.556,52.0
Freshwater,571,49.632,50.849,50.0
Redbridge,567,52.748,52.094,52.8
Morgan multi-mode,572,50.617,50.381,50.0
Morgan multi-mode,594,49.034,48.799,49.0
Freshwater,599,49.964,51.181,50.0
Morgan multi-mode,601,51.08,50.844,51.5
YouGov2,604,50.956,50.975,52.0
Morgan multi-mode,608,52.091,51.856,52.5
Morgan multi-mode,615,50.631,50.396,50.5
Essential,615,52.487,51.648,51.064
Newspoll,622,52.099,51.698,52.0
Morgan multi-mode,622,51.643,51.407,53.0
YouGov2,625,51.542,51.56,52.0
Redbridge,623,51.061,50.406,51.2
Morgan multi-mode,629,52.478,52.242,52.0
Essential,629,52.359,51.519,52.083
Freshwater,637,50.524,51.742,51.0
Morgan multi-mode,636,52.124,51.889,52.5
ResolvePM,643,51.533,49.322,nan
Newspoll,643,51.905,51.504,52.0
Morgan multi-mode,643,50.41,50.174,50.0
Essential,643,50.911,50.072,49.474
Morgan multi-mode,650,53.269,53.033,53.5
YouGov2,651,51.875,51.894,52.0
Freshwater,658,50.042,51.26,51.0
Morgan multi-mode,657,51.238,51.003,51.5
Essential,657,50.952,50.113,50.526
Morgan multi-mode,664,50.844,50.608,51.5
Newspoll,671,50.956,50.556,51.0
Morgan multi-mode,671,51.193,50.957,50.0
ResolvePM,671,52.549,50.339,nan
Essential,671,48.995,48.155,46.809
YouGov2,674,50.422,50.441,51.0
Morgan multi-mode,678,51.518,51.283,51.0
Morgan multi-mode,685,49.691,49.455,49.5
Essential,685,51.583,50.744,51.064
Freshwater,693,48.964,50.181,50.0
Morgan multi-mode,692,49.793,49.557,49.0
ResolvePM,699,51.053,48.843,50.0
Newspoll,699,50.565,50.164,51.0
Morgan multi-mode,698,52.437,52.201,52.0
Essential,698,50.202,49.363,48.958
YouGov2,701,51.684,51.703,52.0
Redbridge,697,51.099,50.444,52.0
Morgan multi-mode,705,51.722,51.486,52.0
Morgan multi-mode,712,50.296,50.061,52.0
Essential,712,51.97,51.13,49.462
Morgan multi-mode,719,51.526,51.29,52.0
YouGov2,722,49.218,49.237,50.0
ResolvePM,727,49.692,47.482,nan
Newspoll,727,51.888,51.488,52.0
Freshwater,728,49.701,50.918,50.0
Morgan multi-mode,726,51.15,50.915,50.5
Essential,726,50.587,49.748,49.462
Morgan multi-mode,733,50.244,50.009,48.5
Morgan multi-mode,740,52.013,51.777,52.0
Essential,740,51.941,51.101,50.0
YouGov2,743,49.542,49.56,50.0
Newspoll,748,49.707,49.306,50.0
Morgan multi-mode,747,52.542,52.307,53.5
ResolvePM,755,50.189,47.978,nan
Freshwater,756,49.452,50.669,50.0
Morgan multi-mode,754,49.963,49.727,50.0
Essential,754,52.842,52.003,51.064
Morgan multi-mode,761,50.995,50.76,50.0
Newspoll,769,51.51,51.109,51.0
Morgan multi-mode,768,51.67,51.435,51.0
Essential,768,51.692,50.853,49.462
Morgan multi-mode,775,48.696,48.46,48.0
Morgan multi-mode,782,50.605,50.37,49.5
ResolvePM,783,48.735,46.525,50.0
Essential,782,51.241,50.402,48.936
Freshwater,791,49.014,50.231,49.0
Newspoll,790,51.16,50.76,51.0
Morgan multi-mode,789,49.932,49.697,49.0
YouGov2,786,49.956,49.975,51.0
Redbridge,786,48.322,47.668,48.5
Morgan multi-mode,796,50.126,49.891,50.5
Essential,796,51.791,50.952,50.538
Morgan multi-mode,803,50.342,50.106,51.5
ResolvePM,811,49.793,47.583,nan
Newspoll,811,49.837,49.436,50.0
Morgan multi-mode,810,50.125,49.889,50.0
Essential,810,50.802,49.962,50.0
Freshwater,818,48.771,49.989,49.0
Morgan multi-mode,817,50.434,50.198,50.5
Morgan multi-mode,824,49.272,49.037,49.5
Essential,824,51.558,50.719,51.064
YouGov2,828,50.684,50.703,50.0
Newspoll,832,50.099,49.698,50.0
Morgan multi-mode,831,51.063,50.828,50.5
Redbridge,826,50.746,50.091,50.5
Wolf+Smith,820,50.332,49.965,51.0
ResolvePM,839,49.322,47.19,49.0
Morgan multi-mode,838,51.048,50.806,51.0
Essential,838,50.649,49.812,50.0
Freshwater,847,47.462,48.629,48.0
Morgan multi-mode,845,50.236,49.964,50.5
YouGov2,849,49.28,49.225,50.0
Newspoll,853,50.228,49.836,50.0
Morgan multi-mode,852,51.315,51.021,50.5
Essential,852,49.769,48.952,49.474
Morgan multi-mode,859,50.332,50.009,49.0
Morgan multi-mode,866,50.702,50.357,50.0
ResolvePM,867,49.711,48.126,nan
Essential,866,51.882,51.083,51.042
Newspoll,874,49.633,49.251,49.0
Morgan multi-mode,873,50.474,50.099,50.0
Freshwater,882,47.943,48.969,49.0
Morgan multi-mode,880,51.793,51.397,52.0
Essential,880,49.474,48.694,48.936
Morgan multi-mode,887,50.489,50.064,50.5
Morgan multi-mode,894,50.319,49.872,49.0
Essential,894,51.079,50.318,48.958
ResolvePM,902,48.853,47.932,nan
Newspoll,902,49.717,49.349,49.0
Morgan multi-mode,901,49.964,49.488,49.5
Freshwater,910,48.688,49.597,49.0
Morgan multi-mode,908,48.788,48.29,50.0
Essential,908,50.911,50.168,50.526
Redbridge,904,50.294,49.645,50.0
Morgan multi-mode,915,50.697,50.17,51.0
DemosAU,914,50.099,49.685,50.0
YouGov2,912,48.946,48.564,50.0
Morgan multi-mode,922,49.197,48.648,49.0
Essential,922,50.979,50.255,49.474
ResolvePM,930,47.769,47.395,49.0
Newspoll,930,49.707,49.353,50.0
Morgan multi-mode,929,48.546,47.967,48.0
Freshwater,938,48.926,49.718,49.0
Morgan multi-mode,936,47.105,46.505,48.0
Essential,936,51.252,50.546,49.474
Morgan multi-mode,957,49.25,48.576,47.0
Morgan multi-mode,964,48.673,48.0,48.5
YouGov2,967,49.565,48.951,49.0
Freshwater,973,49.509,50.227,49.0
Morgan multi-mode,971,47.471,46.798,48.0
Essential,971,49.415,48.736,49.474
ResolvePM,972,48.146,48.28,49.0
Newspoll,977,49.099,48.757,49.0
Morgan multi-mode,978,47.709,47.036,48.0
Morgan multi-mode,985,49.146,48.473,50.0
Essential,985,49.776,49.098,48.958
DemosAU,985,50.565,50.143,50.0
Morgan multi-mode,992,47.858,47.185,48.5
Redbridge,992,48.341,47.696,48.5
YouGov2,988,48.723,48.109,48.9
Newspoll,1000,49.633,49.291,49.0
Morgan multi-mode,999,48.003,47.33,48.5
