Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll2,37,47.497,46.823,47.0
Newspoll2,58,48.848,48.174,49.0
Newspoll2,78,48.999,48.325,49.0
Newspoll2,100,48.672,47.998,49.0
Newspoll2,121,48.684,48.01,49.0
Newspoll2,142,50.211,49.537,50.0
Newspoll2,155,49.043,48.369,49.0
Newspoll2,169,48.226,47.552,48.0
Newspoll2,204,51.211,50.537,51.0
Newspoll2,225,52.051,51.377,52.0
ANU,220,53.511,52.458,51.5
Essential,204,52.077,51.272,52.128
Essential,218,51.033,50.228,52.128
Essential,232,53.511,52.706,53.261
Essential,246,51.691,50.887,51.613
Newspoll2,246,51.561,50.887,51.0
Morgan multi-mode,258,52.673,52.276,53.0
Essential,261,50.323,49.518,50.538
Newspoll2,267,51.211,50.537,51.0
Essential,275,51.363,50.558,52.174
Essential,282,50.639,49.834,50.549
Newspoll2,287,49.369,48.695,49.0
Essential,289,52.468,51.663,51.087
Essential,296,50.998,50.193,50.538
Essential,303,48.319,47.515,47.312
Morgan multi-mode,307,47.946,47.548,48.5
Newspoll2,309,50.685,50.01,50.0
Essential,310,49.564,48.759,48.387
Essential,317,50.637,49.833,51.087
Essential,324,46.996,46.191,46.237
Newspoll2,330,48.635,47.961,49.0
Essential,331,50.488,49.683,50.0
Morgan multi-mode,335,47.134,46.737,47.5
Essential,338,49.733,48.929,50.538
Essential,345,48.717,47.912,48.936
Newspoll2,351,49.145,48.471,49.0
Essential,354,48.659,47.854,48.913
Essential,361,50.495,49.69,50.0
Morgan multi-mode,363,48.668,48.27,49.5
Essential,368,49.192,48.388,48.936
Newspoll2,371,49.507,48.833,49.0
Essential,375,49.135,48.33,48.913
Essential,387,51.195,50.39,50.549
Newspoll2,393,47.571,46.897,47.0
Morgan multi-mode,391,48.128,47.731,48.5
Essential,401,50.833,50.028,51.087
Newspoll2,414,47.934,47.26,48.0
Essential,415,50.461,49.656,48.9
Morgan multi-mode,419,46.306,45.909,46.0
Essential,429,50.287,49.482,48.9
Newspoll2,435,50.465,49.791,50.0
Essential,443,49.397,48.592,51.1
Newspoll2,456,48.769,48.095,49.0
Essential,457,47.341,46.536,46.2
Essential,471,49.416,48.611,49.5
Newspoll2,477,47.966,47.292,48.0
Essential,478,48.788,47.983,48.4
Essential,485,50.288,49.484,48.4
Morgan multi-mode,489,48.885,48.487,49.5
Newspoll2,505,49.019,48.345,49.0
Morgan multi-mode,517,49.185,48.788,49.5
Newspoll2,526,49.669,48.995,49.0
Essential,499,50.451,49.646,51.1
Essential,513,50.775,49.97,51.0
Essential,527,50.833,50.028,46.7
Essential,541,51.044,50.239,50.5
Essential,576,49.022,48.217,48.4
Newspoll2,589,49.577,48.903,50.0
Essential,590,51.727,50.923,51.6
Morgan multi-mode,601,50.711,50.313,50.5
Newspoll2,610,50.067,49.393,50.0
Newspoll2,631,52.597,51.923,52.0
Morgan multi-mode,629,50.23,49.832,50.5
Newspoll2,645,52.128,51.454,52.0
ResolvePM,667,50.369,50.915,nan
Newspoll2,673,51.184,50.51,51.0
Newspoll2,695,51.01,50.336,51.0
ResolvePM,694,51.529,52.075,nan
Newspoll2,715,50.542,49.868,50.0
Morgan multi-mode,713,50.961,50.564,51.0
ResolvePM,722,50.732,51.278,nan
Morgan multi-mode,727,49.778,49.381,50.5
Newspoll2,736,51.02,50.346,51.0
Newspoll2,757,52.649,51.975,53.0
ResolvePM,756,51.655,52.201,nan
Essential,603,49.778,48.974,50.0
Essential,617,50.676,49.871,51.613
Essential,631,50.298,49.493,50.0
Essential,645,50.649,49.845,50.538
Essential,659,52.247,51.443,51.613
Essential,673,50.096,49.291,50.0
Essential,687,51.549,50.745,52.174
Essential,701,51.911,51.106,52.174
Essential,715,51.171,50.366,52.174
Essential,729,51.701,50.896,51.087
Essential,743,51.586,50.781,52.174
Essential,757,52.076,51.272,51.087
Morgan multi-mode,755,52.144,51.747,52.5
Morgan multi-mode,769,53.496,53.099,53.5
Newspoll2,778,52.996,52.322,53.0
Morgan multi-mode,783,53.411,53.014,54.0
ResolvePM,791,49.477,50.023,nan
Newspoll2,799,54.654,53.98,54.0
Morgan multi-mode,797,53.632,53.235,54.5
Morgan multi-mode,811,51.764,51.367,52.5
Newspoll2,820,53.037,52.363,53.0
ResolvePM,819,48.35,48.896,nan
Morgan multi-mode,825,53.271,52.847,54.0
Newspoll2,834,53.015,52.335,53.0
Morgan multi-mode,839,52.258,51.742,53.0
Newspoll2,855,54.286,53.595,54.0
ResolvePM,856,51.322,51.745,nan
Morgan multi-mode,853,52.764,52.156,54.0
Essential,771,50.833,50.028,51.087
Essential,785,52.107,51.302,51.087
Essential,799,51.691,50.887,51.613
Essential,813,49.611,48.806,50.0
Essential,827,51.37,50.669,51.064
Essential,841,53.459,53.002,50.549
Essential,855,51.896,51.683,52.688
Morgan multi-mode,867,52.267,51.568,53.5
Newspoll2,876,53.518,52.817,53.0
ResolvePM,884,49.302,49.623,nan
Essential,869,51.398,51.428,51.111
Essential,883,52.063,52.337,51.613
Morgan multi-mode,881,53.14,52.348,55.5
Newspoll2,897,53.592,52.88,53.0
Morgan multi-mode,895,54.279,53.396,56.5
Morgan multi-mode,909,54.439,53.463,55.5
ResolvePM,940,53.331,53.448,nan
Morgan multi-mode,935,54.774,53.627,56.0
Newspoll2,952,56.261,55.527,56.0
Morgan multi-mode,949,55.307,54.121,56.5
Essential,895,51.172,51.655,51.087
Essential,902,52.315,52.903,52.174
Essential,944,52.475,53.759,53.763
Essential,958,51.212,52.495,50.538
Newspoll2,967,55.314,54.58,55.0
Morgan multi-mode,963,55.799,54.613,57.0
Essential,972,53.518,54.801,52.128
ResolvePM,976,53.365,53.475,nan
Newspoll2,981,54.994,54.26,55.0
Morgan multi-mode,975,55.954,54.768,56.5
Morgan multi-mode,983,54.958,53.772,56.5
Essential,986,52.121,53.404,52.688
Newspoll2,995,54.837,54.103,55.0
Morgan multi-mode,992,54.944,53.758,56.0
Morgan multi-mode,1001,56.716,55.53,58.0
Essential,1000,52.457,53.74,52.174
ANU,576,50.761,49.708,nan
ANU,972,56.628,55.636,nan
Morgan multi-mode,1008,54.793,53.608,55.5
Newspoll2,1016,53.481,52.747,54.0
Ipsos,1016,54.951,53.854,54.839
Morgan multi-mode,1015,56.293,55.107,57.0
Essential,1014,51.883,53.166,52.632
ResolvePM,1016,54.969,55.079,nan
Newspoll2,1023,52.83,52.096,53.0
Morgan multi-mode,1022,54.976,53.79,57.0
ResolvePM,1029,52.002,52.112,nan
Newspoll2,1031,53.315,52.581,53.0
Morgan multi-mode,1029,53.514,52.328,55.0
Essential,1028,51.039,52.322,50.538
Ipsos,1037,54.249,53.152,54.348
Newspoll2,1037,53.145,52.411,53.0
Morgan multi-mode,1036,52.884,51.698,54.5
ResolvePM2,1043,53.971,53.611,54.0
Newspoll2,1044,53.32,52.586,53.0
Morgan multi-mode,1043,53.77,52.584,55.5
Essential,1042,51.923,53.206,52.128
Ipsos,1051,56.415,55.318,56.522
Newspoll2,1051,54.32,53.586,54.0
Morgan multi-mode,1050,54.364,53.179,54.5
Newspoll2,1057,53.826,53.092,54.0
Morgan multi-mode,1057,53.625,52.439,53.0
ResolvePM2,1060,51.678,51.318,52.0
Essential,1059,51.583,52.866,51.064
Ipsos,1062,53.629,52.532,53.0
Newspoll2,1061,53.314,52.58,53.0
