Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan multi-mode,11,56.674,57.297,58.5
Morgan multi-mode,35,57.07,57.693,58.0
Morgan multi-mode,49,56.163,56.785,57.5
Redbridge,48,55.867,56.057,55.5
Spectre,52,56.145,56.841,56.5
DemosAU,59,58.917,59.227,59.0
Newspoll3,69,56.898,55.923,57.0
ResolvePM,69,56.443,56.957,56.0
Morgan multi-mode,67,56.325,56.948,57.0
Wolf+Smith,77,56.353,56.672,57.0
Newspoll3,98,56.063,55.088,56.0
ResolvePM,98,57.038,57.553,59.0
Morgan multi-mode,95,55.153,55.775,56.5
Redbridge,113,54.691,54.881,53.5
ResolvePM,126,56.036,56.55,55.0
Newspoll3,123,57.745,56.77,58.0
Morgan multi-mode,123,55.008,55.63,55.5
YouGov2,143,55.918,56.265,56.0
Essential,142,55.846,56.724,53.684
Newspoll3,144,57.028,56.053,57.0
Redbridge,146,53.911,54.101,54.0
ResolvePM,154,55.032,55.546,55.0
Morgan multi-mode,151,56.71,57.332,57.0
DemosAU,169,55.985,56.295,56.0
Essential,170,55.559,56.438,53.191
Newspoll3,172,57.256,56.281,57.0
YouGov2,172,55.173,55.52,nan
Freshwater,173,54.536,55.454,55.0
ResolvePM,182,54.371,54.885,53.0
Redbridge,186,56.622,56.812,56.0
Morgan multi-mode,179,55.051,55.674,56.5
Spectre,187,55.126,55.823,53.0
Redbridge,193,54.504,54.694,54.0
Newspoll3,193,57.93,56.955,58.0
YouGov2,191,54.723,55.07,nan
Essential,198,55.675,56.553,53.191
Morgan multi-mode,203,55.643,56.266,56.0
ResolvePM,211,56.001,56.515,55.0
Essential,212,54.322,55.201,52.128
Redbridge,215,55.805,55.994,56.0
Morgan multi-mode,217,52.94,53.562,54.5
ResolvePM,225,53.303,53.817,54.0
DemosAU,243,52.633,52.997,52.0
Fox & Hedgehog,243,52.797,53.58,53.0
Morgan multi-mode,245,51.826,52.417,52.0
Newspoll3,251,55.378,54.404,55.0
ResolvePM,251,51.139,51.656,52.0
Morgan multi-mode,252,52.683,53.251,53.5
Freshwater,254,52.551,53.445,53.0
DemosAU,254,54.225,54.679,nan
Morgan multi-mode,259,54.07,54.607,56.5
YouGov2,260,54.598,54.909,55.0
Essential,263,51.549,52.543,nan
Redbridge,263,55.881,56.069,56.0
Morgan multi-mode,266,54.266,54.78,56.0
Newspoll3,275,56.018,55.046,nan
Morgan multi-mode,273,52.748,53.231,53.5
YouGov2,275,53.818,54.103,54.0
Morgan multi-mode,279,54.707,55.167,58.5
ResolvePM,279,53.67,54.192,55.0
Morgan multi-mode,283,54.329,54.773,55.0
Redbridge,277,56.391,56.578,nan
Fox & Hedgehog,286,51.963,52.812,51.0
DemosAU,286,52.273,53.016,nan
Morgan multi-mode,287,53.891,54.32,54.5
Essential,288,51.273,52.374,49.474
YouGov2,289,53.225,53.486,53.0
Newspoll3,293,54.136,53.166,nan
Redbridge,293,54.728,54.913,54.0
Morgan multi-mode,294,53.164,53.57,56.0
Morgan multi-mode,301,52.465,52.84,54.5
YouGov2,303,54.735,54.973,55.0
ResolvePM,308,52.888,53.414,nan
Morgan multi-mode,308,52.174,52.525,54.0
YouGov2,307,52.716,52.948,nan
Morgan multi-mode,315,50.473,50.793,52.5
Essential,316,51.87,53.097,49.462
YouGov2,317,53.99,54.205,54.0
Fox & Hedgehog,321,53.425,54.331,51.0
Redbridge,321,55.865,56.048,53.0
Newspoll3,321,53.763,52.796,nan
Morgan multi-mode,322,53.721,54.018,56.5
Morgan multi-mode,329,53.205,53.471,56.0
YouGov2,331,54.481,54.673,55.0
Morgan multi-mode,336,53.094,53.337,56.0
DemosAU,339,50.735,51.965,nan
Freshwater,324,53.418,54.207,51.0
ResolvePM,343,54.288,54.82,55.0
Newspoll3,342,54.68,53.714,nan
Spectre,332,50.763,51.72,51.0
Morgan multi-mode,343,54.256,54.468,55.5
YouGov2,345,52.872,53.041,53.0
Morgan multi-mode,350,54.179,54.368,54.5
Essential,351,51.469,52.857,48.958
Freshwater,356,53.418,54.159,53.0
Redbridge,354,53.265,53.446,54.0
Morgan multi-mode,357,53.087,53.245,54.5
YouGov2,359,54.562,54.711,54.0
Morgan multi-mode,364,52.347,52.505,53.5
SMS Morgan,371,53.169,53.359,55.0
Freshwater,371,50.336,51.074,50.0
ResolvePM,373,52.343,52.877,nan
Newspoll3,373,54.018,53.054,nan
Wolf+Smith,370,52.496,52.843,nan
Morgan multi-mode,371,51.712,51.87,54.0
YouGov2,373,51.935,52.084,52.0
DemosAU,375,50.155,51.547,nan
Redbridge,363,52.846,53.026,nan
Morgan multi-mode,378,51.731,51.888,53.0
Essential,379,50.689,52.103,50.526
Agenda C Synesis,381,54.366,53.778,nan
Redbridge,384,51.493,51.673,51.0
Fox & Hedgehog,383,49.709,50.672,49.0
Morgan multi-mode,385,52.703,52.861,55.5
YouGov2,387,51.5,51.649,51.5
Newspoll3,391,53.156,52.192,nan
Morgan multi-mode,392,53.559,53.717,56.0
ResolvePM,399,52.098,52.632,nan
Morgan multi-mode,399,54.237,54.394,54.5
YouGov2,401,51.245,51.394,52.0
DemosAU,405,52.755,54.147,nan
Morgan multi-mode,406,52.761,52.918,54.0
DemosAU,407,50.665,52.057,nan
Redbridge,412,54.747,54.927,54.0
Newspoll3,412,56.32,55.356,nan
Morgan multi-mode,413,52.462,52.62,53.5
YouGov2,415,54.21,54.359,54.0
Essential,415,51.349,52.763,48.936
Morgan multi-mode,420,53.814,53.972,55.0
ResolvePM,427,51.308,51.842,nan
DemosAU,424,51.292,52.684,nan
Morgan multi-mode,427,52.304,52.461,54.0
YouGov2,429,52.943,53.092,53.0
Newspoll3,433,53.238,52.274,nan
Morgan multi-mode,434,52.769,52.927,56.0
Spectre,435,51.308,52.337,51.0
Morgan multi-mode,441,52.444,52.602,54.0
YouGov2,443,52.48,52.629,53.0
Essential,443,53.462,54.876,50.526
Redbridge,447,50.184,50.365,48.0
Morgan multi-mode,448,54.295,54.453,52.0
Agenda C Synesis,434,55.315,54.727,nan
Newspoll3,454,54.292,53.328,nan
Morgan multi-mode,455,51.894,52.052,53.0
YouGov2,456,52.433,52.582,52.0
ResolvePM,461,51.308,51.842,nan
Morgan multi-mode,462,51.721,51.879,52.0
DemosAU,468,49.888,51.28,nan
Morgan multi-mode,469,52.327,52.484,52.0
YouGov2,470,52.853,53.002,53.0
Redbridge,475,51.728,51.908,48.0
Newspoll3,475,53.12,52.156,nan
Morgan multi-mode,476,54.583,54.741,56.0
Essential,478,49.421,50.835,47.368
