Firm,Day,@TPP,@TPP adj,@TPP reported
ResolvePM,1,58.39,57.619,nan
ResolvePM,62,56.488,55.717,nan
ResolvePM,124,52.129,51.357,nan
ResolvePM,277,49.568,48.797,nan
ResolvePM,341,50.146,49.374,nan
Redbridge,337,48.65,48.518,50.5
ResolvePM,397,49.838,49.066,nan
ResolvePM,453,47.157,46.385,nan
Wolf&Smith,476,48.329,48.247,50.0
ResolvePM,509,48.593,47.821,nan
Redbridge,573,48.475,48.343,50.5
ResolvePM,581,49.089,48.318,nan
ResolvePM,643,46.914,46.142,nan
DemosAU,695,51.478,51.062,54.0
ResolvePM,702,49.375,48.603,nan
ResolvePM,793,54.627,53.855,nan
ResolvePM,855,55.806,55.034,nan
DemosAU,904,54.264,53.849,59.0
ResolvePM,916,54.568,53.796,nan
Redbridge,946,57.615,57.483,57.5
Spectre,959,58.909,58.351,56.0
ResolvePM,993,53.358,52.764,nan
SMS Morgan,1025,54.598,55.318,54.0
DemosAU,1035,59.221,58.456,61.0
ResolvePM,1047,53.08,52.921,nan
ResolvePM,1097,54.353,54.549,nan
DemosAU,1144,58.777,57.707,nan
ResolvePM,1158,54.496,54.692,nan
DemosAU,1211,55.798,54.728,57.0
