Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,320,46.899,45.811,47.0
Newspoll,1,52.643,53.063,nan
Newspoll,62,47.709,48.129,nan
Newspoll,123,48.176,48.596,nan
Newspoll,185,47.176,47.596,nan
Newspoll,245,40.198,40.618,nan
Newspoll,306,45.154,45.574,nan
Newspoll,367,44.687,45.107,nan
Newspoll,428,44.687,45.107,nan
Newspoll,489,47.709,48.129,nan
Newspoll,551,46.22,46.64,nan
Newspoll,610,45.709,46.129,nan
Newspoll,671,48.731,49.151,nan
Newspoll,732,47.264,47.684,nan
Newspoll,793,47.753,48.173,nan
Newspoll,854,50.22,50.64,nan
Newspoll,916,50.687,51.107,nan
Morgan Phone,941,49.175,48.841,50.5
Newspoll,975,48.665,49.085,nan
Morgan Phone,997,48.954,48.62,50.0
Newspoll,1036,47.198,47.618,nan
Nielsen,1041,51.242,50.484,53.0
F2F Morgan,1080,51.486,50.399,55.0
Newspoll,1097,51.731,52.154,nan
F2F Morgan,1111,53.731,52.63,55.5
Nielsen,1097,52.264,51.512,53.0
F2F Morgan,1143,53.942,52.816,55.0
Newspoll,1158,50.176,50.663,nan
F2F Morgan,1171,52.676,51.527,53.5
F2F Morgan,1203,53.676,52.501,55.0
Newspoll,1206,51.643,52.181,nan
F2F Morgan,1231,51.931,50.747,54.0
Newspoll,1232,49.154,49.703,nan
F2F Morgan,1269,49.938,48.753,57.0
Newspoll,1281,48.132,48.681,nan
F2F Morgan,1290,52.888,51.703,54.5
F2F Morgan,1304,54.154,52.969,54.5
Newspoll,1321,54.154,54.703,nan
Nielsen,1324,53.22,52.809,55.0
Morgan Phone,1329,57.709,56.656,60.0
Nielsen,1331,54.731,54.32,56.0
Morgan Phone,1333,53.998,52.944,56.0
Newspoll,1333,51.242,51.791,nan
Morgan Phone,1335,55.275,54.222,59.0
