Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,49.307,49.353,50.0
Nielsen,17,49.438,49.209,50.0
Newspoll,61,50.307,50.353,51.0
Newspoll,122,47.149,47.195,48.0
Taverner,147,42.123,42.963,44.0
Newspoll,183,48.149,48.195,48.0
Newspoll,244,44.803,44.849,44.0
Newspoll,305,43.247,43.293,41.0
Newspoll,367,45.95,45.996,44.0
Newspoll,426,48.149,48.195,47.0
Newspoll,487,46.792,46.838,45.0
Newspoll,548,47.307,47.353,46.0
Newspoll,609,45.476,45.522,45.0
Nielsen,662,45.699,45.471,45.0
Newspoll,670,43.236,43.282,41.0
Galaxy,714,44.95,45.218,44.0
Newspoll,732,45.414,45.46,43.0
Morgan Phone,754,47.15,46.798,48.5
Galaxy,784,43.888,44.155,43.0
Newspoll,791,46.307,46.353,45.0
Newspoll,852,41.593,41.639,39.0
Morgan Phone,857,43.88,43.528,42.0
Newspoll,913,41.277,41.27,39.0
Essential,974,40.923,40.833,42.0
Newspoll,974,40.721,40.187,37.0
Morgan Phone,1017,36.258,36.279,35.0
Newspoll,1058,41.405,40.397,39.0
Galaxy,1085,36.435,36.582,34.0
Essential,1097,39.654,39.659,41.0
Newspoll,1097,40.721,39.713,38.0
Essential,1106,36.566,36.571,35.0
Nielsen,1110,36.179,36.106,34.0
Galaxy,1126,38.307,38.454,36.0
Newspoll,1133,39.378,38.37,37.0
Essential,1141,35.408,35.413,34.0
Newspoll,1147,37.991,36.983,35.9
Galaxy,1147,36.991,37.138,34.0
Nielsen,1147,37.634,37.561,36.0
