Firm,Day,@TPP,@TPP adj,@TPP reported
Advertiser,1,53.164,52.625,nan
Advertiser,103,50.006,49.467,48.0
Newspoll,93,48.57,50.093,nan
Newspoll,182,46.744,48.267,nan
Advertiser,229,56.47,55.931,53.2
F2F Morgan,262,48.019,46.201,56.0
Newspoll,274,57.093,58.616,nan
F2F Morgan,321,51.517,49.699,49.5
Newspoll,366,53.395,54.918,nan
F2F Morgan,376,51.536,49.718,51.5
F2F Morgan,446,54.166,52.348,53.5
Newspoll,458,47.808,49.331,nan
F2F Morgan,503,54.63,52.812,55.5
Newspoll,547,51.157,52.68,nan
F2F Morgan,562,52.468,50.65,51.5
F2F Morgan,625,52.678,50.86,51.5
Newspoll,639,50.157,51.68,nan
F2F Morgan,687,53.067,51.249,51.0
Newspoll,731,47.65,49.174,nan
F2F Morgan,747,56.868,55.05,56.0
Advertiser,789,57.089,56.55,58.7
F2F Morgan,809,57.987,56.169,57.5
Newspoll,823,53.836,55.359,nan
F2F Morgan,869,56.115,54.297,56.5
Newspoll,913,50.225,51.748,nan
F2F Morgan,930,58.679,56.861,58.5
Advertiser,936,54.305,53.766,54.3
Advertiser,969,50.827,50.288,49.0
F2F Morgan,991,57.312,55.494,56.0
Newspoll,1005,51.774,53.297,nan
F2F Morgan,1052,54.93,53.112,53.5
Advertiser,1088,55.087,54.548,54.4
Newspoll,1097,48.435,49.959,nan
F2F Morgan,1113,55.056,53.238,55.5
Advertiser,1167,52.847,52.308,51.5
F2F Morgan,1175,56.737,54.919,56.5
Newspoll,1189,50.942,52.466,nan
Advertiser,1223,59.965,59.426,59.6
F2F Morgan,1234,56.663,54.845,58.5
Newspoll,1278,51.817,53.34,nan
F2F Morgan,1295,57.799,55.981,60.5
F2F Morgan,1356,54.199,52.826,55.5
Newspoll,1370,49.188,50.329,nan
F2F Morgan,1417,51.269,50.448,50.0
Advertiser,1431,49.313,49.407,49.5
Newspoll,1438,48.501,49.306,nan
F2F Morgan,1478,49.723,48.973,49.0
Newspoll,1482,45.98,46.785,nan
Advertiser,1517,44.881,44.975,45.9
F2F Morgan,1523,46.493,45.743,48.5
Morgan Phone,1541,47.072,47.017,49.0
Sunday Mail,1542,46.816,47.107,49.5
Advertiser,1545,48.53,48.624,49.4
Newspoll,1546,48.54,49.345,47.5
Morgan Phone,1546,49.824,49.769,50.0
