Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,63.206,60.789,62.0
F2F Morgan,62,58.985,56.568,59.0
Advertiser,108,54.935,55.622,56.0
F2F Morgan,123,62.91,60.494,63.0
F2F Morgan,184,62.252,59.835,62.0
Newspoll,229,57.041,57.24,58.0
F2F Morgan,245,64.976,62.56,65.0
Newspoll,321,60.438,60.637,61.0
Newspoll,410,56.394,56.594,57.0
Newspoll,502,58.345,58.544,59.0
Newspoll,594,53.985,54.185,54.0
Newspoll,686,53.913,54.112,53.0
Newspoll,776,55.373,55.572,54.0
Newspoll,868,50.28,50.48,50.0
Advertiser,901,49.447,50.133,51.0
Newspoll,960,54.665,54.864,54.0
Newspoll,1052,55.874,56.074,56.0
Advertiser,1083,55.518,56.204,56.0
Newspoll,1219,58.207,58.399,56.0
Advertiser,1265,54.476,54.767,54.0
Advertiser,1293,54.036,54.135,55.0
Newspoll,1325,53.36,53.486,53.0
Advertiser,1348,56.453,56.32,57.0
Newspoll,1403,50.32,50.445,50.0
Advertiser,1405,50.923,50.79,52.0
Galaxy,1442,49.073,48.979,49.0
Newspoll,1448,48.332,48.457,48.0
