Firm,Day,@TPP,@TPP adj,@TPP reported
ResolvePM,373,43.886,43.312,nan
ResolvePM,434,44.592,44.017,nan
ResolvePM,498,46.671,46.097,nan
ResolvePM,557,47.015,46.441,nan
ResolvePM,649,50.703,50.129,nan
ResolvePM,861,60.572,59.813,nan
Essential,867,49.817,50.736,nan
Morgan multi-mode,875,53.527,53.748,53.0
Newspoll2,881,56.171,55.143,54.0
Freshwater,905,53.738,53.658,54.0
Morgan multi-mode,905,55.402,55.827,57.0
ResolvePM,922,54.908,53.871,nan
Morgan multi-mode,936,51.84,52.47,52.0
Morgan multi-mode,966,53.391,54.061,55.0
YouGov,998,56.717,55.572,56.0
Morgan multi-mode,998,51.084,51.754,52.0
ResolvePM,1004,55.249,54.121,nan
Newspoll2,1035,52.809,51.665,52.0
Freshwater,1037,53.95,53.869,53.0
ResolvePM,1038,56.839,55.71,nan
SMS Morgan,1039,53.573,53.323,52.5
SMS Morgan,1053,53.736,53.485,53.5
ResolvePM2,1058,52.342,52.352,52.5
Freshwater,1061,52.882,52.802,53.0
Newspoll2,1062,54.903,53.759,54.5
