Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,53.504,52.725,nan
Newspoll,8,51.504,51.139,nan
F2F Morgan,15,52.78,52.001,nan
F2F Morgan,29,49.28,48.501,nan
Newspoll,39,48.892,48.527,nan
F2F Morgan,43,50.668,49.889,nan
F2F Morgan,57,49.668,48.889,nan
Newspoll,67,47.504,47.139,nan
F2F Morgan,71,50.974,50.195,nan
F2F Morgan,85,48.892,48.113,nan
F2F Morgan,99,49.974,49.195,nan
Newspoll,102,48.504,48.139,nan
F2F Morgan,113,47.168,46.389,nan
F2F Morgan,127,47.168,46.389,nan
Newspoll,137,47.28,46.915,nan
F2F Morgan,141,48.28,47.501,nan
F2F Morgan,155,47.056,46.277,nan
Newspoll,165,47.504,47.139,nan
F2F Morgan,169,46.892,46.113,nan
F2F Morgan,183,45.116,44.337,nan
Newspoll,197,44.504,44.139,nan
F2F Morgan,197,44.116,43.337,nan
F2F Morgan,211,44.728,43.949,nan
F2F Morgan,225,43.116,42.337,nan
Newspoll,228,43.892,43.527,nan
F2F Morgan,239,43.728,42.949,nan
Newspoll,246,43.504,43.139,nan
F2F Morgan,253,44.422,43.643,nan
F2F Morgan,281,43.728,42.949,nan
F2F Morgan,295,45.892,45.113,nan
F2F Morgan,309,47.086,46.307,nan
Newspoll,316,44.892,44.527,nan
F2F Morgan,323,46.116,45.337,nan
F2F Morgan,337,45.66,44.882,nan
Newspoll,340,44.28,43.915,nan
F2F Morgan,351,44.116,43.337,nan
F2F Morgan,365,45.116,44.337,nan
Newspoll,375,45.504,45.139,nan
F2F Morgan,379,44.34,43.561,nan
F2F Morgan,393,43.728,42.949,nan
Newspoll,403,44.892,44.527,nan
F2F Morgan,407,43.116,42.337,nan
F2F Morgan,418,45.504,44.725,nan
F2F Morgan,425,48.504,47.725,nan
F2F Morgan,435,48.504,47.725,nan
Newspoll,445,46.668,46.303,nan
F2F Morgan,449,47.504,46.725,nan
F2F Morgan,463,45.116,44.337,nan
Newspoll,473,47.28,46.915,nan
F2F Morgan,477,47.116,46.337,nan
F2F Morgan,491,43.698,42.919,nan
Newspoll,501,47.668,47.303,nan
F2F Morgan,505,46.892,46.113,nan
F2F Morgan,519,48.086,47.307,nan
Newspoll,533,48.056,47.691,nan
F2F Morgan,533,48.116,47.337,nan
F2F Morgan,547,48.728,47.949,nan
Newspoll,561,46.892,46.527,nan
F2F Morgan,561,48.34,47.561,nan
F2F Morgan,575,47.728,46.949,nan
Newspoll,589,48.116,47.751,nan
