Firm,Day,@TPP,@TPP adj,@TPP reported
SMS Morgan,1,58.609,57.352,59.0
SMS Morgan,19,54.617,53.359,54.5
SMS Morgan,59,56.316,55.058,56.0
SMS Morgan,76,54.117,52.859,54.0
SMS Morgan,117,56.451,55.194,56.5
Newspoll,126,57.397,56.982,58.0
SMS Morgan,145,55.853,54.596,56.5
SMS Morgan,187,55.919,54.661,56.5
SMS Morgan,216,56.953,55.695,57.0
SMS Morgan,259,55.083,53.825,55.5
Essential,262,51.904,51.933,53.0
Essential,293,53.291,53.32,54.0
Newspoll2,309,51.788,51.91,52.0
SMS Morgan,312,53.002,51.744,53.5
Essential,323,53.626,53.656,54.0
Essential,354,53.306,53.335,54.0
SMS Morgan,370,53.1,51.842,53.5
Essential,385,51.081,51.111,52.0
Essential,414,53.062,53.091,53.0
SMS Morgan,426,54.519,53.261,55.0
Essential,445,52.592,52.622,53.0
Essential,475,52.414,52.444,53.0
Essential,507,51.748,51.777,52.0
SMS Morgan,487,55.338,54.081,56.0
Essential,567,52.758,52.787,53.0
SMS Morgan,573,54.711,53.453,55.5
ReachTEL,584,50.558,51.897,51.0
SMS Morgan,614,55.562,54.304,56.5
Essential,628,52.446,52.475,52.0
Newspoll2,645,52.788,52.91,53.0
Essential,659,51.938,51.968,53.0
Galaxy,663,51.265,52.144,52.0
Essential,689,52.265,52.295,53.0
Essential,751,52.938,52.968,53.0
Galaxy,755,50.524,51.403,51.0
ReachTEL,771,47.535,48.874,46.0
Essential,840,52.265,52.295,53.0
Galaxy,857,46.919,47.798,47.0
Essential,901,50.461,50.49,51.0
Essential,932,52.134,52.163,52.0
Essential,963,54.119,54.148,54.0
Essential,993,52.463,52.492,53.0
Newspoll2,1024,50.626,50.749,51.0
Essential,1024,50.11,50.14,51.0
Essential,1054,48.315,48.344,49.0
Galaxy,1045,50.162,51.041,50.0
Newspoll2,1119,51.981,52.104,52.0
Newspoll2,1175,51.576,51.709,51.0
ReachTEL,1256,51.076,51.834,51.0
Galaxy,1291,50.756,51.172,51.0
Galaxy,1328,54.134,54.55,53.0
ReachTEL,1346,52.541,53.168,52.0
Galaxy,1369,54.265,54.681,53.0
Newspoll2,1371,54.446,54.642,54.0
uComms,1387,54.996,54.905,56.0
Galaxy,1395,53.446,53.861,53.0
uComms,1395,54.935,54.844,54.0
Newspoll2,1395,53.953,54.149,53.5
SMS Morgan,1397,56.884,56.199,54.0
