Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,51.228,51.46,nan
Newspoll,63,57.706,57.939,nan
Newspoll,122,58.32,58.553,nan
Newspoll,183,54.548,54.781,nan
Newspoll,244,51.391,51.623,nan
Newspoll,305,53.959,54.191,nan
Newspoll,366,57.518,57.75,nan
Newspoll,428,55.722,55.954,nan
Newspoll,487,60.23,60.463,nan
Newspoll,578,57.518,57.75,nan
Newspoll,670,56.133,56.365,nan
Newspoll,701,55.529,55.761,nan
Newspoll,793,48.155,48.387,nan
F2F Morgan,836,61.42,60.1,nan
Newspoll,853,52.872,53.209,nan
F2F Morgan,867,59.241,57.88,nan
Newspoll,914,49.959,50.402,nan
Newspoll,975,52.354,52.796,nan
Newspoll,1015,52.62,53.062,nan
F2F Morgan,1022,54.371,52.953,nan
Saulwick,1025,53.764,53.43,nan
Newspoll,1029,53.424,53.866,nan
Newspoll,1034,54.649,55.091,nan
