Firm,Day,ALP TPP,ALP TPP adj
Morgan Phone,1,50.93764710946629,51.43044275675939
F2F Morgan,7,54.510395772967705,51.87999065945868
Essential,11,49.48559207512809,49.111417777710756
Newspoll,17,49.72616871220889,49.6948796186679
Morgan Phone,22,50.34483266221215,50.83762830950525
F2F Morgan,25,53.142166229817164,50.511761116308136
Essential,25,51.697266229817174,51.32309193239984
F2F Morgan,39,55.85376008314615,53.22335496963712
Essential,39,50.326260083146146,49.95208578572881
Newspoll,45,49.89164091631656,49.86035182277557
F2F Morgan,49,53.87953212960864,51.249127016099614
Essential,53,50.32614246780318,49.95196817038585
Nielsen,58,48.473881490999446,48.96816243634928
Newspoll,59,48.30877833732772,48.27748924378673
F2F Morgan,63,53.479825775986,50.84942066247697
Essential,67,48.32621283446435,47.95203853704702
F2F Morgan,94,53.87979197997106,51.24938686646203
Newspoll,73,48.5204379341545,48.48914884061351
F2F Morgan,77,53.47974131394635,50.84933620043732
Essential,81,49.32009354768608,48.945919250268744
Nielsen,86,48.68564043994053,49.17992138529036
Newspoll,87,51.72630748902256,51.69501839548157
F2F Morgan,91,52.35365085672024,49.723245743211216
Essential,95,49.27406017986353,48.8998858824462
Newspoll,101,49.72632340427214,49.695034310731145
F2F Morgan,102,53.53645172014525,50.906046606636224
Morgan Phone,107,45.70570659466172,46.19850224195482
F2F Morgan,109,51.03627371005585,48.405868596546824
Essential,109,48.90297371005585,48.52879941263852
F2F Morgan,137,50.72491302523866,48.094507911729636
Essential,144,56.6915181741425,56.31734387672517
F2F Morgan,147,52.37705858600911,49.746653472500086
Essential,158,48.903394454085124,48.52922015666779
Morgan Phone,161,48.94120988967013,49.43400553696323
F2F Morgan,163,51.24828163821933,48.617876524710304
Newspoll,164,47.308978967789464,47.27768987424847
Nielsen,170,45.31458235263251,45.80886329798235
Essential,172,50.69158300572406,50.31740870830673
F2F Morgan,175,51.168539130595896,48.53813401708687
Newspoll,178,50.52089092674491,50.48960183320392
Morgan Phone,181,47.34384969907604,47.83664534636914
F2F Morgan,186,52.877217856890404,50.246812743381376
Essential,186,46.9033178568904,46.52914355947307
Newspoll,192,46.09758894848161,46.06629985494062
F2F Morgan,193,47.509190597023746,44.87878548351472
Morgan Phone,196,44.07302722290328,44.56582287019638
Nielsen,198,46.732434543419465,47.2267154887693
F2F Morgan,200,49.66861483397189,47.03820972046286
Essential,200,47.32081483397189,46.946640536554554
Morgan Phone,204,49.23221403925792,49.72500968655102
Newspoll,206,50.567040908902136,50.535751815361145
F2F Morgan,207,52.79157899300947,50.161173879500446
Morgan Phone,210,46.029143431226025,46.521939078519125
F2F Morgan,214,47.16841937529884,44.53801426178981
Essential,214,47.32061937529884,46.946445077881506
Newspoll,220,46.56681122049711,46.53552212695612
F2F Morgan,221,46.59159192742455,43.961186813915525
Essential,228,47.109240468806476,46.73506617138914
Nielsen,233,45.14978005880074,45.64406100415057
F2F Morgan,231,47.294698489063194,44.664293375554166
Essential,242,45.949521754206906,45.57534745678957
F2F Morgan,245,48.08871658564842,45.45831147213939
Newspoll,248,47.14961721186903,47.11832811832804
Morgan Phone,252,46.52637937419235,47.01917502148545
F2F Morgan,256,45.691638938532535,43.06123382502351
Essential,256,47.691638938532535,47.3174646411152
Nielsen,261,44.40739822091574,44.90167916626557
Newspoll,262,45.57280307569096,45.54151398214997
F2F Morgan,263,49.0595238602705,46.429118746761475
Essential,270,46.897415117974056,46.52324082055672
F2F Morgan,273,48.271179673319885,45.64077455981086
Newspoll,276,48.47431603865359,48.4430269451126
Morgan Phone,280,41.96972057867188,42.46251622596498
F2F Morgan,284,46.39709677085008,43.76669165734105
Essential,285,46.897169369362636,46.5229950719453
Newspoll,290,44.7784365149593,44.74714742141831
Nielsen,294,41.56712717371022,42.061408119060054
F2F Morgan,294,47.08592717371022,44.45552206020119
Essential,298,44.5264676115791,44.15229331416177
Newspoll,304,44.19601960161443,44.16473050807344
F2F Morgan,298,44.0032676115791,41.37286249807007
Essential,312,42.52639455338368,42.15222025596635
Newspoll,318,41.567282271732516,41.535993178191525
F2F Morgan,319,45.586026006602445,42.95562089309342
Morgan Phone,323,39.84124639296333,40.33404204025643
Nielsen,324,41.03107940053458,41.525360345884415
Essential,326,44.526712822845845,44.15253852542851
F2F Morgan,329,46.771599389991884,44.14119427648286
Newspoll,332,43.93835534002864,43.90706624648765
Essential,340,42.737967656858736,42.3637933594414
Galaxy,343,44.68577788972801,44.222745616789204
F2F Morgan,343,46.562577889728004,43.93217277621898
Newspoll,346,42.15539643774961,42.12410734420862
Morgan Phone,350,43.02348896923139,43.51628461652449
Nielsen,352,42.14966858563804,42.643949530987875
Essential,354,43.3206743702072,42.94650007278987
F2F Morgan,357,44.19166795876121,41.56126284525218
Newspoll,360,43.14383669288137,43.11254759934038
Essential,368,42.94395617621965,42.56978187880232
F2F Morgan,371,46.000402124700614,43.369997011191586
Newspoll,374,41.14967595499108,41.11838686145009
Nielsen,380,42.35561459770186,42.849895543051694
Essential,382,43.738073563944475,43.36389926652714
F2F Morgan,385,46.82086438438604,44.190459270877014
Newspoll,388,41.77323021381438,41.74194112027339
Essential,396,45.526826880953145,45.15265258353581
F2F Morgan,399,46.8209318469221,44.19052673341307
Newspoll,409,42.73250556822332,42.701216474682326
F2F Morgan,410,50.19207881873134,47.56167370522231
Essential,410,45.10947881873134,44.735304521314006
Nielsen,415,43.73245383556858,44.22673478091841
Galaxy,416,41.89770163789296,41.43466936495415
F2F Morgan,417,48.44688016270185,45.816475049192825
Newspoll,423,45.51504046967908,45.48375137613809
F2F Morgan,424,45.462796064852604,42.83239095134358
Essential,424,45.7381960648526,45.36402176743527
Morgan Phone,427,44.95957188537265,45.45236753266575
F2F Morgan,431,47.24528517778932,44.61488006428029
Morgan Phone,435,47.500408270272786,47.993203917565886
Newspoll,437,46.567049947678576,46.535760854137585
Essential,438,46.32063079166197,45.946456494244636
Nielsen,443,46.14378441555659,46.638065360906424
F2F Morgan,441,46.58598579115496,43.95558067764593
Newspoll,451,42.99033437539818,42.959045281857186
F2F Morgan,452,48.562738934351735,45.93233382084271
Essential,452,46.10913893435174,45.73496463693441
F2F Morgan,462,49.97725070285313,47.3468455893441
Newspoll,465,46.35527773550522,46.32398864196423
Nielsen,471,42.36135029415419,42.85563123950403
Essential,473,45.53211926927221,45.157944971854874
F2F Morgan,476,49.97703671770997,47.346631604200944
F2F Morgan,501,48.506168977167,45.87576386365797
Essential,508,45.9034880578783,45.529313760460965
Morgan Phone,511,46.44999765309935,46.94279330039245
F2F Morgan,511,50.980397653099345,48.34999253959032
Galaxy,521,46.062838389192066,45.59980611625326
Newspoll,521,44.98463838919207,44.95334929565108
F2F Morgan,522,49.800376899481705,47.16997178597268
Essential,522,45.52647689948171,45.152302602064374
Nielsen,527,47.103448002736066,47.5977289480859
F2F Morgan,529,48.80062877176616,46.170223658257136
Morgan Phone,532,51.45114051230861,51.94393615960171
Newspoll,535,45.361347827123275,45.330058733582284
Essential,536,45.52651017657568,45.15233587915834
F2F Morgan,539,51.45106708572497,48.820661972215945
Nielsen,547,48.149980995244675,48.64426194059451
Galaxy,548,46.48027693486255,46.01724466192375
Newspoll,549,47.526794264109064,47.49550517056807
F2F Morgan,550,50.02678911468518,47.39638400117615
Essential,551,43.73842591690034,43.36425161948301
F2F Morgan,557,50.112118041218665,47.48171292770964
Newspoll,563,46.4022642766792,46.370975183138206
Essential,564,44.52662876523592,44.152454467818586
F2F Morgan,567,48.29772913092195,45.66732401741292
Newspoll,577,42.613833275147364,42.58254418160637
F2F Morgan,578,48.95726905248472,46.32686393897569
Essential,578,45.10946905248471,44.73529475506738
Nielsen,583,42.356083376233336,42.85036432158317
F2F Morgan,585,46.729888291631774,44.099483178122746
Essential,592,60.52684230798047,60.15266801056314
F2F Morgan,595,45.12676634859873,42.4963612350897
Newspoll,598,43.150076979193805,43.118787885652814
Morgan Phone,602,43.96459486572873,44.45739051302183
F2F Morgan,606,43.94126353906242,41.31085842555339
Essential,606,43.52676353906242,43.15258924164509
Galaxy,612,43.68639501345188,43.223362740513075
Newspoll,612,40.36179501345188,40.33050591991089
F2F Morgan,620,44.48509343752515,41.854688324016124
Essential,620,42.52709343752515,42.15291914010782
Morgan Phone,624,41.364691322727424,41.857486970020524
Nielsen,624,42.567591322727424,43.06187226807726
Newspoll,626,44.98495126702221,44.95366217348122
F2F Morgan,627,44.85907347341429,42.228668359905264
F2F Morgan,634,45.38525986874143,42.7548547552324
Essential,634,43.90405986874143,43.529885571324094
Newspoll,640,45.73306400470839,45.7017749111674
F2F Morgan,641,42.23014296356509,39.599737850056066
Nielsen,646,42.14468903606438,42.63896998141421
F2F Morgan,648,45.88520842891936,43.254803315410335
Essential,649,43.73891404180843,43.364739744391095
Newspoll,654,46.72721679951547,46.695927705974476
F2F Morgan,655,47.96203583847451,45.331630724965486
Galaxy,661,43.89815991338647,43.43512764044767
Essential,662,44.321432029668465,43.94725773225113
F2F Morgan,665,46.456067745390136,43.82566263188111
Newspoll,668,44.567699385265655,44.536410291724664
Essential,676,43.52725493005832,43.153080632640986
F2F Morgan,679,46.45626311282947,43.82585799932044
Newspoll,682,43.94439081469181,43.91310172115082
Essential,690,44.73863517699566,44.364460879578324
F2F Morgan,693,46.6938519644712,44.06344685096217
Newspoll,696,43.03159329955252,43.00030420601153
Nielsen,702,44.15029525588822,44.64457620123805
Essential,704,44.32131685303027,43.947142555612935
F2F Morgan,707,46.590842387776576,43.96043727426755
