Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,52.481,51.985,nan
Newspoll,90,51.78,51.284,nan
Newspoll,182,46.07,45.575,nan
Newspoll,274,46.676,46.181,nan
Newspoll,366,51.713,51.218,nan
Newspoll,381,45.553,45.057,nan
Newspoll,455,47.846,47.35,nan
Newspoll,547,44.934,44.438,nan
Newspoll,639,48.334,47.838,nan
Newspoll,731,48.372,47.877,nan
Newspoll,852,31.228,30.732,nan
Newspoll,960,38.124,37.628,nan
Newspoll,1035,43.316,42.821,nan
Newspoll,1097,45.03,44.534,nan
Newspoll,1186,41.943,41.447,nan
Newspoll,1278,33.526,33.031,nan
Newspoll,1370,35.514,35.018,nan
Newspoll,1393,36.947,36.451,nan
Newspoll,1396,37.379,36.883,nan
