Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan Phone,1,32.936,34.326,29.5
Newspoll,173,37.307,36.818,34.0
Newspoll,234,39.149,38.66,36.0
Newspoll,296,39.664,39.175,36.0
Morgan Phone,349,39.406,40.796,41.5
Newspoll,356,39.961,39.472,37.0
Morgan Phone,425,38.722,40.112,39.0
Morgan Phone,461,33.829,35.219,35.0
Newspoll,478,41.506,41.017,39.0
Morgan Phone,488,38.28,39.67,40.5
Galaxy,522,43.408,42.945,42.0
Newspoll,539,42.833,42.344,41.0
Essential,600,40.994,40.658,40.0
Newspoll,600,43.348,42.859,41.0
Newspoll,662,41.833,41.344,40.0
Essential,704,43.152,42.816,43.0
Nielsen,712,36.705,37.06,37.0
Newspoll,721,41.22,40.731,39.0
Newspoll,782,42.021,41.532,39.0
Newspoll,843,40.735,40.246,39.0
Newspoll,904,44.735,44.246,43.0
Essential,949,43.152,42.816,43.0
Essential,979,47.122,46.786,47.0
Essential,1010,43.428,43.093,43.0
Newspoll,1027,43.735,43.246,42.0
Essential,1041,45.509,45.173,45.0
Nielsen,1053,49.021,49.376,51.0
Essential,1069,46.529,46.193,46.0
Essential,1100,45.994,45.658,46.0
Essential,1130,48.637,48.301,49.0
Galaxy,1142,48.438,47.975,47.0
Newspoll,1147,45.664,45.175,43.0
Essential,1162,47.836,47.5,48.0
Essential,1192,46.459,46.123,46.0
Newspoll,1208,48.149,47.664,46.0
Essential,1223,46.146,45.83,46.0
Galaxy,1229,46.438,46.043,45.0
Essential,1254,46.979,46.696,47.0
SMS Morgan,1266,44.824,45.578,47.0
Newspoll,1269,47.179,46.817,45.0
Essential,1284,45.994,45.744,46.0
SMS Morgan,1294,45.359,46.168,44.0
Galaxy,1319,45.438,45.3,44.0
Ipsos,1319,47.438,47.762,46.0
SMS Morgan,1322,45.872,46.736,45.0
Newspoll,1330,45.893,45.643,44.0
Essential,1339,47.351,47.147,48.0
Galaxy,1368,47.438,47.317,46.0
SMS Morgan,1377,46.68,47.552,46.0
Galaxy,1382,46.953,46.832,46.0
Ipsos,1397,45.625,45.95,47.0
SMS Morgan,1406,45.686,46.558,44.5
Galaxy,1410,47.765,47.644,47.0
Newspoll,1416,47.923,47.673,46.0
ReachTEL,1417,46.474,46.685,47.0
ReachTEL,1425,46.694,46.904,47.0
Galaxy,1431,47.28,47.159,46.0
SMS Morgan,1433,45.017,45.889,44.5
Essential,1435,47.122,46.918,47.0
Lonergan,1438,45.28,45.797,45.0
Galaxy,1429,46.795,46.674,46.0
Ipsos,1439,44.239,44.564,46.0
Lonergan,1440,43.408,43.925,43.0
SMS Morgan,1441,45.166,46.038,44.0
Galaxy,1444,45.923,45.802,45.0
Newspoll,1444,46.408,46.158,45.0
ReachTEL,1445,45.501,45.712,46.0
SMS Morgan,1445,41.645,42.517,42.5
