Firm,Day,@TPP,@TPP adj,@TPP reported
SMS Morgan,1,49.027,49.827,48.5
SMS Morgan,28,48.949,49.749,49.0
Galaxy,54,50.928,51.927,50.0
SMS Morgan,57,52.451,53.251,52.5
Galaxy,96,53.068,54.068,52.0
ReachTEL,97,48.716,50.329,48.0
SMS Morgan,98,48.134,48.934,48.0
SMS Morgan,126,51.494,52.294,51.5
SMS Morgan,168,51.276,52.076,51.0
Galaxy,187,53.437,54.437,52.0
SMS Morgan,197,51.947,52.747,52.0
Newspoll2,198,54.096,53.418,53.0
SMS Morgan,240,49.597,50.397,49.0
Essential,243,51.298,51.283,49.0
Newspoll2,274,53.304,52.626,52.0
Essential,274,51.517,51.502,49.0
Galaxy,277,50.086,51.086,49.0
SMS Morgan,294,51.899,52.7,51.5
Essential,304,48.112,48.097,53.0
Essential,335,52.691,52.676,53.0
SMS Morgan,351,48.098,48.899,48.0
Galaxy,362,49.653,50.653,48.0
Essential,366,51.811,51.796,52.0
Galaxy,390,50.674,51.674,49.0
Essential,396,52.776,52.761,53.0
SMS Morgan,410,52.354,53.155,52.0
Galaxy,426,50.901,51.901,49.0
Essential,426,54.089,54.074,52.0
ReachTEL,437,50.193,51.807,48.0
Galaxy,454,48.266,49.266,48.0
Newspoll2,456,51.202,50.524,51.0
Essential,456,51.193,51.178,52.0
SMS Morgan,466,50.261,51.061,50.0
Essential,487,48.949,48.934,50.0
Essential,517,49.591,49.576,51.0
Galaxy,537,49.132,50.132,50.0
Essential,548,54.562,54.547,56.0
SMS Morgan,553,51.337,52.138,50.0
Essential,579,50.718,50.704,52.0
SMS Morgan,595,53.99,54.791,52.0
Essential,609,52.566,52.551,54.0
Galaxy,636,50.546,51.546,51.0
Essential,640,54.752,54.737,56.0
Essential,670,51.151,51.136,53.0
Galaxy,726,50.157,51.157,51.0
ReachTEL,726,49.752,51.365,47.0
Essential,732,54.032,54.017,55.0
Galaxy,803,52.196,53.134,52.0
Essential,821,52.937,53.084,54.0
ReachTEL,839,50.165,51.279,49.0
Essential,882,52.78,53.129,54.0
Galaxy,902,50.788,51.541,51.0
Newspoll2,913,53.071,53.08,53.0
Essential,913,53.56,53.95,55.0
Essential,944,52.216,52.606,53.0
ReachTEL,957,52.163,52.87,48.0
Newspoll2,970,53.003,53.013,52.0
Essential,974,49.654,50.044,48.0
Galaxy,992,53.168,53.921,52.0
Essential,1001,54.047,54.437,53.0
ReachTEL,1008,53.931,54.637,51.0
Newspoll2,1013,53.216,53.226,52.5
Galaxy,1014,52.988,53.742,52.0
