Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,41.716,41.839,nan
F2F Morgan,5,44.216,41.784,44.0
Newspoll,15,41.084,41.207,nan
F2F Morgan,18,44.444,42.012,43.5
Newspoll,29,39.628,39.751,nan
F2F Morgan,33,45.716,43.284,45.5
Newspoll,43,41.628,41.751,nan
F2F Morgan,47,41.76,39.328,41.5
Nielsen,50,39.656,39.255,40.0
Newspoll,57,40.996,41.119,nan
F2F Morgan,61,43.76,41.328,42.5
Newspoll,71,40.996,41.119,nan
Nielsen,78,43.804,43.403,45.0
Morgan Phone,78,43.032,43.983,43.0
F2F Morgan,79,49.128,46.696,nan
Newspoll,92,46.628,46.751,nan
Nielsen,92,43.716,43.315,43.0
Morgan Phone,99,44.356,45.307,45.5
F2F Morgan,100,44.804,42.372,nan
Newspoll,106,47.172,47.295,nan
Nielsen,106,45.892,45.491,46.0
Morgan Phone,108,42.532,43.483,42.0
F2F Morgan,110,46.348,43.916,nan
Newspoll,120,43.628,43.751,nan
Nielsen,120,44.716,44.315,44.0
Morgan Phone,121,42.26,43.211,42.5
F2F Morgan,124,45.62,43.188,nan
Newspoll,134,45.172,45.295,nan
Morgan Phone,135,42.032,42.983,41.5
F2F Morgan,138,48.62,46.188,nan
Newspoll,148,46.26,46.383,nan
Nielsen,148,47.804,47.403,49.0
Morgan Phone,149,42.804,43.755,43.5
F2F Morgan,152,48.164,45.732,nan
Newspoll,162,44.628,44.751,nan
Nielsen,162,46.355,45.953,48.0
Morgan Phone,164,42.848,43.799,43.5
F2F Morgan,166,47.848,45.416,nan
Newspoll,176,45.628,45.751,nan
Morgan Phone,177,46.576,47.527,46.5
F2F Morgan,180,47.892,45.46,nan
Newspoll,190,45.084,45.207,nan
Morgan Phone,191,43.26,44.211,44.0
F2F Morgan,191,47.12,44.688,nan
Nielsen,204,44.449,44.047,45.0
Morgan Phone,205,43.348,44.299,45.5
F2F Morgan,208,49.12,46.688,nan
Newspoll,211,44.172,44.295,nan
