Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,41.266,41.711,nan
F2F Morgan,19,44.319,44.764,nan
F2F Morgan,33,45.815,46.259,nan
F2F Morgan,47,45.151,45.595,nan
F2F Morgan,61,43.388,43.833,nan
F2F Morgan,75,44.7,45.145,nan
F2F Morgan,89,44.339,44.784,nan
F2F Morgan,103,47.395,47.84,nan
F2F Morgan,117,49.219,49.664,nan
F2F Morgan,131,46.687,47.131,nan
F2F Morgan,145,46.679,47.124,nan
F2F Morgan,159,46.579,47.024,nan
F2F Morgan,173,45.024,45.469,nan
F2F Morgan,187,46.712,47.157,nan
F2F Morgan,201,48.595,49.039,nan
F2F Morgan,215,46.535,46.979,nan
F2F Morgan,229,46.369,46.814,nan
F2F Morgan,243,45.718,46.163,nan
F2F Morgan,257,46.084,46.529,nan
F2F Morgan,271,48.962,49.407,nan
F2F Morgan,285,45.447,45.892,nan
F2F Morgan,299,48.662,49.107,nan
F2F Morgan,313,46.621,47.066,nan
F2F Morgan,327,48.567,49.012,nan
F2F Morgan,337,52.587,53.032,nan
F2F Morgan,369,46.675,47.119,nan
F2F Morgan,383,51.029,51.473,nan
F2F Morgan,397,50.841,51.286,nan
F2F Morgan,412,47.814,48.259,nan
F2F Morgan,425,49.341,49.785,nan
F2F Morgan,439,47.149,47.593,nan
F2F Morgan,453,48.198,48.643,nan
F2F Morgan,467,48.755,49.2,nan
F2F Morgan,481,50.678,51.123,nan
F2F Morgan,495,48.56,49.004,nan
F2F Morgan,509,49.644,50.089,nan
F2F Morgan,523,47.582,48.027,nan
F2F Morgan,537,47.46,47.905,nan
F2F Morgan,551,52.553,52.997,nan
F2F Morgan,565,49.826,50.27,nan
F2F Morgan,575,49.943,50.388,nan
F2F Morgan,586,51.658,52.103,nan
F2F Morgan,600,50.159,50.604,nan
F2F Morgan,614,49.278,49.723,nan
F2F Morgan,628,48.795,49.239,nan
F2F Morgan,642,49.318,49.763,nan
F2F Morgan,653,47.764,48.209,nan
F2F Morgan,660,45.689,46.133,nan
F2F Morgan,667,51.993,52.437,nan
F2F Morgan,674,51.639,52.084,nan
