Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan Phone,1,47.564,47.986,43.0
Morgan Phone,133,45.227,45.649,43.0
Newspoll,244,44.887,43.544,43.0
Newspoll,305,46.394,45.052,45.0
Newspoll,366,50.394,49.052,49.0
Newspoll,428,48.564,47.221,47.0
Morgan Phone,480,49.08,49.502,47.0
Newspoll,488,50.548,49.205,49.0
Morgan Phone,557,49.571,49.993,48.0
Newspoll,610,51.211,49.869,50.0
Morgan Phone,620,47.073,47.495,47.0
Newspoll,671,56.226,54.884,55.0
JWS Research,722,47.935,48.62,47.9
Essential,725,51.581,51.165,50.0
Newspoll,732,56.21,54.867,55.0
ReachTEL,787,53.449,54.303,nan
Newspoll,794,54.394,53.052,53.0
ReachTEL,815,49.45,50.303,nan
ReachTEL,827,50.018,50.872,49.0
Nielsen,829,52.226,51.706,52.0
Essential,836,49.411,48.995,48.0
Newspoll,853,50.904,49.561,50.0
ReachTEL,864,46.671,47.524,nan
Essential,898,54.213,53.797,53.0
ReachTEL,914,48.865,49.719,nan
Newspoll,914,49.889,48.546,49.0
Newspoll,975,52.734,51.391,51.0
Newspoll,1036,54.057,52.714,53.0
Essential,1082,52.734,52.318,52.0
ReachTEL,1088,49.759,50.613,51.0
Nielsen,1089,53.226,52.706,52.0
Essential,1111,51.391,50.976,52.0
Essential,1142,53.699,53.284,52.0
Essential,1173,56.617,56.201,55.0
Nielsen,1185,52.226,51.706,53.0
Galaxy,1185,52.411,52.454,51.0
Newspoll,1185,54.719,53.376,53.0
Essential,1201,51.442,51.026,50.0
Essential,1232,52.131,51.756,51.0
Essential,1262,54.42,54.132,53.0
Newspoll,1279,55.717,54.546,54.0
Essential,1293,52.843,52.648,52.0
Nielsen,1299,57.072,56.725,56.0
Essential,1324,54.435,54.327,53.0
Nielsen,1327,52.225,51.938,51.0
Newspoll,1340,56.195,55.184,55.0
Galaxy,1354,52.889,52.869,52.0
Essential,1355,53.217,53.149,52.0
Essential,1385,53.684,53.616,52.0
SMS Morgan,1398,54.117,53.973,54.0
Essential,1412,55.394,55.326,54.0
Essential,1415,53.465,53.397,52.0
Galaxy,1423,53.226,53.207,52.0
ReachTEL,1424,53.763,53.649,53.0
SMS Morgan,1426,54.286,54.142,52.5
Ipsos,1427,54.458,54.302,53.0
Newspoll,1429,55.241,54.231,54.0
Ipsos,1439,55.24,55.084,53.0
SMS Morgan,1442,55.054,54.91,53.5
Essential,1444,53.734,53.666,53.0
SMS Morgan,1445,56.616,56.472,55.0
Galaxy,1450,53.734,53.714,52.0
SMS Morgan,1454,52.709,52.565,52.0
Galaxy,1456,53.734,53.714,52.0
Newspoll,1457,53.396,52.386,52.0
Ipsos,1457,51.394,51.238,50.0
SMS Morgan,1458,50.164,50.02,50.0
ReachTEL,1458,53.695,53.581,52.0
